#log(Mbar) log(num density) central_flag
#centrals
9.00472 -1.82741 1 
9.09374 -1.89162 1 
9.26829 -1.96136 1
9.46348 -2.11318 1
9.61425 -2.31212 1
9.69652 -2.43504 1
9.83035 -2.75729 1
9.95045 -3.03264 1
10.0912 -3.40768 1
10.2969 -3.75899 1
10.4136 -4.01675 1
10.4993 -4.21595 1
10.6229 -4.55585 1
10.7397 -4.86642 1
10.8496 -5.19464 1
10.9423 -5.49357 1
11.0627 -5.99780 1
#satellites
8.99674 -3.54694 0
9.18179 -3.79857 0
9.30517 -3.97414 0
9.41827 -4.13215 0
9.53140 -4.31364 0
9.66163 -4.49505 0
9.78154 -4.63543 0
9.91175 -4.79924 0
10.0729 -5.05096 0
10.1758 -5.26183 0
10.3164 -5.55471 0
10.4433 -5.83590 0
10.5291 -6.00575 0
10.6556 -5.99939 0
