#log10(Mstar/Msun) log10(MBH/Msun)_ETGs log10(MBH/Msun)_LTGs
5.1 4.170632362365723   4.170632362365723
5.3 4.170632362365723   4.170632362365723
5.5 4.170632362365723   4.170632362365723
5.7 4.170632362365723   4.170632362365723
5.9 4.170632839202881   4.170632362365723
6.1000000000000005 4.2297210693359375  4.170632362365723
6.300000000000001 4.4716620445251465   4.170632362365723
6.500000000000001 4.471662521362305    4.170632839202881
6.700000000000001 4.522323131561279    4.1706342697143555
6.900000000000001 4.586704730987549    4.170639991760254
7.100000000000001 4.628768444061279    4.170648097991943
7.300000000000002 4.681976795196533    4.170661926269531
7.500000000000002 4.778894901275635    4.170684814453125
7.700000000000002 4.896362781524658    4.170724868774414
7.900000000000002 5.038629531860352    4.471742153167725
8.100000000000003 5.193593978881836    4.740601539611816
8.300000000000002 5.380558013916016    4.975376129150391
8.500000000000002 5.557233810424805    5.19732666015625
8.700000000000003 5.756809234619141    5.39061164855957
8.900000000000004 5.932073593139648    5.574037075042725
9.100000000000003 6.083201885223389    5.733654022216797
9.300000000000002 6.219199180603027    5.8953046798706055
9.500000000000004 6.3599629402160645   6.048803806304932
9.700000000000005 6.503387451171875    6.2067790031433105
9.900000000000004 6.696625232696533    6.399965286254883
10.100000000000003 6.934802055358887   6.622896194458008
10.300000000000004 7.246651649475098   6.895556926727295
10.500000000000005 7.580087661743164   7.212146759033203
10.700000000000005 7.9028496742248535  7.459929943084717
10.900000000000004 8.210798263549805   7.664936065673828
11.100000000000005 8.507741928100586   7.9436421394348145
11.300000000000006 8.802220344543457   8.092740058898926
11.500000000000005 9.068964004516602   8.588340759277344
11.700000000000005 9.334470748901367   8.613489151000977
11.900000000000006 9.587910652160645   0.0
12.100000000000007 9.846855163574219   0.0
12.300000000000006 10.118152618408203  0.0
