#SMF passive satellites galaxies  z=0, 0.5, 1, 2, 3, 4, 5
7.0625 -1.90857130714565 -2.1823623493522994 -2.537479568765059 -2.945748185565054 -3.4999165568196555 -4.117581621478194 -4.9843989111856875
7.1875 -1.921132930227475 -2.176898575330928 -2.4951617914182744 -2.892056219080091 -3.400822325551738 -4.0517170514006215 -4.962679661492451
7.3125 -1.9506350297121142 -2.191074257887387 -2.471215471221742 -2.8389873361844895 -3.3491214310485558 -3.984398911185687 -4.86789334211425
7.4375 -1.9800775374030444 -2.213584649509398 -2.4641001738870556 -2.820503930490476 -3.3134873268143736 -3.9222510044368426 -4.730365478197929
7.5625 -2.021811044238712 -2.2321337151345797 -2.462523542128106 -2.820656662857763 -3.3008438991209483 -3.931024928744348 -4.694649925931395
7.6875 -2.0588884845307875 -2.263053415217377 -2.478240925692285 -2.828284846852022 -3.3097026014945756 -3.90244261108329 -4.611675690866631
7.8125 -2.1077222592664535 -2.2940892158571393 -2.500720197271183 -2.849143906101411 -3.3134873268143736 -3.933989407708087 -4.616422125891092
7.9375 -2.15257834038135 -2.3305681845203248 -2.53296676077845 -2.879107129478854 -3.3556171321878256 -3.973403526884224 -4.593192285172618
8.0625 -2.1957954841785323 -2.368772537190554 -2.5464858130034083 -2.9280805480975665 -3.3907720873945877 -3.9637402102048442 -4.74938871551136
8.1875 -2.2473082562422393 -2.3956245901889996 -2.579696739162212 -2.9522142278142858 -3.434955475174007 -4.066260995881083 -4.71214065809173
8.3125 -2.293862074386531 -2.446128165295697 -2.6060010102375495 -3.013527754898405 -3.49052994327547 -4.099792329887757 -4.783071828713933
8.4375 -2.349560073286026 -2.48953107266155 -2.6513393650263612 -3.032140617565274 -3.574162585191768 -4.195252276500581 -4.835100828717942
8.5625 -2.4025104906658314 -2.5344658257886956 -2.694478527725433 -3.0943076473841513 -3.6055818744656865 -4.175789796731148 -4.851187648611397
8.6875 -2.4583248518083014 -2.5885127303536697 -2.7426353886728325 -3.159322487043857 -3.6707479729335053 -4.30595057399427 -5.019161017444899
8.8125 -2.517987602385932 -2.6374945152607334 -2.789777849931285 -3.2107249631567876 -3.7539499898074133 -4.317784943343002 -5.056949578334299
8.9375 -2.578208228392083 -2.6978042741005774 -2.865007653876762 -3.2750854533414837 -3.7865884024367693 -4.399372259156505 -5.144099754053199
9.0625 -2.634399529992284 -2.764089621158293 -2.910633577069096 -3.3324254695258917 -3.858625794912662 -4.518558666875713 -5.371343535556261
9.1875 -2.687621253104829 -2.8122602178414144 -2.981292039097274 -3.422258618127902 -3.9563701875854433 -4.651184232150305 -5.399372259156505
9.3125 -2.7589570811658293 -2.8807705918807023 -3.0418185394134234 -3.5024787735842557 -4.0491242408223425 -4.783071828713933 -5.621221008772862
9.4375 -2.797529469374407 -2.9484050542111966 -3.105347165061182 -3.562626293507014 -4.153859591342355 -4.827275491205985 -5.575463518212186
9.5625 -2.86180500200383 -2.994424569440019 -3.1801371251428354 -3.6295028146346175 -4.263709657156432 -5.1130655203132305 -5.672373531220242
9.6875 -2.9116683959927787 -3.0561606689767578 -3.2374056427924303 -3.738506781152636 -4.414095515977212 -5.296709917259357 -5.672373531220242
9.8125 -2.948200101643965 -3.117732969966188 -3.3156308191487027 -3.813535679791657 -4.503581510906061 -5.345014596833912 -5.730365478197929
9.9375 -3.0032892045991266 -3.157991825008893 -3.362743363794344 -3.886154659088566 -4.694649925931395 -5.399372259156505 -10
10.0625 -3.0511972494452073 -3.2111001635964556 -3.424707078351877 -4.03638741941941 -4.8594601745773875 -5.876493513876167 -6.575463518212186
10.1875 -3.097474541961297 -3.2698972046968824 -3.4966443351133374 -4.067607646516356 -4.86789334211425 -5.621221008772862 -10
10.3125 -3.125676671226413 -3.3089966227719447 -3.549339001466736 -4.2271586551640254 -5.1130655203132305 -6.0983422634925235 -10
10.4375 -3.182239401850889 -3.364610152897293 -3.6197757678986804 -4.30595057399427 -5.399372259156505 -6.274433522548205 -10
10.5625 -3.2544868408693626 -3.437160820045905 -3.7474484539882096 -4.522385074728766 -5.274433522548205 -6.274433522548205 -10
10.6875 -3.2990017140389423 -3.544863796246235 -3.8188274099663384 -4.70623179848121 -5.496282272164561 -6.575463518212186 -10
10.8125 -3.417101026116937 -3.6226710751680944 -3.9637402102048442 -4.783071828713933 -5.876493513876167 -6.575463518212186 -10
10.9375 -3.545268732855435 -3.7565781036181765 -4.1130655203132305 -4.912705686530612 -6.575463518212186 -10 -10
11.0625 -3.6884091401612293 -3.931024928744348 -4.283207446855711 -5.160490170241368 -6.575463518212186 -10 -10
11.1875 -3.8157956735225556 -4.074404255994435 -4.441924609841969 -5.496282272164561 -6.274433522548205 -10 -10
11.3125 -4.032638091253006 -4.345014596833912 -4.683368915521706 -5.672373531220242 -10 -10 -10
11.4375 -4.225215499878024 -4.47855350520413 -4.885267438183672 -5.797312267828542 -10 -10 -10
11.5625 -4.371343535556261 -4.790133683201419 -5.274433522548205 -6.274433522548205 -10 -10 -10
11.6875 -4.518558666875713 -5.084101824377914 -5.672373531220242 -10 -10 -10 -10
11.8125 -4.885267438183672 -5.253244223478267 -6.0983422634925235 -10 -10 -10 -10
11.9375 -4.973403526884224 -5.534070833053962 -5.973403526884224 -10 -10 -10 -10
12.0625 -5.23304083738998 -5.672373531220242 -6.575463518212186 -10 -10 -10 -10
12.1875 -5.534070833053962 -5.876493513876167 -10 -10 -10 -10 -10
12.3125 -6.274433522548205 -6.0983422634925235 -10 -10 -10 -10 -10
12.4375 -6.0983422634925235 -6.575463518212186 -10 -10 -10 -10 -10
12.5625 -6.0983422634925235 -10 -10 -10 -10 -10 -10
12.6875 -6.575463518212186 -10 -6.575463518212186 -10 -10 -10 -10
12.8125 -6.575463518212186 -10 -10 -10 -10 -10 -10
12.9375 -10 -10 -10 -10 -10 -10 -10
