#GD14
#HI errdn, errup, H2, errdn, errup
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#KMT09
3.63097381592 0.175651550293 0.3195707798 -0.374857783318 0.182141602039 0.321111496538
3.57423877716 0.146996498108 0.246752500534 -0.431777477264 0.155616402626 0.250532731414
3.57236552238 0.130759000778 0.189493656158 -0.428686976433 0.133955657482 0.196574538946
3.57935786247 0.134024381638 0.161290645599 -0.415028691292 0.120245575905 0.172815471888
3.53272724152 0.470591306686 0.198354721069 -0.440725415945 0.372984498739 0.226213559508
3.09198355675 0.617925643921 0.44207406044 -0.800834298134 0.601070761681 0.39818328619
2.8223760128 0.469447135925 0.465686321259 -1.07002973557 0.472132444382 0.489536941051
2.67342114449 0.446225881577 0.364824533463 -1.22373139858 0.409915685654 0.512927830219
2.52121305466 0.663576602936 0.318813562393 -1.34691119194 0.513749361038 0.487059950829
2.26075792313 0.649227499962 0.412490367889 -1.50864541531 0.508717179298 0.569038510323
2.06617546082 0.52273106575 0.420820951462 -1.51612603664 0.507700324059 0.661258101463
1.91567444801 0.431346416473 0.387656211853 -1.39205467701 0.633528828621 0.846737265587
1.74715709686 0.389319300652 0.361231565475 -1.1821359396 0.884783625603 0.869088947773
1.57404720783 0.387513995171 0.338802218437 -0.999672055244 1.14424788952 0.778855323792
1.41061460972 0.386646866798 0.31801533699 -0.834891200066 1.32517421246 0.69324490428
1.24187839031 0.399011433125 0.298492074013 -0.701386213303 1.44705557823 0.619262270629
1.07179880142 0.466719269753 0.301319003105 -0.587702870369 1.4816044569 0.541759870946
0.905243039131 0.494560182095 0.302503943443 -0.522453129292 1.46413725615 0.502037994564
0.723706901073 0.626739986241 0.317408978939 -0.468889504671 1.4364463985 0.44160753116
0.538255751133 0.886270076036 0.325427889824 -0.486414730549 1.45949941874 0.427999760956
0.337081283331 1.17195209861 0.362896710634 -0.537680029869 1.59670460224 0.430393144488
0.195110633969 1.14546914399 0.358649775386 -0.555871367455 1.50674545765 0.408255621791
0.104884162545 0.974164381623 0.324379041791 -0.544338226318 1.4631562233 0.362635314465
0.0147435832769 0.776175634935 0.279959930107 -0.500432908535 1.25658947229 0.294265344739
-0.0887231752276 0.601135857403 0.255767025054 -0.470590800047 0.981209903955 0.238019004464
-0.193972215056 0.50464643538 0.251575917006 -0.477755814791 0.755996078253 0.225511997938
-0.34241938591 0.58006554842 0.254151120782 -0.51767385006 0.976905107498 0.216845810413
-0.54291254282 1.0232860446 0.297140538692 -0.640785396099 1.27447015047 0.26574370265
-0.928721308708 1.03390645981 0.484322369099 -1.16266441345 1.00908637047 0.671229988337
-1.59074962139 0.728420615196 0.829995334148 -1.58348035812 0.769124746323 0.81961274147
-2.07252192497 0.532072544098 0.6463149786 -1.71105396748 0.645654559135 0.458690881729
-2.26518321037 0.427820444107 0.507568597794 -1.63019502163 0.466964840889 0.317154049873
-2.38491487503 0.357533454895 0.411954641342 -1.58733308315 0.382033824921 0.26882648468
-2.54264259338 0.255273342133 0.434262514114 -1.60586833954 0.326844096184 0.236516594887
-2.57109045982 0.33055138588 0.494029045105 -1.60633027554 0.357610821724 0.263452172279
-2.72771120071 0.310264825821 0.4796667099 -1.77208971977 0.200263738632 0.235277414322
-2.97611808777 0.124168634415 0.65508055687 -1.83677899837 0.145626664162 0.381494879723
-3.2339091301 0.373903989792 0.273151159286 -2.12903952599 0.287957429886 0.49391579628
-3.35180616379 0.452134847641 1.48600256443 -2.35424923897 0.444642543793 1.39747899771
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#K13
3.61498022079 0.165905952454 0.276512622833 -0.403316348791 0.167114645243 0.276969924569
3.58915090561 0.155032157898 0.200793504715 -0.428923428059 0.156689941883 0.201818004251
3.59020733833 0.118066072464 0.154263734818 -0.427483618259 0.118686556816 0.155291944742
3.59166097641 0.134312868118 0.137362480164 -0.42564612627 0.133422195911 0.138981282711
3.51062250137 0.730047464371 0.191281318665 -0.501955270767 0.708920955658 0.191181302071
2.81491613388 0.761561155319 0.557836771011 -1.1878554821 0.747777581215 0.568186402321
2.64942884445 0.612562417984 0.365069150925 -1.36088466644 0.596284151077 0.369054973125
2.55011487007 0.713429450989 0.343457698822 -1.45595645905 0.670102596283 0.348432779312
2.29848408699 0.807677745819 0.439231157303 -1.68862783909 0.8087195158 0.432184457779
1.9855158329 0.572156906128 0.516531705856 -1.97564983368 0.604777097702 0.522019147873
1.754976511 0.415472745895 0.489542484283 -2.1004755497 0.519408226013 0.677850484848
1.55011379719 0.359948992729 0.430368900299 -2.16830801964 0.537601470947 1.90399286151
1.35178947449 0.356416702271 0.38162124157 -2.15861177444 0.656850337982 2.11335953325
1.17227351665 0.370165646076 0.356642723083 -1.90596818924 1.00766372681 1.95229271799
0.982134699821 0.426620364189 0.354189753532 -0.926120638847 2.07281267643 0.984021093696
0.793750047684 0.472791194916 0.344328045845 -0.644518017769 2.41713917255 0.668855329975
0.59107196331 0.448716759682 0.369686305523 -0.601704239845 2.49203932285 0.576327897608
0.394473016262 0.380125485361 0.384664773941 -0.620331168175 2.26904428005 0.522615320981
0.21467256546 0.341654956341 0.351338148117 -0.741256296635 1.30103772879 0.549913063645
0.0624621436 0.367822043598 0.315131671727 -1.00327789783 0.991496562958 0.719374150038
-0.0622947923839 0.474651027471 0.297396268696 -1.30645823479 0.774565696716 0.934324920177
-0.118637502193 0.505538523197 0.260770574212 -1.08192884922 1.01912748814 0.686591804028
-0.14226809144 0.413299888372 0.23390776664 -0.673852682114 1.25639986992 0.270415067673
-0.156907305121 0.256620064378 0.227967493236 -0.617737650871 1.09947395325 0.202397555113
-0.151921883225 0.212281569839 0.24651838094 -0.608794391155 0.540257513523 0.184284031391
-0.11717492342 0.252989500761 0.259307399392 -0.624096870422 0.325042247772 0.162997484207
-0.121462762356 0.415354192257 0.268294557929 -0.685860991478 0.990718126297 0.157715082169
-0.183675736189 0.722793132067 0.329198092222 -0.888407886028 1.16667562723 0.245027780533
-0.293876349926 0.897280871868 0.557753622532 -1.56465482712 0.649251937866 0.748195886612
-0.400559693575 0.937308162451 0.710936099291 -1.89917850494 0.527782201767 0.741800665855
-0.0494364835322 1.26193055138 0.47805756703 -2.21765613556 0.531976461411 0.385638713837
0.185147628188 1.23400400579 0.288100376725 -2.58739233017 0.708311080933 0.50285410881
0.356365382671 0.740724235773 0.223659336567 -2.85899829865 0.507365703583 0.573680639267
0.577672600746 0.221207380295 0.118045151234 -3.23391342163 0.156952619553 0.760036230087
0.598449230194 0.447725981474 0.0505553483963 -3.24098014832 0.0287551879883 0.162929534912
0.431919634342 0.0 0.0 -3.30132651329 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
