#GD14
#HI errdn, errup, H2, errdn, errup
3.80365180969 0.26687335968 0.220785140991 1.3421254158 1.29514753446 0.0136206150055
3.27749037743 2.29139435291 0.425210475922 -0.202199175954 2.54826383293 1.55540628731
1.48407399654 0.698123931885 1.76164853573 -1.76082420349 1.12334060669 1.93157655001
1.67305898666 0.789097905159 1.09913659096 -1.28676891327 1.31573534012 0.857383549213
1.66044807434 0.745692431927 0.75372338295 -1.19703900814 1.21891391277 0.570973992348
1.5510725975 0.71850502491 0.661138057709 -1.26066684723 1.22282934189 0.594165503979
1.42064189911 0.724895954132 0.601974010468 -1.38090801239 1.289021492 0.680092394352
1.22769796848 0.668827772141 0.623618602753 -1.60827422142 1.21812438965 0.854177951813
0.996496081352 0.552461922169 0.696535110474 -1.94412183762 0.924773216248 1.15384525061
0.908531844616 0.517110228539 0.663381874561 -1.97979712486 0.796662092209 1.20864009857
1.03311514854 0.605532050133 0.493536710739 -1.55755543709 1.00572490692 0.918848276138
1.16410398483 0.678266942501 0.316401958466 -1.0489577055 1.25031769276 0.502992749214
1.14560651779 0.670110225677 0.271721124649 -0.893835306168 1.16841411591 0.423230111599
1.08421778679 0.758705079556 0.269092798233 -0.813122630119 1.06340241432 0.396949142218
1.01733493805 0.900739394128 0.271053433418 -0.765447974205 0.898139119148 0.368097186089
0.946403741837 1.09029787779 0.279211997986 -0.740265548229 0.766329586506 0.338030099869
0.888080000877 1.227737993 0.280055165291 -0.738136172295 0.680907845497 0.316635936499
0.864470124245 1.16465958953 0.248010635376 -0.720860481262 0.694783449173 0.292513847351
0.835125148296 0.986348420382 0.223730266094 -0.703671574593 0.656223893166 0.269981026649
0.784430146217 0.770914496854 0.210139989853 -0.690561771393 0.663730859756 0.25871026516
0.728684186935 0.577690079808 0.195697367191 -0.675672113895 0.646541535854 0.248631030321
0.648302555084 0.485304787755 0.196077644825 -0.676412165165 0.637017309666 0.236957490444
0.562265992165 0.431894212961 0.197098731995 -0.671456098557 0.621909618378 0.22723120451
0.459892779589 0.373274452984 0.192527502775 -0.695626020432 0.665801167488 0.227828264236
0.355519741774 0.394340477884 0.193322390318 -0.719836950302 0.805459260941 0.226516216993
0.217303454876 0.459532439709 0.216258764267 -0.777664422989 0.898405313492 0.248969078064
0.0608077980578 0.855100248009 0.229392226785 -0.914864063263 1.16265034676 0.32638156414
-0.188985496759 1.30481371284 0.308985687792 -1.26834344864 1.13683104515 0.589893698692
-0.649818301201 1.20788562298 0.546349860728 -1.62496578693 0.945646882057 0.763601243496
-1.27217555046 0.886301994324 0.83426079154 -1.8164639473 0.778040885925 0.610682368279
-1.85235059261 0.587987542152 0.779510617256 -2.05175495148 0.67111492157 0.494467377663
-2.08979797363 0.541977643967 0.65639269352 -2.09173059464 0.5779504776 0.431792497635
-2.19077754021 0.552643299103 0.571475625038 -2.17241621017 0.463362216949 0.520741224289
-2.26022148132 0.432027578354 0.563639640808 -2.16383051872 0.505088329315 0.455095529556
-2.45969438553 0.379625320435 0.492672204971 -2.32794332504 0.347838401794 0.367005944252
-2.63171505928 0.330049753189 0.139410495758 -2.46467924118 0.273069620132 0.216038942337
-2.95595002174 0.0239865779877 0.817331790924 -2.59011363983 0.0478310585022 0.131401777267
-1.08920812607 0.0 0.0 -1.53351616859 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
