#stellar mass function redshift 0 0.5 1 2 3 4 5 6 7
10.8125 -2.684707266293968      -2.8077141508666066    -2.9610936786638975     -3.3941917466527247    -4.060915765551901       -4.827275491205985       -5.973403526884224     -10                   -10
10.9375 -2.8516795812468567     -2.9637402102048442    -3.138030074414215      -3.618335320535373     -4.3250435159032925      -5.177523509540149       -6.0983422634925235    -10                   -10
11.0625 -3.003172912060769      -3.130326549498882     -3.3252875701282614     -3.9089455376573055    -4.71214065809173        -6.0983422634925235      -6.575463518212186     -10                   -10
11.1875 -3.1818883149425985     -3.32212551288608      -3.5613631966925654     -4.20255151524208      -5.056949578334299       -5.730365478197929      -10                   -10                   -10
11.3125 -3.3334192788426353     -3.5352568906374753    -3.788712096066625      -4.390772087394588     -5.345014596833912       -6.575463518212186      -10                   -10                   -10
11.4375 -3.537240879843468      -3.748094245158361     -4.043984601169931      -4.932010841725999     -5.973403526884224       -6.575463518212186      -10                   -10                   -10
11.5625 -3.705645310232858      -3.9855139168864784    -4.390772087394588      -5.496282272164561     -6.274433522548205      -10                    -10                   -10                   -10
11.6875 -3.8987699085873198     -4.245049744862995     -4.640965066968619      -5.575463518212186    -10                    -10                    -10                   -10                   -10
11.8125 -4.126757198307106      -4.542039762725237     -4.973403526884224      -6.575463518212186    -10                    -10                    -10                   -10                   -10
11.9375 -4.396486570919016      -4.876493513876167     -5.461520165905349      -6.274433522548205    -10                    -10                    -10                   -10                   -10
12.0625 -4.542039762725237      -5.128305486869967     -5.876493513876167     -10                  -10                    -10                    -10                   -10                   -10
12.1875 -4.86789334211425       -5.429335482533948     -5.730365478197929     -10                  -10                    -10                    -10                   -10                   -10
12.3125 -5.253244223478267      -5.730365478197929    -10                   -10                  -10                    -10                    -10                   -10                   -10
12.4375 -5.399372259156505      -6.274433522548205    -10                    -6.575463518212186    -10                    -10                    -10                   -10                   -10
12.5625 -6.0983422634925235     -6.575463518212186     -6.575463518212186     -10                  -10                    -10                    -10                   -10                   -10
12.6875 -6.0983422634925235     -6.575463518212186    -10                   -10                  -10                    -10                    -10                   -10                   -10
12.8125 -10                   -10                  -10                   -10                  -10                    -10                    -10                   -10                   -10
12.9375 -10                   -10                  -10                   -10                  -10                    -10                    -10                   -10                   -10
