#redshift LBT/Gyr rho_H2 omega_HI
17.090052 13.58505 0.49291487779714693               -11.82139700146966
16.799929 13.579536 0.562288565645829                -11.730339178376461
16.514362 13.573886 0.8085387046250176               -11.332250655884964
16.233356 13.568096 1.0550131604214297               -10.445870438683608
15.956912 13.562165 1.45297061835877                 -9.974826397674121
15.684742 13.556086 1.700089646572591                -9.789502233082333
15.417127 13.549861 1.8882969540557637               -9.694458109238933
15.153523 13.543476 2.140385645856401                -9.48668333026998
14.894461 13.536943 2.3507841392017372               -9.337814569915285
14.639418 13.530246 2.5198504481721526               -9.228732352706697
14.388403 13.523382 2.6918754065304964               -9.065702717595022
14.14165 13.516357 2.8755680801537817                -8.893965351101782
13.898689 13.509154 3.0250912143248367               -8.772936140067236
13.659533 13.501773 3.181072329151891                -8.631436853346132
13.424395 13.494215 3.316013108052385                -8.516053646726725
13.192852 13.486465 3.4573883443189515               -8.365056523168336
12.965116 13.47853 3.6039549090947642                -8.228395854114718
12.741171 13.470404 3.743366938849394                -8.088589185004137
12.520639 13.462072 3.8702191158168886               -7.966256478493383
12.30371 13.453538 4.002338705616806                 -7.832869695553048
12.090204 13.444793 4.124449620766853                 -7.709331109299588
11.880125 13.435832 4.2405470934526965               -7.5836527981439055
11.673468 13.426655 4.346970548226215                -7.470420928995836
11.470227 13.417256 4.460372479769989                -7.3585690929327905
11.270089 13.40762 4.559761310978787                 -7.25307280414147
11.073212 13.39775 4.662013051934448                 -7.14792223784448
10.879447 13.387635 4.758770658453853                -7.045408620597308
10.688934 13.37728 4.852011050417889                 -6.947355824686579
10.501391 13.366666 4.94229567860425                 -6.851399166334739
10.316826 13.35579 5.030152449749782                 -6.759688084636051
10.135238 13.344648 5.116184723566828                -6.66617200515787
9.956503 13.333229 5.198142326462135                 -6.577747182306373
9.780742 13.321537 5.276130657921544                 -6.492018012315547
9.607828 13.309561 5.352622187214258                 -6.409071664309279
9.437542 13.297279 5.4262465050973665                -6.3288028507465075
9.270103 13.284707 5.497726400960607                 -6.250157854806612
9.105297 13.271821 5.565901692191491                 -6.175445099762547
8.943126 13.258619 5.630776557582084                 -6.101299998899453
8.783587 13.245095 5.69474419221775                  -6.030375600927353
8.6266775 13.231247 5.757569662900208                -5.960576490988698
8.472209 13.217053 5.817170426079273                 -5.893125275150655
8.320186 13.202507 5.874583626072294                 -5.828180804369212
8.170694 13.187615 5.929704111302183                 -5.764478378792897
8.023561 13.172354 5.9833038192326296                -5.70290055960129
7.878708 13.156711 6.034773792200412                 -5.643011931768025
7.7362947 13.140697 6.084666227823955                -5.584418849874044
7.596087 13.124282 6.13194974777694                  -5.527365380279126
7.458162 13.107469 6.178401421273674                 -5.471946359339925
7.322445 13.090244 6.223237299831848                 -5.417983951753336
7.1889353 13.072601 6.26627276969064                 -5.365597757175692
7.0575633 13.054527 6.308084172331198                -5.314391411407257
6.928265 13.036007 6.348056056371607                 -5.264341633351527
6.801042 13.017033 6.386233163566388                 -5.215549274625114
6.6758933 12.9976 6.423976853792748                  -5.1686143001873575
6.552699 12.977684 6.46004745694973                  -5.1227527320774735
6.4315186 12.957287 6.493862562090585                -5.07814358847989
6.3122935 12.936394 6.52672184629989                 -5.034562127071077
6.194969 12.9149885 6.5589515384243375               -4.992101302035554
6.0794954 12.893055 6.590134395177562                -4.950526023160054
5.965923 12.870595 6.619713810380315                 -4.910356570958021
5.8541503 12.847583 6.6480529743109535               -4.870874859987774
5.7441797 12.824011 6.674765452546279                -4.832815353451267
5.6359644 12.799862 6.701052691769495                -4.795588434247373
5.5295033 12.775129 6.725998860579675                -4.759041321764168
5.424712 12.749784 6.750250888024756                 -4.723299982450389
5.321632 12.723829 6.773708587378914                 -4.6885644357487015
5.2202206 12.697247 6.796193653948957                -4.654597666169201
5.1204004 12.670008 6.817498219403307                -4.621763201158754
5.02221 12.642114 6.8377678208808845                 -4.58962782606593
4.925575 12.613536 6.8568563347074045                -4.558123907556309
4.830496 12.584265 6.875622601045879                 -4.527283550152609
4.7369385 12.554282 6.892973302375473                -4.4974459380257095
4.6449018 12.523579 6.910238126972029                -4.46815907724995
4.5543213 12.492123 6.9261302965601885               -4.439679454817874
4.4651976 12.459905 6.941637332509043                -4.411829904711279
4.3775296 12.426916 6.956455313049264                -4.38485641397557
4.2912292 12.393115 6.969878427233451                -4.3585881435920655
4.206327 12.3585 6.983090909366369                   -4.332640027417268
4.122793 12.3230505 6.995939841669778                -4.307609183440235
4.040602 12.286747 7.007628188720904                 -4.28326630438374
3.959727 12.249564 7.0181614656167195                -4.259566949230945
3.8801436 12.211483 7.028047334511248                -4.2365594217929505
3.8018515 12.172491 7.037688768472489                -4.214038533533997
3.7248037 12.132555 7.046697184204595                -4.192134949049103
3.648979 12.09165 7.055687903294736                  -4.170612271277667
3.574398 12.049778 7.063876503721161                 -4.1495393290609135
3.500997 12.006891 7.072074548323444                 -4.12895554424982
3.4287765 11.962978 7.078491450072528                -4.108936383507395
3.3577163 11.918015 7.085255465535238                -4.08936080381914
3.287797 11.871976 7.091981751141952                 -4.0702595347476
3.2189999 11.824839 7.097360976805417                -4.051488821478522
3.1513069 11.776577 7.102745000850093                -4.032098745596978
3.0847003 11.727165 7.109079926944489                -4.013858277663761
3.0191634 11.67658 7.113479221389678                 -3.9962092470416866
2.9546638 11.624783 7.118571681124418                -3.979230376804591
2.8912172 11.571772 7.121994064145973                -3.9626537426002466
2.828777 11.517496 7.125863634704566                 -3.9465403714861407
2.767344 11.461945 7.128454127959122                 -3.93092498911101
2.7069027 11.405088 7.130920485301322                -3.9159700830324016
2.6474252 11.346888 7.133231002676981                -3.901270608206781
2.588899 11.287319 7.134356946038653                 -3.886998626638079
2.5313103 11.226352 7.13570064012415                 -3.873521988542867
2.4746473 11.163961 7.1361924368303615               -3.859726924690767
2.418897 11.100121 7.137581608262109                 -3.846868461268445
2.364047 11.0348015 7.137558903364585                -3.8340615381477328
2.3100636 10.96795 7.137250248244887                 -3.82177788070733
2.2569578 10.899567 7.137387404551233                -3.809266220206292
2.204697 10.8295965 7.137439695226842                -3.7972731560509536
2.153281 10.758025 7.137759945305216                 -3.785470127241182
2.1026897 10.6848135 7.137218702672265               -3.774337237348987
2.0529037 10.609919 7.136912502175308                -3.7633643487783366
2.003914 10.533315 7.1365583097134415                -3.752478772128829
1.9557203 10.4549885 7.13674832075152                -3.7420818452961666
1.9082956 10.374884 7.135116561830329                -3.7318955693603058
1.8616315 10.292974 7.133627697588192                -3.7221616798759056
1.8157116 10.209221 7.132170541318944                -3.712532431483003
1.770536 10.123611 7.1303795988479965                -3.702809496630781
1.7260807 10.03609 7.128471259720532                 -3.6933908918368648
1.6823459 9.946647 7.128021064158341                 -3.684067446386839
1.6393024 9.855213 7.125121560877794                 -3.6754743812352264
1.5969574 9.761794 7.122653778319443                 -3.666754920907427
1.5552901 9.666336 7.121179688133259                 -3.658113367631745
1.5142875 9.568801 7.118489990154101                 -3.650213340240015
1.4739432 9.469166 7.115726430450872                 -3.642398369395258
1.4342508 9.367411 7.112133658027877                 -3.6347052792563668
1.3951924 9.263483 7.1088191592379495                -3.627225691010034
1.3567619 9.157363 7.104122266132106                 -3.619665649779955
1.3189481 9.049017 7.100829806101224                 -3.612238748308913
1.2817402 8.93841 7.097139849233654                  -3.6054753476998953
1.2451276 8.825512 7.092918439555676                 -3.5987141567852268
1.209105 8.710305 7.089743764232914                  -3.5919692049486254
1.1736579 8.592747 7.085481534065223                 -3.5856842224859884
1.1387812 8.472821 7.081968341046003                 -3.579179937811203
1.1044657 8.350504 7.077465889389971                 -3.5729290092784423
1.0706978 8.225752 7.0715950883677765                 -3.568650562485763
1.0374732 8.0985565 7.0692437699419335               -3.5636308592959725
1.0047834 7.9688964 7.066149573151804                -3.5574458260082737
0.97261614 7.836734 7.062123590749873                -3.552869603767197
0.9409636 7.702051 7.05735184335589                  -3.5486443168324175
0.90982205 7.5648475 7.05352963271306                -3.5446542025799563
0.87918 7.4250913 7.049984200069267                  -3.539347927692912
0.849027 7.282754 7.0442443207790735                 -3.5353663220100815
0.8193594 7.137841 7.040132110897786                 -3.53159075765377
0.79016733 6.990329 7.036018749478222                -3.5274589702007884
0.7614441 6.84021 7.0341725260727435                 -3.521762503849591
0.73318034 6.687465 7.029918635334029                -3.5176176717357848
0.7053729 6.5321107 7.027035508669414                -3.5129896239385108
0.67801 6.3741164 7.024749157076022                  -3.5089843782250414
0.6510859 6.2134833 7.022502858193537                -3.504702986728355
0.6245924 6.050205 7.018748220114079                 -3.5006290444562373
0.5985268 5.8843064 7.01473791313331                 -3.496201092664614
0.57287854 5.715768 7.012038856258653                -3.491920268416019
0.54764026 5.544587 7.006500825834048                -3.4882706947832878
0.5228094 5.3708 7.0020409346199175                  -3.4846851409932196
