#num_den1: number density of galaxies with Mstar > 10e10.5Msun and sSFR<10^-10 yr^-1
#num_den2: number density of galaxies with Mstar > 10e10.5Msun and sSFR<10^-11 yr^-1
#num_den3: number density of galaxies with Mstar > 10e10.5Msun and sSFR<10^-10 yr^-1 including erros in both mstar and SFR of 0.3dex
#num_den4: number density of galaxies with Mstar > 10e10.5Msun and sSFR<10^-11 yr^-1 including erros in both mstar and SFR of 0.3dex
#redshift num_den1 num_den2 num_den3 num_den4
0.0 0.001353821225084779 0.0010365758555502273 0.0014312188889658627 0.0009360014186937643
0.5 0.0007226262656589637 0.000552308878931634 0.0008706174031898269 0.0006018518890533167
1.0 0.0003714662604402558 0.00020550780807985535 0.0004922406370459028 0.0003076769770217803
1.5 0.00015841005382254757 7.537766990616526e-05 0.00024697084230186443 0.00012598383475148918
2.0 5.6240884880622596e-05 2.849254659358574e-05 0.00012056174566091875 5.145668862423693e-05
3.0 6.272612869483427e-06 4.252618894565035e-06 2.0837832583368674e-05 8.824184206222448e-06
4.0 7.442083065488812e-07 4.2526188945650354e-07 3.933672477472658e-06 1.80736303019014e-06
5.0 1e-10 1e-10 4.2526188945650354e-07 2.1263094472825177e-07
