#log(Mbar) log(num density) central_flag
#centrals
9.00056 -5.16472 1
9.17150 -5.01318 1
9.32880 -4.82073 1
9.50670 -4.49397 1
9.70154 -4.36585 1
9.84533 -3.95141 1
9.96174 -3.59532 1
10.0987 -3.20423 1
10.3005 -2.85416 1
10.5090 -2.72606 1
10.7038 -2.69723 1
10.9223 -3.00724 1
11.0997 -3.32301 1
11.3079 -3.69724 1
11.4786 -3.94290 1
11.6185 -4.19435 1
11.7379 -4.43991 1
11.8915 -4.78483 1
12.0893 -5.34013 1
12.1881 -5.69079 1
12.2972 -6.04147 1
#satellites
9.00208 -2.88084 0
9.21046 -2.95718 0
9.40516 -3.03933 0
9.65115 -3.08070 0
9.81859 -3.06350 0
9.97235 -3.04628 0
10.2116 -2.98249 0
10.3141 -3.00606 0
10.4507 -3.08810 0
10.5258 -3.17002 0
10.6623 -3.38057 0
10.8056 -3.71379 0
10.9045 -3.97099 0
11.0239 -4.30417 0
11.1637 -4.76005 0
11.2966 -5.22760 0
11.4947 -5.44995 0
11.6414 -5.74229 0
11.7779 -6.05214 0
