#num_density_1 number density [Mpc^-3] of galaxies with Mstar > 1e10Msun and SSFR<1e-10yr^-1
#num_density_2 number density [Mpc^-3] of galaxies with Mstar > 1e10Msun and SSFR<1e-11yr^-1
#num_density_3 number density [Mpc^-3] of galaxies with Mstar > 1e10.5Msun and SSFR<1e-10yr^-1
#num_density_4number density [Mpc^-3] of galaxies with Mstar > 1e10.5Msun and SSFR<1e-11yr^-1
#redshift num_density_1 num_density_2 num_density_3 num_density_4
0.0 0.0023759182422424174 0.0013668182915812935 0.0013889119756819634 0.0007826812181106494
0.5 0.0016089185563054765 0.000503902115420843 0.0009186985755665029 0.00021618586833542725
1.0 0.0008899269508579614 0.00021209936736643116 0.0004938353691313648 6.867315043020257e-05
1.5 0.000400909001568096 8.518527223175587e-05 0.0002095079277275556 2.179467183464581e-05
2.0 0.00014741304714988333 3.4054174741634075e-05 6.760999570656132e-05 7.0766236292371305e-06
3.0 1.0432205725729854e-05 3.820712288085774e-06 1.5947320854618885e-06 4.983537767068401e-07
4.0 7.973660427309443e-07 3.9868302136547213e-07 6.644717022757869e-08 1e-8
5.0 3.3223585113789344e-08 1e-8 1e-8 1e-8
