#redshift LBG/Gyr SFRD_tot[Msun/yr/Mpc^3] SFRD_disk[Msun/yr/Mpc^3] SFRD_bulges[Msun/yr/Mpc^3]
0.724447 6.639227 -1.7371496079990314 -1.8669575511726593 -2.3249212077945605
0.708181 6.5480347 -1.7459057596972358 -1.873800880843578 -2.339215463304194
0.69207 6.4559474 -1.7548788329607627 -1.8807240348160725 -2.354230725479368
0.676112 6.3629627 -1.7622595831582633 -1.8874151323354746 -2.363669785459205
0.660302 6.269058 -1.7701310401288644 -1.8941624666036543 -2.3749243906911683
0.644642 6.174254 -1.7773801518946446 -1.900781841976675 -2.3840841941613067
0.629129 6.07854 -1.7768062827958158 -1.9078284075285898 -2.3611112654644764
0.613765 5.981938 -1.7888898701657405 -1.9140674864656861 -2.3902340097698933
0.598542 5.884405 -1.7951460638281391 -1.9202621837818579 -2.396674339408986
0.583466 5.7859907 -1.8056856008463313 -1.9260475630726552 -2.4217726243941997
0.568531 5.6866636 -1.8101654476983327 -1.932476933394609 -2.4202039202489054
0.553736 5.5864286 -1.8135895025258424 -1.939028090108583 -2.4141533835072657
0.539082 5.485302 -1.8286521871984902 -1.9447551967523857 -2.4583520186904453
0.524567 5.3832817 -1.8331866020863212 -1.9507109767326378 -2.4582808237992384
0.510186 5.28034 -1.8340717275134977 -1.956659835341771 -2.443260920061532
0.495942 5.1765156 -1.8336576817737005 -1.9631047698559012 -2.422466799448693
0.481833 5.0718 -1.8492937386686605 -1.9687350968601292 -2.4682761397696242
0.467855 4.966179 -1.851127247546171 -1.974736155990305 -2.4572013312748533
0.454012 4.8596935 -1.8613392760082386 -1.9800146802348597 -2.4827501901248854
0.440298 4.752309 -1.8693936606541062 -1.9851859862243961 -2.500108755173474
0.426713 4.644041 -1.8746664898931718 -1.9904666197162664 -2.505356043440278
0.413256 4.534893 -1.8755859047696986 -1.9957342558168896 -2.492342489991492
0.399927 4.42488 -1.8816647389854328 -2.001100807098756 -2.5006638515362924
0.386722 4.313981 -1.8886471023837947 -2.0057858539535123 -2.5149845416935004
0.373643 4.2022285 -1.8892267096407525 -2.0111503488472113 -2.5004596594658732
0.360687 4.08961 -1.8932175628827375 -2.016403720842113 -2.5005781287599245
0.347854 3.976143 -1.901825311238976 -2.0213290673365187 -2.520610660120614
0.33514 3.861805 -1.9063306853299773 -2.0264671856482175 -2.523124456410704
0.322548 3.7466393 -1.9068142226564206 -2.0314617955902117 -2.509748878070975
