#boost_burst=3
#redsshift OmegaHI           H2_Density         SFR_density       SM_density
13.6596      -8.78483405726 3.48941188497 -5.5434065264 1.48625699398
13.4243      -8.64609277163 3.64214217934 -5.45927224444 1.6517007255
13.1929      -8.48525668783 3.79320913017 -5.27907376772 1.82542439431
12.9652      -8.3373313345 3.94000314338 -5.10931389395 2.00126811653
12.7411      -8.18453303789 4.08447804045 -4.94853227789 2.17551679864
12.5206      -8.05464677901 4.21757264886 -4.76126749308 2.35781040569
12.3037      -7.91806335617 4.34990960904 -4.64548780886 2.52167414211
12.0902      -7.78962608221 4.47581542211 -4.48327341823 2.68838561721
11.8802      -7.66467993383 4.59633583797 -4.35447213899 2.84655502357
11.6735      -7.54060847995 4.71275364216 -4.23129271837 2.9973700657
11.4702      -7.41485724677 4.82568516674 -4.10538490989 3.14395241202
11.2701      -7.30317925418 4.93298443901 -3.99046982767 3.2846773086
11.0732      -7.19418964971 5.03773062524 -3.8819590363 3.41947823862
10.8795      -7.08623245281 5.13903763943 -3.78465044161 3.54727217448
10.6889      -6.98285388973 5.23690524315 -3.68242621314 3.67119872913
10.5013      -6.88078141013 5.33091555402 -3.58126067843 3.79216641041
10.3168      -6.78033205325 5.42120626194 -3.48386977243 3.91001463375
10.1352      -6.68491948342 5.50900520104 -3.39676973909 4.02313203357
9.9565496    -6.58753513847 5.59361338162 -3.31143579856 4.13238437285
9.7807503    -6.49898565359 5.67533923815 -3.22891197358 4.23802764485
9.6077805    -6.41129811253 5.75368462322 -3.14183496085 4.34192932696
9.4375696    -6.32673911798 5.82891591616 -3.06887936208 4.44164204234
9.2700996    -6.24519113861 5.90089035168 -2.99045533241 4.5391064762
9.10532      -6.16661998208 5.97012853767 -2.92065422746 4.63320591173
8.9431696    -6.08940994941 6.03672732013 -2.84993127531 4.7248350173
8.7836304    -6.01246139049 6.10042586033 -2.78029564336 4.81428807418
8.6266499    -5.939521782 6.16165058594 -2.71552548274 4.90110295911
8.4721899    -5.86786293131 6.22045672458 -2.65408353624 4.98529998561
8.3202105    -5.79824484135 6.27664458275 -2.59415890198 5.06711944016
8.1706696    -5.72995455598 6.33050684839 -2.53465662262 5.14688892348
8.0235205    -5.66512869057 6.38219095922 -2.47886053979 5.22444682686
7.8787398    -5.59966158786 6.43148644367 -2.42891402772 5.29929119653
7.73628      -5.53779652791 6.4789744136 -2.38082249589 5.3715498346
7.5960999    -5.47734998524 6.52410439922 -2.32837188089 5.44243212709
7.45818      -5.41834461401 6.56728067389 -2.28210853168 5.51120257546
7.3224602    -5.35981666254 6.60852114918 -2.23895947032 5.57779332283
7.18893      -5.3039200928 6.64797836382 -2.19775222672 5.64228495413
7.0575399    -5.24936515922 6.68553143567 -2.15650768731 5.70504081526
6.9282498    -5.19584672994 6.72149128394 -2.11712940956 5.76610004214
6.8010402    -5.14373629999 6.75589963491 -2.08126174288 5.82525934626
6.6758699    -5.09323625559 6.78874860068 -2.04289057747 5.88310625076
6.5527101    -5.04355839725 6.81990740329 -2.00650523015 5.93962233807
6.43153      -4.99570842358 6.84969114603 -1.97235042476 5.99469097798
6.3122902    -4.94871916582 6.87801156916 -1.94251187706 6.04802435037
6.1949601    -4.90270740478 6.90489415569 -1.90982666445 6.10019950066
6.0795202    -4.85812100935 6.93055442393 -1.88265552072 6.1507675419
5.96593      -4.81476149559 6.95491139903 -1.855543613 6.19990792374
5.8541598    -4.77218809003 6.97821170655 -1.8290909377 6.24776609536
5.7441802    -4.73144296622 7.00032165435 -1.80518173399 6.29423314935
5.6359701    -4.69172609059 7.02185639495 -1.77997121341 6.33962096116
5.5295       -4.65267547131 7.04241905431 -1.75907864079 6.38362839941
5.4247298    -4.61453634859 7.06204212753 -1.73579946192 6.42667183254
5.32164      -4.5775068074 7.08084571351 -1.71456176544 6.46864481483
5.2202101    -4.54191306964 7.09892073848 -1.69379861295 6.50963120749
5.12041      -4.50685591495 7.11626860161 -1.67318048044 6.54974692056
5.0222001    -4.47250748221 7.1330513374 -1.65561004128 6.58879705854
4.92558      -4.43934381631 7.14923806856 -1.63831142207 6.62689283447
4.8305001    -4.40719385866 7.16486588203 -1.62031798547 6.66418218021
4.7369499    -4.37569930431 7.17969477887 -1.60461209357 6.7005654579
4.6448998    -4.34515272028 7.19451587029 -1.58802829289 6.73619465973
4.5543299    -4.31546307425 7.20875580068 -1.57305547173 6.7710331595
4.46521      -4.28629879573 7.22206873574 -1.55802460106 6.80515301255
4.3775201    -4.2583448316 7.23513301002 -1.54325017159 6.83859365458
4.2912302    -4.23074315946 7.24781018198 -1.53024219625 6.87131167212
4.2063298    -4.20416465381 7.26043926542 -1.51768945861 6.9033231285
4.1227999    -4.1783560898 7.27231932494 -1.5022280995 6.93489630421
4.0405998    -4.15292550781 7.28367451101 -1.49024672822 6.96582797826
3.9597199    -4.12851139845 7.29479748929 -1.47925718986 6.99610892506
3.8801501    -4.10495212072 7.30531550861 -1.46939970389 7.02572026794
3.8018401    -4.0817178179 7.3153516467 -1.46070994071 7.05463717079
3.7248001    -4.05898879783 7.324945302 -1.45035560773 7.08303221961
3.6489899    -4.03690890534 7.33410569327 -1.44097861626 7.11088689708
3.5743899    -4.01534927441 7.34275768866 -1.43516678349 7.13801163699
3.5009999    -3.99447393025 7.35168184306 -1.42902006362 7.16450322658
3.4287801    -3.97423686563 7.35984094483 -1.4200040812 7.19057173196
3.3577199    -3.95516633054 7.36748719004 -1.40708294349 7.21647267569
3.2878001    -3.93648317883 7.37453141575 -1.39632738739 7.24209279768
3.2190001    -3.91831012372 7.38125893558 -1.38575829393 7.2674383134
3.1513       -3.89731286373 7.38976387418 -1.39364155348 7.29151240436
3.0847001    -3.87866698 7.39710776989 -1.38647358068 7.31522965271
3.01916      -3.86070948429 7.40387406945 -1.37895888933 7.3386293905
2.95467      -3.84344568591 7.41033779576 -1.3737437839 7.36161858587
2.8912201    -3.82633628288 7.41630840297 -1.36939222655 7.38416984584
2.8287799    -3.81016570274 7.42253313481 -1.36369194341 7.40638778469
2.76735      -3.7939453484 7.42810764085 -1.35831235441 7.42827300514
2.7068999    -3.77826544477 7.43330102155 -1.3547534371 7.44975560674
2.6474199    -3.7628108439 7.437822087 -1.35282767221 7.47078944139
2.5889001    -3.74811257553 7.44263032828 -1.34904107025 7.49148762745
2.5313101    -3.73351200055 7.44703936388 -1.3461318312 7.5118291251
2.4746499    -3.71920731782 7.45112239591 -1.34267547417 7.53185890272
2.4189       -3.70550093984 7.45479821151 -1.341051264 7.55151234311
2.3640499    -3.69232698059 7.45856313331 -1.33833213689 7.57085894205
2.31007      -3.67909388453 7.46138827843 -1.33942892935 7.58975847613
2.2569599    -3.66644246192 7.46428157438 -1.34102615913 7.60820921769
2.2047       -3.65387833553 7.46717351718 -1.34101965478 7.62631085303
2.15328      -3.64199456814 7.46941271664 -1.34002176793 7.64411780793
2.10269      -3.63004613993 7.4719732505 -1.34089958245 7.66157269433
2.0529001    -3.61849824034 7.47380455239 -1.34082372111 7.67873383627
2.0039201    -3.60720360626 7.47564606182 -1.34402029935 7.69549054969
1.9557199    -3.59640491657 7.47709917416 -1.34163127215 7.71207026053
1.90829      -3.58558870367 7.47857600759 -1.34677044791 7.72820685392
1.86163      -3.57516865279 7.47943337187 -1.3491150512 7.74402531706
1.81572      -3.56500372316 7.48048418346 -1.35180834214 7.75953036046
1.77054      -3.55506908495 7.48123448896 -1.35486392844 7.77472168035
1.7260799    -3.54520472387 7.48196116527 -1.35758926327 7.78962851186
1.68234      -3.53587506917 7.48283161045 -1.35692927407 7.80437436458
1.6393       -3.52664493824 7.48282609393 -1.35974543571 7.81885450593
1.5969599    -3.51802375059 7.48331236475 -1.36231631994 7.83308437111
1.55529      -3.50902314281 7.48336293145 -1.36705530214 7.84700779165
1.51429      -3.50037170254 7.48293916332 -1.37269875065 7.8606130051
1.47395      -3.49211936783 7.48269133196 -1.37269727322 7.87408462001
1.43425      -3.48431529908 7.48125292543 -1.37645538924 7.88731075938
1.39519      -3.47621905286 7.47991969301 -1.38247731988 7.90023859095
1.35676      -3.46837336132 7.47875704578 -1.38857612224 7.91287829028
1.3189501    -3.46083565894 7.47711222593 -1.39507629694 7.92522982852
1.28174      -3.45365555429 7.4750711964 -1.40229045317 7.937287862
1.2451299    -3.44642941599 7.47330678088 -1.41223539813 7.948992138
1.20911      -3.43923775024 7.47212021262 -1.42029097485 7.96040875969
1.17366      -3.43242344536 7.47121724638 -1.424845287 7.97164039961
1.13878      -3.42554602942 7.46842296799 -1.4304435353 7.98266425631
1.10447      -3.41914812926 7.46655974758 -1.43592707652 7.99349147319
1.0707       -3.41419179264 7.46379220673 -1.44119627485 8.00413547816
1.03747      -3.40933951245 7.46073042237 -1.45019694513 8.01451231725
1.0047801    -3.40364085057 7.45855481237 -1.45492767716 8.02473000817
0.97261602   -3.39909209467 7.45462728922 -1.46336341609 8.03471007134
0.940965     -3.39498496973 7.45167969464 -1.47266215979 8.04444177344
0.90982199   -3.39106510739 7.44830151466 -1.47748238076 8.05403074402
0.879179     -3.38596102169 7.44522130319 -1.4819147327 8.06348858536
0.84902698   -3.38187293195 7.4409729425 -1.48772958409 8.07278972079
0.819359     -3.37840277274 7.43679730142 -1.49515240431 8.08190376405
0.79016799   -3.37470118519 7.4317552167 -1.50562870355 8.09077421909
0.76144397   -3.37011714975 7.4277742801 -1.51564058268 8.099419854
0.733181     -3.36671139629 7.42439637787 -1.52378346834 8.10788457552
0.70537198   -3.36357943025 7.41914370578 -1.52354198638 8.11633265242
0.67800897   -3.36046738129 7.41536923799 -1.53115177105 8.12461413057
0.65108502   -3.35724809105 7.41030923189 -1.53472292087 8.13280851353
0.62459397   -3.35431929077 7.4046976495 -1.54586305828 8.14077689883
0.59852701   -3.35156458783 7.39969661544 -1.55635460955 8.14853878319
0.572878     -3.34878822817 7.39475207503 -1.56404964849 8.15614962986
0.54764098   -3.34637831369 7.39017210923 -1.57350498329 8.16358325215
0.52280903   -3.34364514876 7.3851861589 -1.58123795601 8.17087245738
0.498375     -3.34045655189 7.37981659532 -1.58880792416 8.17802467353
0.474334     -3.33773224553 7.37445695745 -1.59730301661 8.1850259422
0.45067799   -3.33506903829 7.36892837536 -1.60532791083 8.19188774954
0.42740101   -3.33271801039 7.36340581479 -1.61136420663 8.19864473276
0.40449899   -3.33057426252 7.35916432091 -1.61598295966 8.20531904541
0.38196301   -3.32838822942 7.35441877959 -1.62215835352 8.2118874672
0.35978901   -3.32663990397 7.34839700877 -1.62660624477 8.21837755889
0.337971     -3.32482600298 7.34292618056 -1.63635913713 8.22471157805
0.31650299   -3.32274402433 7.33643944105 -1.64364963099 8.2309290305
0.29538      -3.32097985318 7.33128168163 -1.65506991998 8.23697391167
0.27459499   -3.31925731137 7.3259867186 -1.66582559199 8.24286223181
0.25414401   -3.3175590724 7.32016584185 -1.67382454319 8.24863181177
0.23402099   -3.3155635138 7.31485492276 -1.68362022131 8.25426419131
0.214221     -3.31369867093 7.31003344626 -1.69286038108 8.25976875867
0.194739     -3.31163440905 7.30565945882 -1.69999726863 8.26517492519
0.175569     -3.30968637859 7.30134671442 -1.7048149817 8.2705113642
0.156707     -3.30796745566 7.29615252027 -1.71022778473 8.27577197745
0.13814799   -3.30674962021 7.29075462147 -1.71484586947 8.28096651053
0.119886     -3.30511923586 7.28663619045 -1.72288296764 8.28605477655
0.101917     -3.30337418214 7.2820168951 -1.72727004805 8.29108119599
0.084236696  -3.30155824161 7.27733098675 -1.73199412563 8.29604135168
0.06684      -3.30003530452 7.27254840886 -1.73683091197 8.30093430618
0.0497224    -3.29853218643 7.26865026855 -1.74270504629 8.30574935214
0.032879502  -3.29693581995 7.26351691971 -1.75124159311 8.31045825385
0.016306801  -3.2956799525 7.25855933428 -1.75695477982 8.3150935426
0.0          -3.2943249681 7.25380556983 -1.75922888414 8.31969119598
#boost_burst =20
17.0902      -11.8835358953 0.573161205675 -8.58252665972 -2.11806288006 
16.7999      -11.5359883986 0.8399260967 -8.12624836614 -1.52387941088
16.514299    -11.3334210041 1.12734769648 -7.84946440198 -1.13560185108
16.233299    -11.0446188017 1.4162385106 -7.56064096464 -0.797636869666
15.9568      -10.5838092054 1.7393372686 -7.25032184132 -0.468886823736
15.6847      -10.4434801269 1.98467968714 -6.97887261262 -0.164207931828
15.417       -10.1908840976 2.14427809314 -6.37501576386 0.323403845883
15.1536      -9.91585173437 2.36124137146 -6.31055446872 0.57931312754
14.8944      -9.74441899766 2.58044790102 -6.28815900361 0.749502994195
14.6394      -9.57325434654 2.7692918932 -6.14230946295 0.915336977441
14.3885      -9.38110610193 2.94943482712 -5.9768517176 1.08445630562
14.1416      -9.17950921758 3.1249089317 -5.62046764028 1.32750711236
13.8986      -8.98580910527 3.28351086043 -5.36407313304 1.58108119345
13.6596      -8.81812923265 3.44054241006 -5.36268401531 1.74387147984
13.4243      -8.67928308094 3.5907518062 -5.22951009995 1.9006837316
13.1929      -8.51739932049 3.7399962365 -5.05807785439 2.06537817594
12.9652      -8.36986608277 3.88120544584 -4.82693121722 2.2558139358
12.7411      -8.22180578735 4.02246766233 -4.65876808934 2.44202103983
12.5206      -8.09133755302 4.15341518393 -4.53162961816 2.61202666731
12.3037      -7.95496073521 4.28426472963 -4.41375784293 2.76894766091
12.0902      -7.82650683522 4.40907736766 -4.28889704141 2.9194857291
11.8802      -7.70099290581 4.52769265199 -4.18107261728 3.06084075147
11.6735      -7.57713833556 4.64082096033 -4.05313509323 3.20136441391
11.4702      -7.45810549171 4.75013688164 -3.91341528847 3.34453601063
11.2701      -7.3475800512 4.85220491055 -3.78121068336 3.48767949807
11.0732      -7.23430097874 4.95109951353 -3.6734082261 3.62396793057
10.8795      -7.12903971397 5.048084872 -3.58354625539 3.7509013335
10.6889      -7.02501037666 5.14189084529 -3.5002595613 3.86959803085
10.5013      -6.92477213709 5.23302438804 -3.41178755575 3.98370864851
10.3168      -6.82842453538 5.32056695942 -3.32321096368 4.09441372756
