#log(Mbar) log(num density) central_flag
#centrals
9.00219 -4.15789 1
9.11482 -3.97053 1
9.22739 -3.68376 1
9.35702 -3.36772 1
9.52414 -2.90540 1
9.69473 -2.52495 1
9.89621 -2.36082 1
10.1046 -2.36041 1
10.3097 -2.40679 1
10.4874 -2.50586 1
10.7029 -2.85632 1
10.9222 -3.77402 1
11.1040 -4.81461 1
11.2205 -5.35824 1
11.2925 -5.69144 1
11.3815 -5.97781 1
#satellites
8.99468 -3.14035 0
9.18952 -3.26278 0
9.32626 -3.35608 0
9.49717 -3.46101 0
9.72622 -3.63601 0
10.0168 -3.84012 0
10.2390 -4.03852 0
10.4407 -4.20771 0
10.4954 -4.26024 0
10.5981 -4.52320 0
10.6871 -4.79203 0
10.7830 -5.14272 0
10.8824 -5.54019 0
10.9543 -5.81490 0
11.0467 -6.04279 0
