#SMF passive galaxies z= 0, 0.5, 1, 2, 3, 4, 5
7.0625 -1.588043065600531 -1.875695146302594 -2.5499118954296423 -3.858625794912662 -5.345014596833912 -6.0983422634925235 -10
7.1875 -1.6728515180913388 -1.976683950994454 -2.5894984399073153 -3.742316406299401 -5.3201910131088805 -10 -10
7.3125 -1.7782721760801308 -2.0799330561104554 -2.6271483775228384 -3.7578981486524055 -5.070313539892281 -6.575463518212186 -10
7.4375 -1.8910760221917826 -2.176898575330928 -2.6760260639260087 -3.7506870557366407 -4.962679661492451 -6.0983422634925235 -10
7.5625 -2.012873293605852 -2.273890993455911 -2.7270896343675846 -3.7872951470710188 -5.007261794145191 -6.575463518212186 -10
7.6875 -2.125769182565969 -2.359693809794543 -2.798399363469757 -3.8520078461770004 -5.144099754053199 -6.274433522548205 -10
7.8125 -2.2451715267440298 -2.4561746290875788 -2.8837633099220246 -3.9052176651380623 -5.23304083738998 -5.973403526884224 -10
7.9375 -2.3619988891726305 -2.5525817048801556 -2.945340875352874 -3.9480976616194536 -5.23304083738998 -6.575463518212186 -10
8.0625 -2.4864066384524013 -2.6563854258361124 -3.042072810194635 -4.043984601169931 -5.345014596833912 -10 -10
8.1875 -2.6155639303462426 -2.7632857440534324 -3.143135725950582 -4.1130655203132305 -5.621221008772862 -10 -10
8.3125 -2.753557140859863 -2.9010617053669043 -3.2720514476154445 -4.259493172755269 -5.534070833053962 -6.575463518212186 -10
8.4375 -2.9007860503389873 -3.0312714074471536 -3.383174905644066 -4.308291789809172 -5.575463518212186 -10 -10
8.5625 -3.053410717343364 -3.1811869914443647 -3.521233608348789 -4.485558406772788 -5.672373531220242 -6.575463518212186 -10
8.6875 -3.2318580101080143 -3.3374174150833906 -3.664839113322985 -4.611675690866631 -5.621221008772862 -10 -10
8.8125 -3.3973502658975545 -3.50284604166695 -3.852829595678374 -4.616422125891092 -5.797312267828542 -10 -10
8.9375 -3.5424420735292754 -3.6595363065150703 -4.019161017444899 -4.819588662539695 -5.621221008772862 -6.575463518212186 -10
9.0625 -3.713332138899149 -3.8150410347889743 -4.101247254135931 -4.835100828717942 -6.0983422634925235 -6.274433522548205 -10
9.1875 -3.834311919360401 -3.9290597919891166 -4.219437661019064 -4.74938871551136 -5.213735682194593 -6.274433522548205 -10
9.3125 -3.9280805480975665 -4.0215804915683115 -4.231071244527076 -4.755919582670318 -5.3201910131088805 -6.0983422634925235 -10
9.4375 -4.003754686403498 -4.015556893176074 -4.055635524436467 -4.534070833053962 -5.1130655203132305 -5.672373531220242 -10
9.5625 -3.920325083400804 -3.8173088962447963 -3.90244261108329 -4.371343535556261 -4.876493513876167 -5.672373531220242 -10
