#model: Shark-Lagos18-final-no-stellar-no-agn-feedback-no-reionisation-no-diskins
#SMF 
#z=0                   z=0.5                 z=1                 z=2                 z=3                 z=4
-1.82381399738 -1.86230386217 -1.88877140191 -1.97731617766 -2.13738616874 -2.35809474311
-1.90332523581 -1.94626423584 -1.98025673876 -2.08313100126 -2.26418658361 -2.51796382432
-1.97897638448 -2.02543400744 -2.07640393572 -2.19341268848 -2.40024171787 -2.68707338918
-2.05885378519 -2.11439664908 -2.16567828297 -2.31095559461 -2.5443834239 -2.86050540849
-2.13775258261 -2.1958521074 -2.25875947851 -2.42759404543 -2.70029369477 -3.04127870779
-2.21552137183 -2.28434452556 -2.34813931925 -2.53918403513 -2.86768050482 -3.25002482785
-2.29748204738 -2.36161385865 -2.43771391052 -2.66590748897 -3.0296926596 -3.45571289433
-2.37720173663 -2.44525040383 -2.52799394359 -2.79492119468 -3.21764773755 -3.68441414944
-2.46131142066 -2.52489044146 -2.62931841389 -2.95493708615 -3.4303059734 -3.98859502578
-2.54241691818 -2.62595153587 -2.73898116075 -3.14672146077 -3.70623179848 -4.34661420999
-2.63659994595 -2.72214563266 -2.8692259436 -3.34645398329 -4.02067160847 -4.68967838943
-2.72650505738 -2.84609621302 -3.03302713946 -3.58981254452 -4.32473864086 -5.3816434922
-2.84106377569 -2.99811535803 -3.21161659404 -3.88140701737 -4.84006424825 -5.66564014856
-3.00157703944 -3.16101247275 -3.44312376702 -4.26370965716 -5.23551545652 -6.4785535052
-3.15293523239 -3.38112265126 -3.7453562401 -4.69322367019 -6.08061349653 0.0
-3.36427620864 -3.65540544539 -4.03294930193 -5.27443352255 -6.30246224615 0.0
-3.59178086215 -3.93759869628 -4.56739589646 -5.93448546085 0.0 0.0
-3.84609621302 -4.34183293805 -4.97340352688 -6.77958350087 0.0 0.0
-4.15119457082 -4.75019972318 -5.45736420613 0.0 0.0 0.0
-4.49855013362 -5.24810458383 -6.17752350954 -6.77958350087 0.0 0.0
-4.86576964848 -5.63345546519 -6.77958350087 0.0 0.0 0.0
-5.28822180703 -6.4785535052 0.0 0.0 0.0 0.0
-6.17752350954 -6.77958350087 0.0 0.0 0.0 0.0
-6.4785535052 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
#Shark-Lagos18-final
-2.68535701565 -2.33067630827 -1.69609521443 -2.04033561409 -2.48210750754 -2.75522099651
-2.24265909219 -1.87103414683 -1.75004145777 -1.80023092147 -2.05618530071 -2.39004532354
-1.95269273227 -1.6712553066 -1.53852537799 -1.74924694475 -1.8747922446 -1.96964688795
-1.71223362491 -1.60618742272 -1.37814677039 -1.55840147049 -1.82741607802 -2.06384749764
-1.54553721143 -1.46992991623 -1.21326623708 -1.41541162336 -1.6301088149 -1.86140632604
-1.42009331557 -1.34119939383 -1.1015415592 -1.30869839756 -1.49623703551 -1.7129706259
-1.30664869112 -1.1919050811 -1.02483087843 -1.22237836497 -1.41017652171 -1.5966127826
-1.24452368448 -1.02002065484 -0.993742780503 -1.15903833953 -1.33518734978 -1.50743776247
-1.22091812199 -0.971496147231 -1.00902307966 -1.1305964117 -1.27940605238 -1.44187671236
-1.16085153663 -1.00277629806 -1.04566755558 -1.13980824203 -1.26177289764 -1.40887061146
-1.058905009 -1.04865756046 -1.08232014843 -1.14999043581 -1.26604629243 -1.4124102829
-1.09078739404 -1.12281950777 -1.14828587421 -1.19752695939 -1.28684126601 -1.42895757814
-1.18975560836 -1.21853819732 -1.23357539781 -1.26814669049 -1.35315845633 -1.48310917891
-1.2948666543 -1.32128264401 -1.33032577625 -1.36064946273 -1.44379674414 -1.5760121614
-1.39305064919 -1.41687300599 -1.42780264957 -1.46526746043 -1.55313053319 -1.68311147748
-1.48712805435 -1.50720342444 -1.51999439973 -1.57131417631 -1.66661338974 -1.81302410731
-1.57443599965 -1.59541467315 -1.61361545919 -1.66972833541 -1.78315501808 -1.94279748078
-1.65767583519 -1.68747719626 -1.70443452092 -1.76503356212 -1.89562695929 -2.0725842436
-1.74033996005 -1.77178879771 -1.7954839419 -1.86930602986 -2.01002156502 -2.20848054223
-1.81838554434 -1.85864663488 -1.88866531232 -1.97906574902 -2.14097445506 -2.36022263115
-1.89983408994 -1.94486404432 -1.98042222105 -2.08503972166 -2.26946763544 -2.51594743228
-1.9771313409 -2.0256099823 -2.07470405004 -2.19839643177 -2.40145825525 -2.67064657728
-2.05256305875 -2.10934692769 -2.16315000057 -2.31197539528 -2.53953372876 -2.82708165301
-2.12713408521 -2.1882851059 -2.24978112681 -2.42140110039 -2.67804262831 -2.9982590452
-2.19282746169 -2.25864167889 -2.32170160413 -2.51243524848 -2.82587212044 -3.20740918726
-2.23088705234 -2.28508105382 -2.36924499996 -2.62637860078 -2.9997706377 -3.435387785
-2.23104668105 -2.32102118789 -2.45128546274 -2.78627956295 -3.22015570111 -3.72843097842
-2.33480508605 -2.46599043635 -2.61306458333 -2.99582280512 -3.50473318085 -4.10472236013
-2.55167109912 -2.67189878121 -2.82399195046 -3.25324422348 -3.8491439061 -4.5054256516
-2.79627301507 -2.91317800249 -3.07303639823 -3.55375750941 -4.23675807391 -4.98719181137
-3.05522569664 -3.18740674347 -3.38776657725 -3.94199506263 -4.74615974538 -5.70040225482
-3.33180549157 -3.51500177163 -3.77354554587 -4.41974801853 -5.34821973671 -6.08061349653
-3.61138075403 -3.85582154004 -4.16998909164 -5.10748564293 -6.08061349653 0.0
-3.92164823615 -4.25453869383 -4.70040225482 -5.73819081571 0.0 0.0
-4.28265385279 -4.70770149356 -5.26106956099 -6.30246224615 0.0 0.0
-4.65900956966 -5.18851889384 -5.66564014856 0.0 0.0 0.0
-5.06358015723 -5.60349224181 -6.30246224615 -6.77958350087 0.0 0.0
-5.73819081571 -6.17752350954 -6.77958350087 0.0 0.0 0.0
-6.08061349653 -6.4785535052 0.0 0.0 0.0 0.0
-6.77958350087 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
0.0 0.0 0.0 0.0 0.0 0.0
