#From Thorne et al. (2022a; MNRAS..509..4940)
#log10(Lbol/erg s^-1) log10(Phi/dex Mpc^3) log10(phi_err/dex) z survey_label
#Survey labels: 0=GAMA  1=DEVILS

42.25 -2.55666031875377 0.0281606358518076 0.02 0
42.75 -2.6652639175399 0.0319112823136301 0.02 0
43.25 -3.08566657351817 0.0517780373078498 0.02 0
43.75 -3.58182844393432 0.0916698497028211 0.02 0
44.25 -4.24240205735604 0.196116135138184 0.02 0
44.75 -4.87922415494321 0.408248290463863 0.02 0
45.25 -5.05531541399889 0.5 0.02 0
46.25 -5.65737540532685 1.0 0.02 0
42.75 -2.73084170783766 0.0168001989155327 0.08 0
43.25 -2.87846777793378 0.0199125765733382 0.08 0
43.75 -3.42712333031897 0.0374502943136569 0.08 0
44.25 -3.92037737783095 0.066081860045509 0.08 0
44.75 -4.36113476779476 0.10976425998969 0.08 0
45.25 -4.81781486227188 0.185695338177052 0.08 0
45.75 -5.32597035073151 0.333333333333333 0.08 0
46.25 -6.28021286017084 1.0 0.08 0
43.25 -2.94382166724519 0.0144127534347334 0.14 0
43.75 -3.31267140656617 0.022037982136063 0.14 0
44.25 -3.99793882313389 0.0485071250072666 0.14 0
44.75 -4.24251238720377 0.0642824346533225 0.14 0
45.25 -4.78747866244695 0.120385853085769 0.14 0
45.75 -5.32529775752022 0.223606797749979 0.14 0
46.25 -6.14920649846454 0.577350269189626 0.14 0
42.75 -3.65041777934654 0.020716769761626 0.2 0
43.25 -3.22559220422288 0.0127030863992371 0.2 0
43.75 -3.29015112240342 0.0136832326460164 0.2 0
44.25 -3.84604724671933 0.0259499648053841 0.2 0
44.75 -4.38531640818783 0.0482804549585268 0.2 0
45.25 -4.68131396652403 0.0678844233302131 0.2 0
45.75 -5.26958567336636 0.133630620956212 0.2 0
46.25 -5.90383034806572 0.277350098112615 0.2 0
43.25 -3.64129028469666 0.0160830745542781 0.28 0
43.75 -3.45119782130498 0.0129217948999471 0.28 0
44.25 -3.79334503114844 0.0191600416309837 0.28 0
44.75 -4.5304515887658 0.0447661481035845 0.28 0
45.25 -4.79558284351478 0.0607456739230787 0.28 0
45.75 -5.20736283531925 0.0975900072948533 0.28 0
46.25 -5.81357878641837 0.196116135138184 0.28 0
46.75 -6.92752213872521 0.707106781186548 0.28 0
41.25 -2.01203612193579 0.182574185835055 0.02 1
41.75 -2.12742954063786 0.208514414057075 0.02 1
42.25 -2.23388487155215 0.235702260395516 0.02 1
42.75 -2.88709738532749 0.5 0.02 1
43.25 -3.01203612193579 0.577350269189626 0.02 1
43.75 -3.18812738099148 0.707106781186548 0.02 1
44.25 -3.48915737665546 1.0 0.02 1
41.75 -2.00140512120019 0.0880450906325624 0.08 1
42.25 -2.12972359845987 0.102062072615966 0.08 1
42.75 -2.43075359412385 0.144337567297406 0.08 1
43.25 -2.90787484884352 0.25 0.08 1
43.75 -3.11199483149944 0.316227766016838 0.08 1
44.25 -3.50993484017148 0.5 0.08 1
44.75 -3.81096483583546 0.707106781186548 0.08 1
42.25 -2.60077722808154 0.117851130197758 0.14 1
42.75 -2.73383385491202 0.137360563948689 0.14 1
43.25 -3.2028372194095 0.235702260395516 0.14 1
43.75 -3.67995847412916 0.408248290463863 0.14 1
44.25 -4.4581097245128 1.0 0.14 1
42.75 -2.53992550427526 0.0700140042014005 0.2 1
43.25 -2.78885783134755 0.0932504808240314 0.2 1
43.75 -3.26977207508435 0.162221421130763 0.2 1
44.25 -4.0044576316869 0.377964473009227 0.2 1
44.75 -4.07140442131752 0.408248290463863 0.2 1
45.25 -4.2474956803732 0.5 0.2 1
43.25 -2.60701576567076 0.0593390829096927 0.28 1
43.75 -2.90499806825273 0.0836242010007091 0.28 1
44.25 -3.64536075774698 0.196116135138184 0.28 1
44.75 -3.71791142489559 0.21320071635561 0.28 1
45.25 -4.36136410138177 0.447213595499958 0.28 1
45.75 -5.06033410571779 1.0 0.28 1
43.25 -2.8150295608271 0.058925565098879 0.36 1
43.75 -2.96266818753057 0.0698430295769578 0.36 1
44.25 -3.59318081121074 0.144337567297406 0.36 1
44.75 -3.97339205292235 0.223606797749979 0.36 1
45.25 -4.320179539147 0.333333333333333 0.36 1
45.75 -4.97339205292235 0.707106781186548 0.36 1
43.75 -3.080289841183 0.0614295116833951 0.45 1
44.25 -3.51676398085357 0.101534616513362 0.45 1
44.75 -4.07217195096082 0.192450089729875 0.45 1
45.25 -4.38959236281297 0.277350098112615 0.45 1
45.75 -5.50353571511981 1.0 0.45 1
43.75 -3.29636011230482 0.0656532164298613 0.56 1
44.25 -3.56493808418767 0.0894427190999916 0.56 1
44.75 -4.10554559642843 0.166666666666667 0.56 1
45.25 -4.4577281145398 0.25 0.56 1
45.75 -5.05978810586776 0.5 0.56 1
43.75 -3.30383475611863 0.0546358364708153 0.68 1
44.25 -3.50049995971674 0.0685188709827532 0.68 1
44.75 -4.08851687366124 0.134839972492648 0.68 1
45.25 -4.6527883040998 0.258198889747161 0.68 1
45.75 -4.98378152314122 0.377964473009227 0.68 1
46.25 -5.22681957182752 0.5 0.68 1
46.75 -5.82887956315548 1.0 0.68 1
43.75 -3.33348194053212 0.0450377349111045 0.82 1
44.25 -3.28203587668667 0.0424476359978009 0.82 1
44.75 -3.85901152506117 0.0824786098842323 0.82 1
45.25 -4.18747976907209 0.120385853085769 0.82 1
45.75 -4.61135551183853 0.196116135138184 0.82 1
46.25 -5.42426886848139 0.5 0.82 1
44.25 -3.73624375296868 0.0625 1.0 1
44.75 -4.05457860684113 0.0901669634667432 1.0 1
