#frequency ebl ebl1 ebl2 type
4.8779202795e+19 3.03528741126e-11 1.31904865009e-12 1.61481964535e-12 2.0
6.71746305467e+19 2.05145500185e-11 1.32261975788e-12 1.09140565281e-12 2.0
7.75462886598e+17 2.979333819e-11 7.0674883506e-13 7.0674883506e-13 2.0
8.62157656982e+17 3.3245395218e-11 7.4801458314e-13 7.4801458314e-13 2.0
9.48917713215e+17 3.631741515e-11 6.836341842e-13 6.836341842e-13 2.0
1.0357430553e+18 3.6441423882e-11 7.7134232394e-13 7.7134232394e-13 2.0
1.12262642924e+18 3.9129080832e-11 8.2636118514e-13 8.2636118514e-13 2.0
1.20957750703e+18 3.9962695086e-11 9.004171491e-13 9.004171491e-13 2.0
1.29659145267e+18 4.2313894236e-11 9.4115898432e-13 9.4115898432e-13 2.0
1.38367310216e+18 4.4287779996e-11 9.933355782e-13 9.933355782e-13 2.0
1.47082245548e+18 4.5561673314e-11 1.05043406904e-12 1.05043406904e-12 2.0
1.55803467666e+18 4.7162892006e-11 1.14468390972e-12 1.14468390972e-12 2.0
1.6453097657e+18 4.865740551e-11 1.23474885624e-12 1.23474885624e-12 2.0
1.73265497657e+18 5.0420123946e-11 1.32585842412e-12 1.32585842412e-12 2.0
1.8200606373e+18 5.1403221594e-11 1.4787560637e-12 1.4787560637e-12 2.0
1.90753641987e+18 5.334378201e-11 1.6531133022e-12 1.6531133022e-12 2.0
1.99507990628e+18 5.3162094798e-11 1.8148053078e-12 1.8148053078e-12 2.0
2.08267900656e+18 5.36329755e-11 1.9446619968e-12 1.9446619968e-12 2.0
2.17035064667e+18 5.7435429294e-11 2.0447982468e-12 2.0447982468e-12 2.0
2.25809240862e+18 5.7032961678e-11 2.2080603888e-12 2.2080603888e-12 2.0
2.34589945642e+18 5.8140068058e-11 2.4066505998e-12 2.4066505998e-12 2.0
2.43377179007e+18 6.0615756594e-11 2.6423472996e-12 2.6423472996e-12 2.0
2.52170940956e+18 6.3113234778e-11 2.937677139e-12 2.937677139e-12 2.0
2.60971715089e+18 6.2721021114e-11 3.2952676932e-12 3.2952676932e-12 2.0
2.69778050609e+18 6.315553233e-11 3.6362436408e-12 3.6362436408e-12 2.0
2.78591640112e+18 6.9368465934e-11 3.9632966442e-12 3.9632966442e-12 2.0
2.87412483599e+18 6.6667350672e-11 4.4022138552e-12 4.4022138552e-12 2.0
2.96240581068e+18 6.788676987e-11 4.931590149e-12 4.931590149e-12 2.0
3.05075932521e+18 6.8970003768e-11 5.593370598e-12 5.593370598e-12 2.0
3.13916119963e+18 6.7073182866e-11 6.30618048e-12 6.30618048e-12 2.0
3.22763561387e+18 7.4874838158e-11 6.966358749e-12 6.966358749e-12 2.0
3.31618256795e+18 5.7248775324e-11 8.0292289392e-12 8.0292289392e-12 2.0
3.40480206186e+18 7.2531810126e-11 8.2746028062e-12 8.2746028062e-12 2.0
3.4934940956e+18 7.3419738282e-11 9.024439068e-12 9.024439068e-12 2.0
3.58223448922e+18 7.8248548584e-11 9.9025458606e-12 9.9025458606e-12 2.0
3.67107160262e+18 7.0837664994e-11 1.08099405036e-11 1.08099405036e-11 2.0
3.75995707591e+18 7.7001091236e-11 1.20080667294e-11 1.20080667294e-11 2.0
3.84891508903e+18 6.4008532962e-11 1.3616367057e-11 1.3616367057e-11 2.0
3.93794564199e+18 8.1904723344e-11 1.50081648012e-11 1.50081648012e-11 2.0
4.02704873477e+18 1.06884471942e-10 2.1016916586e-11 2.1016916586e-11 2.0
4.11620018744e+18 9.1736981568e-11 1.842106455e-11 1.842106455e-11 2.0
4.20544835989e+18 8.7929080362e-11 2.0153662002e-11 2.0153662002e-11 2.0
4.29476907216e+18 8.1827498268e-11 2.2169044224e-11 2.2169044224e-11 2.0
4.38413814433e+18 7.9738736202e-11 2.4422510394e-11 2.4422510394e-11 2.0
4.47357975633e+18 1.00234463634e-10 2.549949579e-11 2.549949579e-11 2.0
4.56309390815e+18 1.10055025944e-10 2.7105521022e-11 2.7105521022e-11 2.0
4.65270477976e+18 1.12641104682e-10 2.8782042174e-11 2.8782042174e-11 2.0
1.08135995913e+18 4.11072376713e-11 2.93623126224e-12 2.93623126224e-12 2.0
3.90506091846e+18 6.0161859e-11 2.0507904e-12 2.0507904e-12 2.0
4.50230552952e+18 6.17800608e-11 1.79604378e-12 1.79604378e-12 2.0
5.18901593252e+18 6.2725347e-11 1.81526994e-12 1.81526994e-12 2.0
5.9821180881e+18 6.31098702e-11 2.23183674e-12 2.23183674e-12 2.0
6.89853795689e+18 6.27093252e-11 2.81022372e-12 2.81022372e-12 2.0
7.95278350515e+18 6.14596248e-11 3.21717744e-12 3.21717744e-12 2.0
9.16903467666e+18 5.92646382e-11 3.81639276e-12 3.81639276e-12 2.0
1.08447047798e+19 5.54674716e-11 4.14644184e-12 4.14644184e-12 2.0
3.62699156514e+18 7.03677456e-11 2.03637078e-11 2.03637078e-11 2.0
4.11059044049e+18 7.50140676e-11 1.6582563e-11 1.6582563e-11 2.0
4.59418931584e+18 7.78339044e-11 1.3858857e-11 1.3858857e-11 2.0
5.07778819119e+18 8.07338502e-11 1.18881756e-11 1.18881756e-11 2.0
5.80318650422e+18 8.16470928e-11 8.4595104e-12 8.4595104e-12 2.0
6.77038425492e+18 7.54947216e-11 4.646322e-12 4.646322e-12 2.0
7.78594189316e+18 7.25146668e-11 4.3579296e-12 4.3579296e-12 2.0
8.75313964386e+18 7.22102526e-11 4.0374936e-12 4.0374936e-12 2.0
1.00104967198e+19 7.049592e-11 3.7491012e-12 3.7491012e-12 2.0
1.15580131209e+19 6.47120502e-11 3.3165126e-12 3.3165126e-12 2.0
1.31297094658e+19 5.98093794e-11 3.0281202e-12 3.0281202e-12 2.0
1.49915651359e+19 5.3272485e-11 2.6115534e-12 2.6115534e-12 2.0
1.71435801312e+19 5.28559182e-11 2.8679022e-12 2.8679022e-12 2.0
1.96341143393e+19 4.49892144e-11 3.4767306e-12 3.4767306e-12 2.0
2.24631677601e+19 4.2057225e-11 5.60763e-12 5.60763e-12 2.0
2.56549203374e+19 3.98301948e-11 2.5795098e-12 2.5795098e-12 2.0
2.92093720712e+19 3.71385324e-11 3.0922074e-12 3.0922074e-12 2.0
3.31748828491e+19 3.3886107e-11 3.7170576e-12 3.7170576e-12 2.0
3.79141518276e+19 3.0361311e-11 4.1977116e-12 4.1977116e-12 2.0
4.37898781631e+19 2.88712836e-11 4.7424528e-12 4.7424528e-12 2.0
3.68300039482e+17 2.27026956123e-11 7.99692954163e-13 7.99300428129e-13 2.0
3.88229997703e+17 2.53290213443e-11 7.07021286262e-13 8.25864942647e-13 2.0
4.07913391004e+17 2.56497354889e-11 7.62988260565e-13 8.86358038486e-13 2.0
4.38435781823e+17 2.68890026608e-11 8.49045352239e-13 8.06944640395e-13 2.0
4.78557536202e+17 2.72980780507e-11 1.09378133817e-12 1.12155132699e-12 2.0
5.15618541386e+17 2.99807472869e-11 1.18315923325e-12 1.44852004098e-12 2.0
5.98573186433e+17 3.28649642398e-11 1.15765461469e-12 1.43647944111e-12 2.0
6.51762080099e+17 3.51313559745e-11 1.1948137436e-12 1.28266878662e-12 2.0
7.13716453981e+17 3.26588526736e-11 1.62256446983e-12 1.64259100728e-12 2.0
7.68988907552e+17 3.83418492012e-11 1.53628394825e-12 1.32494957949e-12 2.0
8.25859161231e+17 3.45179217168e-11 1.8590690431e-12 2.05681861754e-12 2.0
8.87654622318e+17 3.54198587761e-11 2.40984296343e-12 2.03979552616e-12 2.0
9.47905723778e+17 3.80056284383e-11 2.58576966221e-12 2.44237586666e-12 2.0
1.00978737002e+18 3.61174242514e-11 3.02423457249e-12 2.80773802802e-12 2.0
1.0818312238e+18 4.09601538636e-11 2.95452542525e-12 3.01788880499e-12 2.0
1.15901508728e+18 4.52124200946e-11 3.70752846131e-12 3.39230814764e-12 2.0
1.23868913654e+18 4.66865928319e-11 4.47066551337e-12 4.04257687789e-12 2.0
1.41369816731e+18 5.21530380343e-11 6.85520503081e-12 6.51107493741e-12 2.0
5.11164011246e+18 6.33982626e-11 4.0535154e-12 4.0535154e-12 2.0
5.80560449859e+18 6.85572822e-11 3.0761856e-12 3.0761856e-12 2.0
6.61563261481e+18 7.02395712e-11 2.8999458e-12 2.8999458e-12 2.0
7.54172446111e+18 6.8733522e-11 2.3071392e-12 2.3071392e-12 2.0
8.4678163074e+18 6.58175544e-11 3.925341e-12 3.925341e-12 2.0
9.3939081537e+18 6.26131944e-11 4.085559e-12 4.085559e-12 2.0
1.04360637301e+19 5.67492156e-11 3.8772756e-12 3.8772756e-12 2.0
1.15942830366e+19 6.19563006e-11 3.124251e-12 3.124251e-12 2.0
1.27500843486e+19 5.80630032e-11 3.8772756e-12 3.8772756e-12 2.0
1.40243673852e+19 4.94753184e-11 5.4634338e-12 5.4634338e-12 2.0
1.54122961575e+19 4.62389148e-11 4.5021258e-12 4.5021258e-12 2.0
1.73805435801e+19 4.63350456e-11 5.3512812e-12 5.3512812e-12 2.0
2.0158819119e+19 4.80814218e-11 1.0173843e-11 1.0173843e-11 2.0
2.29370946579e+19 4.34511216e-11 7.8346602e-12 7.8346602e-12 2.0
2.72193626992e+19 3.97661076e-11 9.5169492e-12 9.5169492e-12 2.0
3.92561387067e+19 4.9106817e-11 1.5300819e-11 1.5300819e-11 2.0
1.29674649582e+17 1.34109050365e-11 1.89673796189e-12 1.8698992411e-12 2.0
1.49914118851e+17 1.25162658103e-11 9.75201014055e-13 9.48126193399e-13 2.0
1.7617774537e+17 1.40323059696e-11 6.65505289504e-13 6.64307328558e-13 2.0
2.06558116666e+17 1.52054854649e-11 4.36074000042e-13 4.3820975598e-13 2.0
2.43029740707e+17 1.69655617654e-11 3.54841520184e-13 3.90985401223e-13 2.0
2.85662155828e+17 1.85334562938e-11 3.42748445258e-13 3.33662489417e-13 2.0
3.35314685093e+17 2.12571860882e-11 3.75930512215e-13 3.82698484069e-13 2.0
3.94058849572e+17 2.22635284908e-11 4.29718695518e-13 4.16375199205e-13 2.0
4.63094471639e+17 2.36203027429e-11 5.66919354416e-13 6.00799354426e-13 2.0
6.38943927087e+17 3.21445674827e-11 1.17793727092e-12 1.1404097096e-12 2.0
7.51761196473e+17 3.11456590112e-11 1.26462532917e-12 1.36719774546e-12 2.0
8.83463103182e+17 3.50574604323e-11 1.47420084379e-12 1.51380717601e-12 2.0
1.03601109937e+18 4.21478750436e-11 1.7113547134e-12 1.74159416052e-12 2.0
1.21893786075e+18 4.24206486696e-11 2.82443996624e-12 2.77088061521e-12 2.0
1.43416369696e+18 3.75323803032e-11 4.70113415617e-12 4.65021900408e-12 2.0
1.68344367151e+18 4.63028608484e-11 1.38702307193e-11 1.3870094149e-11 2.0
7.39894113683e+19 1.76529206598e-11 3.4166735868e-12 2.82520735198e-12 2.0
8.19323264142e+19 1.57331820988e-11 3.04511353953e-12 3.25115848656e-12 2.0
9.50038052728e+19 1.35625978682e-11 2.7239660445e-12 3.1028338789e-12 2.0
1.0907896308e+20 1.21611449255e-11 1.89776859746e-12 2.91865281905e-12 2.0
1.19209929022e+20 9.54357973119e-12 8.29177096477e-13 1.42720319426e-12 2.0
1.45220094526e+20 9.31504570957e-12 2.07111205547e-12 1.62254914647e-12 2.0
1.7924839949e+20 7.93319534262e-12 1.29856746374e-12 1.55273054398e-12 2.0
2.21979275394e+20 6.37839346517e-12 1.65288932236e-12 1.65152815456e-12 2.0
2.78537618446e+20 5.14387318954e-12 7.8953824874e-13 1.53107882946e-12 2.0
3.41550783986e+20 4.26296047631e-12 7.62017875996e-13 1.00711177477e-12 2.0
4.54716800887e+20 3.69716813138e-12 7.78144425849e-13 9.57290780891e-13 2.0
5.32491193155e+20 3.50094260031e-12 7.53542989089e-13 1.04205895071e-12 2.0
6.59431322939e+20 3.09198673397e-12 7.37931929964e-13 9.20332841599e-13 2.0
2.45001967642e+20 9.63071818237e-12 5.65470195478e-12 5.4490795622e-12 2.0
3.58825962093e+20 1.46741654501e-11 4.68686423653e-12 2.0418344075e-12 2.0
5.18661316386e+20 7.79028616952e-12 4.14870282958e-12 4.11566063269e-12 2.0
7.98043776475e+20 3.54362819288e-12 2.91727893196e-12 2.93212448048e-12 2.0
1.21586080326e+21 2.75573607735e-12 1.24775630289e-12 1.34258559808e-12 2.0
1.69499949151e+21 3.42747632827e-12 1.31667116303e-12 1.21290223017e-12 2.0
2.4419738042e+21 3.345400737e-12 1.04074509498e-12 1.0089342038e-12 2.0
3.28331408235e+21 3.86906515221e-12 1.1049673133e-12 1.19747286936e-12 2.0
5.15260339236e+21 3.98808069919e-12 1.53945821826e-12 1.54375408556e-12 2.0
9.3648519524e+21 2.0187468e-12 6.1043058e-13 6.1043058e-13 2.0
1.4305047648e+22 2.9720439e-12 4.486104e-13 4.486104e-13 2.0
2.02303923942e+22 2.48978772e-12 2.4673572e-13 2.4673572e-13 2.0
2.96142621199e+22 2.15332992e-12 2.1869757e-13 2.1869757e-13 2.0
5.12934066203e+22 1.88176041e-12 1.8745506e-13 1.8745506e-13 2.0
9.3648519524e+22 1.441962e-12 1.5140601e-13 1.5140601e-13 2.0
1.70978022068e+23 1.2176568e-12 1.361853e-13 1.361853e-13 2.0
3.41956044135e+23 1.0253952e-12 1.4099184e-13 1.4099184e-13 2.0
6.8391208827e+23 1.5380928e-12 2.0507904e-13 2.0507904e-13 2.0
1.52927392001e+24 1.2497004e-12 1.922616e-13 1.922616e-13 2.0
3.41956044135e+24 1.0894824e-12 4.4540604e-13 4.4540604e-13 2.0
2.8610095296e+22 2.0748231e-12 1.682289e-13 6.729156e-13 2.0
4.04607847883e+22 1.7196732e-12 7.47684e-14 5.981472e-13 2.0
5.72201905919e+22 1.682289e-12 1.121526e-13 5.60763e-13 2.0
8.09215695767e+22 1.45050696e-12 1.7944416e-13 4.7851776e-13 2.0
1.15457649022e+23 1.43970009882e-12 1.93392550588e-13 4.72737345882e-13 2.0
1.63281773127e+23 1.55648304e-12 2.2235472e-13 5.0823936e-13 2.0
2.26827978638e+23 1.4099184e-12 2.349864e-13 4.699728e-13 2.0
3.20783203716e+23 1.015141248e-12 2.25586944e-13 3.38380416e-13 2.0
4.6385174621e+23 9.26517805714e-13 2.52686674286e-13 2.52686674286e-13 2.0
6.5598543042e+23 9.04056768e-13 2.48943168e-13 2.75147712e-13 2.0
9.17564352004e+23 7.45383433846e-13 2.3071392e-13 2.12966695385e-13 2.0
1.29763195095e+24 6.31427570526e-13 1.94285406316e-13 1.69999730526e-13 2.0
1.84529569984e+24 5.87513472e-13 1.7279808e-13 1.7279808e-13 2.0
2.62995101124e+24 5.8319352e-13 1.4579838e-13 1.4579838e-13 2.0
3.69882015325e+24 5.098777632e-13 1.49964048e-13 1.424658456e-13 2.0
5.23092162551e+24 4.12401132e-13 1.12473036e-13 1.12473036e-13 2.0
7.39764030651e+24 4.049029296e-13 1.049748336e-13 1.049748336e-13 2.0
1.03607602693e+25 3.529922976e-13 7.84427328e-14 9.8053416e-14 2.0
1.46523276894e+25 3.08167878857e-13 5.60305234286e-14 8.40457851429e-14 2.0
2.05173626481e+25 2.55433268571e-13 4.53188057143e-14 7.00381542857e-14 2.0
2.8610095296e+25 1.7383653e-13 2.803815e-14 5.046867e-14 2.0
4.04607847883e+25 1.4205996e-13 2.243052e-14 3.73842e-14 2.0
5.82330159574e+25 9.1893924e-14 1.3422708e-14 2.4780384e-14 2.0
8.33769902453e+25 1.0001208105e-13 1.428744015e-14 2.698738695e-14 2.0
1.17912870395e+26 4.70645087294e-14 8.96466832941e-15 1.12058354118e-14 2.0
1.66753980491e+26 3.079737099e-14 7.30246941e-15 8.88996276e-15 2.0
