#S/mJy 1/deg2/mJy Possionerr_dn Poissonerr_up boostraperr
3.5   451.0 16.4  17.1   20.3
4.5   204.4 8.9  9.3   8.8
5.5   102.6 6.0  5.7   5.1
6.5   56.1 4.0  4.3   3.8
7.5   32.5 2.9  3.2   2.5
8.5   18.0 2.5  2.2   2.0
9.5   9.8 1.9  1.6   1.4
10.5  5.8 1.2  1.5   1.0
11.5  3.4 0.9  1.2   0.8
12.5  2.1 0.7  1.1   0.6
13.5  0.8 0.4  0.8   0.4
14.5  0.5 0.3  0.7   0.3
15.5  0.3 0.2  0.6   0.1
