#log10(Mstar/Msun) log10(phi[Mpc^-3 dex^-1) err_dn err_up
8.25   -2.40 0.24 0.15
8.75   -2.70 0.20 0.14
9.25   -3.35 0.21 0.14
9.75   -3.96 0.33 0.19
10.25  -4.35 0.58 0.25
10.75  -4.78 5 0.38
11.25  -5.38 5 0.43
11.75  -5.69 5 0.55
