#log10(Mstar/Msun) log10(phi[Mpc^-3 dex^-1) err_dn err_up
7.75       -1.57 0.12 0.10
8.25       -1.97 0.06 0.06
8.75       -2.38 0.05 0.04
9.25       -2.74 0.06 0.06
9.75       -3.17 0.08 0.07
10.25      -3.68 0.11 0.09
10.75      -4.23 0.19 0.14
11.25      -4.78 0.31 0.19
11.75      -5.91 1.13 0.54
