#Keres et al (2003) LCO LF
#LCO ave_den(Mpc^-3) err_dn err_up 
#Bband selected
 0.745913E+01 -.480597E+01     -.519403E+01     -.459701E+01
 0.705690E+01 -.353731E+01     -.374627E+01     -.341791E+01
 0.665543E+01 -.270149E+01     -.282090E+01     -.261194E+01
 0.626559E+01 -.249254E+01     -.261194E+01     -.237313E+01
 0.585465E+01 -.225373E+01     -.241791E+01     -.213433E+01
 0.546593E+01 -.268657E+01     -.288060E+01     -.255224E+01
 0.505439E+01 -.210448E+01     -.241791E+01     -.191045E+01
 0.467748E+01 -.326866E+01     -.380597E+01     -.302985E+01
 0.424360E+01 -.195522E+01     -.244776E+01     -.176119E+01
