#Andrews et al. (2017)
#"integrated flux W/Mpc^3(wavelength (m))  created by Plot Digitizer  2.6.6"
#wavelength (m) integrated flux_min and max W/Mpc^3
1.01861e-07 4.35658e+33 6.94752e+33
1.57457e-07 8.58025e+33 1.40051e+34
2.58081e-07 1.08484e+34 1.27729e+34
2.89889e-07 1.19131e+34 1.43577e+34
3.25597e-07 1.40310e+34 1.61391e+34
3.65623e-07 2.08686e+34 2.63505e+34
4.22738e-07 2.69850e+34 3.25223e+34
5.03165e-07 3.74272e+34 4.40621e+34
5.90366e-07 4.20753e+34 4.95395e+34
6.63188e-07 4.20872e+34 4.84157e+34
8.24790e-07 4.31038e+34 4.73192e+34
1.10317e-06 4.21395e+34 4.96116e+34
1.37207e-06 4.02395e+34 4.62901e+34
2.35166e-06 1.66005e+34 2.00069e+34
2.96872e-06 1.11709e+34 1.22633e+34
3.74868e-06 5.68122e+33 9.71691e+33
5.31521e-06 4.50266e+33 8.45429e+33
1.58180e-05 4.01748e+33 9.75005e+33
4.70542e-05 5.58454e+33 1.68487e+35
6.46767e-05 3.61462e+34 2.68908e+35
0.000104511 3.29636e+34 2.88745e+35
0.000166519 1.84150e+34 1.01147e+35
0.000226213 6.15442e+33 7.83181e+34
0.000330589 1.44966e+33 6.97477e+34
