#From Posti et al. (2018, A&A...612L...6P)
#--------------------------------------------------------------------------------
#   Bytes Format Units     Label   Explanations
#--------------------------------------------------------------------------------
#   1- 12  A12   ---       Galaxy  Galaxy name (1)
#  14- 15  I2    ---       T       Hubble type (1)
#      17  I1    ---       fD      [1/5] Distance method (2)
#  19- 26  E8.2  Msun      Mstar   Galaxy's stellar mass (3)
#  28- 35  E8.2  Msun      Mdisc   Disc's stellar mass (3)
#  37- 44  E8.2  Msun    e_Mstar   Uncertainty on the stellar masses (3)
#  46- 53  E8.2 kpc.km/s   jstar   Galaxy's specific angular momentum
#  55- 62  E8.2 kpc.km/s   jdisc   Disc's specific angular momentum
#  64- 71  E8.2 kpc.km/s e_jstar   Uncertainty on the specific angular momenta
#  73- 76  F4.2  ---       jdiff   Relative difference between last 2 points of
#                                   jstar profile (4)
#  78- 81  F4.2  ---       jgrad   Gradient of jstar profile at last
#                                   grid point (4) 
NGC4559       6 1 9.18e+09 9.18e+09 2.75e+09 4.71e+02 4.71e+02 7.87e+01 0.00 0.03
NGC5005       4 5 7.88e+10 7.03e+10 7.00e+09 1.03e+03 1.14e+03 3.68e+02 0.04 0.50
NGC5033       5 1 4.95e+10 4.03e+10 1.48e+10 1.18e+03 1.41e+03 3.04e+02 0.00 0.05
NGC5055       4 2 7.01e+10 7.01e+10 2.12e+09 1.19e+03 1.19e+03 5.38e+01 0.00 0.00
NGC5371       4 1 1.56e+11 1.56e+11 3.90e+10 2.74e+03 2.74e+03 3.97e+02 0.00 0.00
NGC5585       7 1 1.45e+09 1.45e+09 4.36e+08 1.51e+02 1.51e+02 4.25e+01 0.00 0.00
NGC5907       5 2 6.63e+10 6.63e+10 3.45e+09 2.88e+03 2.88e+03 7.33e+01 0.00 0.04
NGC5985       3 1 8.96e+10 8.96e+10 2.24e+10 3.97e+03 3.97e+03 5.23e+02 0.03 0.36
NGC6015       6 1 1.58e+10 1.58e+10 4.75e+09 6.75e+02 6.75e+02 1.09e+02 0.00 0.00
NGC6195       3 1 1.79e+11 1.26e+11 1.80e+10 2.61e+03 3.35e+03 4.31e+02 0.04 0.36
NGC6503       6 2 5.47e+09 5.47e+09 2.71e+08 2.74e+02 2.74e+02 1.89e+01 0.00 0.00
NGC6674       3 1 9.29e+10 9.26e+10 1.85e+10 3.28e+03 3.29e+03 3.37e+02 0.00 0.01
NGC6946       6 2 3.20e+10 3.08e+10 9.62e+09 7.71e+02 8.00e+02 1.23e+02 0.00 0.03
NGC7331       3 3 8.28e+10 8.28e+10 8.45e+09 2.01e+03 2.01e+03 1.33e+02 0.00 0.06
NGC7793       7 2 3.47e+09 3.47e+09 1.73e+08 2.13e+02 2.13e+02 1.04e+01 0.02 0.24
NGC7814       2 2 3.28e+10 1.17e+10 1.50e+09 6.74e+02 1.15e+03 3.89e+01 0.00 0.08
PGC51017     11 2 6.54e+07 6.54e+07 6.73e+06 2.18e+01 2.18e+01 2.22e+00 0.07 0.38
UGC00128      8 1 5.69e+09 5.69e+09 8.56e+08 1.35e+03 1.35e+03 1.51e+02 0.00 0.06
UGC02487      0 1 1.27e+11 1.24e+11 1.92e+10 7.70e+03 7.78e+03 5.13e+02 0.00 0.03
UGC02885      5 1 1.85e+11 1.72e+11 1.85e+10 4.84e+03 5.17e+03 3.98e+02 0.01 0.24
UGC02916      2 1 7.30e+10 2.62e+10 1.09e+10 1.13e+03 2.45e+03 2.10e+02 0.02 0.25
UGC02953      2 1 1.35e+11 1.15e+11 4.05e+10 1.85e+03 2.14e+03 2.91e+02 0.00 0.00
UGC03205      2 1 6.00e+10 4.82e+10 1.20e+10 1.29e+03 1.57e+03 1.48e+02 0.00 0.02
UGC03546      1 1 3.80e+10 3.58e+10 9.54e+09 1.05e+03 1.11e+03 2.15e+02 0.00 0.00
UGC03580      1 1 7.17e+09 5.04e+09 1.80e+09 2.74e+02 3.73e+02 8.11e+01 0.01 0.05
UGC04305     10 2 3.72e+08 3.72e+08 1.84e+07 6.29e+01 6.29e+01 1.07e+01 0.01 0.24
UGC05005     10 1 2.11e+09 2.11e+09 4.21e+08 4.48e+02 4.48e+02 1.05e+02 0.01 0.06
UGC05253      2 1 9.73e+10 5.28e+10 2.43e+10 1.61e+03 2.62e+03 4.70e+02 0.01 0.18
UGC05716      9 1 2.17e+08 2.17e+08 5.39e+07 1.51e+02 1.51e+02 2.38e+01 0.00 0.04
UGC05721      7 1 2.59e+08 2.59e+08 7.76e+07 4.71e+01 4.71e+01 9.92e+00 0.00 0.00
UGC05986      9 1 2.18e+09 2.18e+09 6.56e+08 2.62e+02 2.62e+02 5.79e+01 0.00 0.00
UGC06446      7 1 4.36e+08 4.36e+08 1.31e+08 2.03e+02 2.03e+02 3.90e+01 0.02 0.22
UGC06614      1 1 4.37e+10 2.79e+10 4.37e+09 1.68e+03 2.28e+03 2.89e+02 0.00 0.00
UGC06786      0 1 4.09e+10 2.71e+10 1.02e+10 1.01e+03 1.43e+03 2.05e+02 0.00 0.05
UGC06787      2 1 5.68e+10 2.51e+10 1.42e+10 9.81e+02 1.92e+03 3.41e+02 0.01 0.08
UGC06930      7 4 3.72e+09 3.72e+09 5.17e+08 6.00e+02 6.00e+02 9.14e+01 0.01 0.23
UGC06973      2 4 1.02e+10 1.02e+10 1.42e+09 4.32e+02 4.32e+02 2.84e+01 0.01 0.14
UGC06983      6 4 1.90e+09 1.90e+09 2.64e+08 4.90e+02 4.90e+02 5.86e+01 0.00 0.00
UGC07125      9 1 1.17e+09 1.17e+09 3.48e+08 2.83e+02 2.83e+02 6.79e+01 0.00 0.00
UGC07603      7 1 1.63e+08 1.63e+08 4.90e+07 5.51e+01 5.51e+01 1.02e+01 0.02 0.20
UGC07690     10 1 2.87e+08 2.87e+08 8.59e+07 7.24e+01 7.24e+01 1.10e+01 0.04 0.24
UGC08286      6 2 5.92e+08 5.92e+08 1.91e+07 1.76e+02 1.76e+02 6.36e+00 0.01 0.15
UGC08490      9 2 4.48e+08 4.48e+08 5.10e+07 1.05e+02 1.05e+02 7.91e+00 0.00 0.00
UGC08550      7 1 1.20e+08 1.20e+08 3.58e+07 5.28e+01 5.28e+01 7.92e+00 0.00 0.04
UGC08699      2 1 2.62e+10 1.81e+10 6.54e+09 7.13e+02 9.92e+02 1.50e+02 0.02 0.13
UGC09037      6 1 2.51e+10 2.51e+10 2.52e+09 1.20e+03 1.20e+03 9.16e+01 0.02 0.37
UGC09133      2 1 1.51e+11 1.01e+11 3.02e+10 2.23e+03 3.11e+03 3.48e+02 0.00 0.00
UGC11455      6 1 1.86e+11 1.86e+11 2.79e+10 2.92e+03 2.92e+03 2.52e+02 0.00 0.02
UGC11820      9 1 5.08e+08 5.08e+08 1.52e+08 1.93e+02 1.93e+02 1.13e+01 0.08 0.43
UGC12506      6 1 6.73e+10 6.73e+10 6.76e+09 3.36e+03 3.36e+03 2.45e+02 0.00 0.00
UGC12732      9 1 7.54e+08 7.54e+08 2.29e+08 2.93e+02 2.93e+02 1.10e+01 0.01 0.19
