#GASSID RA DEC lg_M_star_disk lg_M_star_total lg_M_HI lg_M_mol lg_M_bar_disk lg_M_bar_total j_star_disk j_star_total j_bar_disk j_bar_total
32907 142.53828 28.8976 10.463464076171224 10.463464076171224 9.337 1.0034052244753103E9 10.518616919515287 10.518616919515287 779.4724227025313 779.4724227025313 842.4778804070432 842.4778804070432
109118 142.75375 6.56257 9.965253857525946 9.965253857525946 9.58 4.341692020586917E8 10.170198152081806 10.170198152081806 563.9781809911083 563.9781809911083 978.5475851158728 978.5475851158728
16841 142.90205 6.95239 9.90420725158629 9.972081734559124 10.05 1.1098182095726686E9 10.385207205795238 10.408824152142765 555.7796142797246 483.3878445183114 1969.2535247930282 1864.825467433507
109127 143.0033 12.26181 9.082800054253989 9.082800054253989 9.17 1.444973971519436E8 9.525217839713463 9.525217839713463 542.0774818043086 542.0774818043086 684.993228640708 684.993228640708
109010 143.51132 9.4792 9.663818300071574 9.747751885583849 9.13 5.586734728834621E8 9.844540543311332 9.901684558572226 420.17188020540914 359.8334547433537 542.0561237343994 480.4704084026427
109126 143.74614 25.82568 9.187922962823372 9.187922962823372 8.252 1.284677779360248E8 9.281276717960887 9.281276717960887 62.13405329291777 62.13405329291777 64.85253007390898 64.85253007390898
20144 143.7584 9.92012 9.937152331618497 10.063968473070434 9.346 8.791958819211307E8 10.097828801833565 10.189228917383941 347.6637829506424 267.7152413317646 428.4445687017556 348.6501259531185
33214 144.1012 32.07933 10.183163239930344 10.398635859112106 8.713 4.733662778010877E7 10.203869006881742 10.411360191867365 1068.9446322428605 807.6311916524745 1052.4302269187865 804.4548807004538
109103 144.16974 2.70355 9.346665560261373 9.346665560261373 8.827 1.1642077937256324E8 9.511140750964772 9.511140750964772 263.56991483237493 263.56991483237493 335.9328741813312 335.9328741813312
109070 144.25969 9.54001 9.716122776918072 9.716122776918072 9.47 2.4879283102345935E8 9.974712350629186 9.974712350629186 514.0094098020103 514.0094098020103 869.6830673543757 869.6830673543757
109092 144.51099 27.65657 9.603861174339675 9.603861174339675 9.17 4.3018811633714485E8 9.809129162318419 9.809129162318419 459.84131394410184 459.84131394410184 582.3429733731209 582.3429733731209
14784 144.84697 6.40167 10.898662583945773 11.021581171600571 9.98 1.076416916990421E9 10.969217309865076 11.075778975379505 2115.202450589907 1657.9959164302602 2647.2118175478076 2123.756164804577
55711 144.9673 16.917933 10.654581819988444 10.838213570674847 10.46 5.58958162157918E9 10.952628366439546 11.054701569480667 3506.706805306767 2582.075732889615 5715.729231953271 4645.803650239316
8349 144.97343 3.81395 10.089842568427427 10.402675953727131 8.808 1.180091348650461E9 10.15672924800058 10.436509846061638 677.432958918427 422.86912087890863 682.9818043980915 433.8665557459583
109072 145.13263 28.96933 9.241704748816419 9.543319734688481 9.621 2.9500318054545087E8 9.885381157727418 9.974497481807582 827.3324073435596 442.44423746154723 1329.6000761434047 1081.7691624608312
109073 145.87419 9.42079 9.743746811289295 9.953501347325584 8.54 1.1881739921242137E7 9.779812944464958 9.976103652676048 550.2348087381718 375.1499245407828 552.4197362265352 385.1995649353779
109108 146.08095 9.98479 9.636907559828519 9.636907559828519 8.512 3.255931694487918E8 9.707454966651909 9.707454966651909 102.37414029602748 102.37414029602748 134.78061296244198 134.78061296244198
109122 146.59425 9.16523 9.682908282611844 9.710565218394809 9.86 7.451473336434029E8 10.18592402706998 10.194800579699237 787.0353217171036 740.1250556007453 1735.2118313814562 1698.4139671153434
109100 146.62926 15.88632 9.399491779129391 9.422245285036787 9.11 1.5767833524940386E8 9.644021095652379 9.657124295265014 350.06456821543907 333.8315552991168 522.1710446705454 507.04031248462866
109006 146.925583 9.161055 9.223473444304 9.223473444304 9.11 1.5786407756720248E8 9.55265763642681 9.55265763642681 328.6444389798996 328.6444389798996 495.98979189299473 495.98979189299473
109065 146.96548 8.83079 9.392799147472743 9.392799147472743 9.6 1.236278812828762E9 9.958148587635542 9.958148587635542 819.7195785129016 819.7195785129016 1519.144984407234 1519.144984407234
109128 147.35785 14.65742 10.025776516291547 10.025776516291547 9.84 1.3151605567638924E9 10.327693485705348 10.327693485705348 996.0716210403166 996.0716210403166 1579.8023415461487 1579.8023415461487
26056 147.53003 12.74613 10.066526360040845 10.100862602377303 9.96 9.921890482903502E8 10.397239621060258 10.413611890398345 1143.6799306821654 1065.410694064726 2071.783309892294 1996.3575313449014
18702 147.71494 8.22798 10.09998413205898 10.09998413205898 9.257 1.0873140968255396E9 10.207251683402548 10.207251683402548 545.3220518265816 545.3220518265816 662.9274910871299 662.9274910871299
109077 147.82651 9.13923 9.439330948146049 9.459862950024071 8.867 1.5371190206108838E8 9.590794989976697 9.605381785248893 417.52009858301363 399.70185169718513 476.09492358082827 460.73553704570656
109120 147.86574 7.26371 9.016597058095263 9.016597058095263 8.701 1.2037400161650923E8 9.264225610251003 9.264225610251003 156.08587744441326 156.08587744441326 224.79758785004034 224.79758785004034
22822 147.93713 35.62213 10.380544876651655 10.380544876651655 9.931 2.502266429827415E9 10.580212603809004 10.580212603809004 574.9383788198064 574.9383788198064 1229.4461716297578 1229.4461716297578
18707 147.95892 8.37052 10.265046332873105 10.510761863912222 9.713 1.443357644832133E9 10.428534348800552 10.610991779632288 1174.8405910082597 727.5529530192591 1680.7539504492784 1136.2917067992285
109058 148.01584 19.65112 9.834312968483896 9.834312968483896 9.526 4.810824403433682E8 10.07341942063893 10.07341942063893 466.62431194709797 466.62431194709797 865.1048370433463 865.1048370433463
109109 148.168869 25.089537 9.045556219301483 9.045556219301483 9.1 2.810333674993361E8 9.490124348225821 9.490124348225821 259.2413243248934 259.2413243248934 429.1917360399566 429.1917360399566
18673 148.25748 7.46012 10.330541319994198 10.330541319994198 9.316 2.733325066626472E9 10.43030572060906 10.43030572060906 485.1607956863771 485.1607956863771 629.45149633583 629.45149633583
18686 148.26093 7.84149 10.436976408398108 10.533773544322486 10.291 2.544248574109602E9 10.750346802569446 10.800084219224404 1255.8192625620497 1033.446963134357 3187.0349446105183 2848.653122903638
18681 148.35237 7.8323 10.530632402537424 10.743722479723948 9.679 7.047991575367391E8 10.613685781512 10.796425732764417 1152.4692190189808 901.1674149422101 1399.198750776273 1089.0430963098445
26040 148.40462 12.12926 9.801902589332999 9.978979016899965 9.77 5.3347105773087156E8 10.170852441044742 10.255522644051936 984.043893384475 706.3993007834762 1840.8833552514288 1534.0109369562506
20292 148.45512 9.19379 10.357664488471316 10.568715277438994 9.183 9.145378151386285E8 10.41090907036218 10.602231346608598 1331.4569854468987 903.5723556845768 1400.8489529485337 970.2396753525193
109106 148.46454 13.61511 9.743054572234682 9.743054572234682 8.686 5.573121591479698E8 9.829088044330542 9.829088044330542 586.753663646165 586.753663646165 567.4812821613633 567.4812821613633
20376 148.57011 10.58265 10.328774600461557 10.54082021871871 8.635 7.332957951779218E7 10.341934063345215 10.548943304088809 577.2061097829443 386.10663892375317 575.9485564667544 388.4710933501191
20286 148.66438 9.44464 10.266096365861772 10.38482317046124 9.463 1.9846926098275034E9 10.386666129145325 10.479450753519753 744.9708430570678 663.3283703218403 943.43515772535 834.2272411750487
109080 148.69238 13.37475 9.18688834610369 9.276424297190612 9.85 5.701857164252049E8 10.066892994511985 10.079806873021248 563.2093714334064 476.35191098471495 1602.3427721955231 1554.1183893308803
109094 148.94292 3.4048 9.260594924673898 9.260594924673898 8.94 3.0634144796206766E8 9.519084259596806 9.519084259596806 399.89799661521226 399.89799661521226 454.8178800577938 454.8178800577938
109081 149.17703 15.63648 9.632202958927206 9.632202958927206 9.76 1.4030365258707297E9 10.129011771087077 10.129011771087077 758.9275727160682 758.9275727160682 1449.9811370545399 1449.9811370545399
109079 149.2515 15.55566 9.228932808808542 9.228932808808542 8.697 1.8449690254850087E8 9.406628217554868 9.406628217554868 129.1354966186654 129.1354966186654 208.71964953303413 208.71964953303413
20448 149.55249 11.10987 9.794175242587674 9.960233290764517 9.357 2.628156890626866E8 9.980444918550347 10.095490463540665 278.2755195273681 206.0322343706619 576.5247919307755 452.6823078929829
109034 149.61819 11.30256 8.906215943218223 9.225656965169838 8.274 3.679161316063857E7 9.03992089624098 9.294872773204833 269.35278872592676 138.60039943176076 296.5144810509023 170.5246591287806
109135 149.62732 10.183 9.065947403382209 9.065947403382209 8.587 8.429386565303534E7 9.247942401994342 9.247942401994342 158.693800192399 158.693800192399 159.25078961931965 159.25078961931965
109050 149.65096 13.25528 9.453398432660263 9.453398432660263 9.29 1.911721050854262E8 9.753122167711824 9.753122167711824 382.2819474849622 382.2819474849622 579.5283216034844 579.5283216034844
109088 149.72221 15.37995 9.420493989470177 9.50293849164013 9.46 1.891759655032435E8 9.827102945705281 9.861317231002662 521.2836264873432 473.5062297538911 920.1690648221626 867.772863591226
5035 150.46954 3.01132 10.529149452533916 10.766910751276098 9.55 1.221608883716143E9 10.600207154748547 10.80941548912591 1560.6984003751675 961.3431813954755 1686.8728668831297 1083.8085524630117
110038 150.56787 19.21566 9.87981328871939 9.969677464812241 9.604 4.6675536369448626E8 10.129478740921256 10.182316115941545 352.277807830417 296.09184018816944 783.801175352208 698.2113293907186
110082 151.19861 5.3686 9.088421572391319 9.088421572391319 9.48 1.1530224916187246E8 9.733842072990141 9.733842072990141 355.9232819442307 355.9232819442307 918.6163620674793 918.6163620674793
14831 151.37611 5.67207 10.83631351846718 10.968376088668448 9.934 3.2941697263782787E9 10.921630190907539 11.032892516904248 1763.6622389347233 1409.005904727837 2100.8771957021504 1708.1367427572943
110036 153.78479 5.24334 9.007222145973532 9.007222145973532 9.42 2.2270268265262836E8 9.680365764813072 9.680365764813072 246.00220122892276 246.00220122892276 567.6373655389426 567.6373655389426
26221 154.15997 12.57738 10.530092877574301 10.922895981575431 10.08 8.152147875804169E9 10.765477651717166 11.033888309223839 2511.867850229322 1615.8196967332183 3253.6077550943196 2150.1349079610363
110013 154.30299 13.19205 9.663346842064485 9.663346842064485 9.041 4.8621529146833265E8 9.81796955744072 9.81796955744072 457.63837283788195 457.63837283788195 526.7985352999503 526.7985352999503
110080 154.65547 3.26361 9.078888395399423 9.078888395399423 9.151 4.4114350290899867E8 9.550430919403835 9.550430919403835 192.53516102627867 192.53516102627867 458.29912963403297 458.29912963403297
110068 154.65862 13.22656 9.627534616322604 9.627534616322604 9.37 2.750445995638603E8 9.885440415589473 9.885440415589473 454.90759700523 454.90759700523 606.7696740313007 606.7696740313007
26368 154.92207 12.84298 10.083064461413487 10.315400144388025 9.9 2.0331765262526767E9 10.39557758324835 10.524129085666775 1318.5393832810073 948.7436147195785 2222.290457148014 1739.5640591037218
18877 155.10483 7.67717 10.738554226733374 10.922018813974036 9.595 1.731514801967382E9 10.791100144726483 10.957168297986529 2033.7399437444142 1418.9074236205245 2111.677790972227 1508.1305236515043
18887 155.23145 8.31375 10.339421289448566 10.674662107778278 9.739 2.1590839232529154E9 10.497058414932912 10.754647621579558 1770.5621799809471 1037.6058722433108 2172.5453206231705 1355.1892090128965
26407 155.41194 13.31267 10.82214146820759 10.970578660766957 9.561 2.4148874766400986E9 10.867606949025898 11.003364012167964 2314.7678852436366 1683.5129325316466 2343.022130269319 1734.955598899666
26406 155.45718 13.44712 10.55965664038954 10.801734793202883 9.546 5.256561448793454E8 10.618579685502612 10.836450662594194 1671.9837812949595 1032.7609366765275 1753.0410783963223 1126.054277855656
110056 155.4774 11.46552 9.264012405230606 9.264012405230606 8.0 1.0263517141808899E8 9.316856068430356 9.316856068430356 207.05315806370422 207.05315806370422 200.4547797743031 200.4547797743031
8724 155.62996 4.58243 10.519859583868962 10.831831616935375 9.86 2.1241242092911985E9 10.653274370678547 10.90199220599184 1481.0375228558544 814.5687501407573 1923.1113121361211 1145.581121744831
26320 155.66132 12.0883 10.58864093844809 10.741502200404563 9.561 1.5917955607033205E8 10.642019014079738 10.779715730173164 1400.1030010209163 1024.0943866232192 1593.5354727400074 1195.6461752633502
18862 155.67169 8.33424 10.176893945273711 10.549073296548094 9.661 1.7613570057801378E9 10.36123709842996 10.637008988997763 1991.9103402665885 1112.082837244896 2136.791257404035 1314.3840636363782
22999 155.81842 11.85568 10.573190938388125 10.573190938388125 9.522 4.512022551214929E9 10.666802799044664 10.666802799044664 1330.9505587434835 1330.9505587434835 1432.9975200353113 1432.9975200353113
23026 156.84157 11.07998 11.08173901682434 11.158165999356278 9.632 3.0346865384571667E9 11.112366725629498 11.183995304187174 3831.8474364164845 3243.724622959145 3828.1653571824127 3262.8768174820734
26535 156.8642 13.42396 9.944691340825736 9.980681307816534 9.202 1.611043994680237E9 10.09915396952903 10.124681670066826 488.5793786653406 451.5352073824673 545.8889341223253 511.54868073053154
23070 157.01204 10.77513 10.98362662044125 10.98362662044125 9.192 5.372332122352645E9 11.016084210601328 11.016084210601328 941.8721312414782 941.8721312414782 943.3177228922902 943.3177228922902
23114 158.07054 12.05608 10.184052184596796 10.465508937471517 9.73 2.2521487736083236E9 10.394093704757896 10.587829330551699 1075.2588146048881 677.6157292296631 1437.009394636431 983.6538515629088
55541 158.1958 21.21564 10.572236717317073 10.572236717317073 9.842 5.481666152931564E9 10.717752536751421 10.717752536751421 936.0313670053521 936.0313670053521 1325.056999123934 1325.056999123934
26598 158.45827 12.87836 10.404595526771468 10.455804693775931 10.25 1.4613488895045736E9 10.70632678190858 10.732644445077442 1337.9398024664379 1203.6172033690004 3251.722165291646 3064.5522186570042
110043 158.47363 24.0221 9.6989106608872 9.828509520569169 9.39 4.8424721964305073E8 9.944355505613172 10.022666423834576 729.6185010742514 622.3669683674887 987.2921288058197 871.2599985800692
110001 158.78922 25.03809 9.472287137154234 10.004628064255224 8.93 2.4537235966421968E8 9.63960618291258 10.060756163690781 362.6332439737879 161.60273246354197 407.4722575834783 198.68849257157584
110055 158.8546 3.29443 9.050930675732815 9.050930675732815 8.87 1.2328834026581706E8 9.351889478079674 9.351889478079674 283.69022916016127 283.69022916016127 362.9761467039252 362.9761467039252
26586 159.04707 13.1737 10.044699326300918 10.044699326300918 9.258 5.0667368481305234E7 10.132901378445025 10.132901378445025 182.08752146620714 182.08752146620714 312.467538160952 312.467538160952
23213 159.0913 11.88806 10.137485715639196 10.194020709869964 9.14 5.800202676722751E8 10.2086482112308 10.257096626491874 582.12229439787 512.5700073132375 645.1713166113126 576.1341147063339
26569 159.53397 13.29364 10.1942076284508 10.261609506799546 9.038 1.9218895152178004E8 10.238161192455498 10.299511790112494 743.5971210565198 643.3926102449494 781.5338534546264 683.7396710643467
26570 159.7746 13.36487 9.9299417082012 10.022695899521151 8.86 6.43969868625803E8 10.005703569037209 10.084878077201772 691.5512568542721 571.1059232383662 700.0590758994693 587.8841322430284
110059 159.80478 31.11403 9.399490718106067 9.495100389681378 9.426 1.394705818156314E8 9.795787547574722 9.83673725225225 800.9316062688966 670.8542086854212 1102.9085889042392 1013.8610361649893
23227 159.8048 12.19194 10.970048925141835 11.268812969842134 10.028 1.5471766747577598E9 11.038549288056508 11.304591067617073 2909.1829050383544 2487.1608088190706 3250.0512062594953 2702.0294153287814
15181 160.01234 6.02058 11.016617985432994 11.079433317396708 10.323 3.568662630698993E9 11.1331243823589 11.181955973749048 3558.5694543071654 3153.397215958909 4350.552444842577 3936.840690562407
15155 160.22997 5.99141 10.972664227775295 10.972664227775295 9.8 9.116545085932953E9 11.047407970910848 11.047407970910848 1545.1708822824614 1545.1708822824614 1681.9424702618655 1681.9424702618655
15166 160.3381 6.27898 9.90517371068884 9.90517371068884 9.477 5.209658705256026E8 10.10065699496726 10.10065699496726 477.74870098622307 477.74870098622307 644.9239203641654 644.9239203641654
29555 160.43985 13.89803 9.98602759574375 10.406870149947343 9.228 2.8863822910143876E8 10.088282328714342 10.44855349589782 999.3902237019339 719.9184806247584 1101.621002925334 787.2207886675089
23315 160.50311 11.78002 10.140198970983773 10.42297470945392 8.783 2.503346310381951E8 10.172591167147427 10.440167123063041 754.6237445772766 430.639685330631 761.9075063925533 444.2046099032593
15151 160.71416 5.85989 10.626146907836985 10.92747065927005 9.649 3.6795035198886247E9 10.71581143383747 10.974582635533853 2606.4618248385787 1483.287569968698 2625.27471041451 1565.3023873776451
110049 160.91261 4.97048 9.68451838221128 9.729932418947913 9.82 8.577427747608874E8 10.164752921777362 10.180314597762141 530.2753272734437 483.07007749654207 1452.438921715291 1400.57334156548
8914 161.00922 4.66301 10.213210815731518 10.365632818732472 9.68 1.920810224997766E9 10.393061993565377 10.499550446696654 946.8130863805418 713.0134723407026 1395.1720323712777 1111.6982898428141
110054 161.01025 22.25754 9.584246032098655 9.584246032098655 8.814 3.1176875464673585E8 9.701629644340823 9.701629644340823 275.74267869006974 275.74267869006974 304.1344479532307 304.1344479532307
38255 161.26688 10.18544 10.279781013824648 10.581973354332753 9.95 5.871980543799327E9 10.567601107191331 10.748931488625114 1725.9789969434987 961.5918830161803 2224.1188263131107 1453.6544869693007
29596 161.76176 14.26335 10.16597174842259 10.691732523404356 9.71 1.411611352977251E8 10.336846139638364 10.750033338597587 610.0998524226636 774.9396190875533 1134.2259373629893 957.0636028941242
110022 162.05849 13.21702 9.730576346176923 9.690222647839247 9.42 7.532569176526513E8 9.985945737049882 9.963996381108698 250.51800319084896 264.20318853959265 611.7752887986969 638.9083228002402
29505 162.24509 13.01626 10.581140170429684 10.733625391656005 9.206 1.5632843972850895E9 10.621711445344042 10.762573651091852 1439.1205405593494 1036.707898587816 1438.9883664311717 1051.6934041186641
8945 163.3137 4.3342 10.508182221310197 10.697662731033637 9.267 4.633608148258513E9 10.594992497097884 10.755721246979043 900.7219494051816 629.3203164780905 975.5232357086219 692.8745853176848
23441 163.3176 11.6389 10.255156518848608 10.451310887154163 9.63 4.226942728241372E8 10.383397248698092 10.537196134041483 861.900003633839 640.3765891999126 1197.224233571054 912.730809229532
110063 163.80258 5.86256 9.297813348217343 9.297813348217343 8.84 9.648522872042857E7 9.479387977929708 9.479387977929708 264.7560640093422 264.7560640093422 344.56661851746054 344.56661851746054
23445 164.0099 11.87218 10.908993122880652 11.075417803127934 9.365 4.288775748243919E8 10.927638149199185 11.088213984456445 2285.991456062403 1671.3384236641075 2243.758149729614 1657.8534061309747
9085 164.19215 5.66111 10.51326932618992 10.655644557025953 9.95 2.505993918357774E9 10.673405794347435 10.77663279168918 997.1479257644475 749.7405251388298 1428.5625074119282 1139.6751662649147
23496 164.33998 12.10307 10.107206696089822 10.107206696089822 9.98 1.921835716225192E9 10.441131311003845 10.441131311003845 1046.5529587976653 1046.5529587976653 2018.6251244520895 2018.6251244520895
110081 164.57086 4.79225 9.477242077847981 9.477242077847981 9.13 2.3099798591390085E8 9.703543551265007 9.703543551265007 493.83130096852767 493.83130096852767 635.4902158882214 635.4902158882214
9114 164.77951 5.00623 10.400128115856726 10.530821571994847 9.93 2.8108709379143558E9 10.595799437978979 10.683495691118454 2018.088698130051 1536.1535629197813 2568.689423295506 2100.8486053304637
17640 164.87479 8.70921 10.573743525632382 11.01742574024013 9.582 3.0072778930181676E8 10.63278248997543 11.03961627902423 3052.5107362661065 1635.12886629438 3000.1642851771176 1681.3267469906255
17635 164.89809 8.92683 10.4716736289693 10.529939664963958 9.096 4.4075200415344113E8 10.501754128499329 10.556355904750339 1018.978815056809 899.6518702265049 1038.1525565203262 922.1414228214527
57415 165.01617 17.424355 10.424265700129627 10.806559104355246 9.83 1.7834200542070358E9 10.57371661213737 10.8748668529096 2348.3543765816103 1058.8497065814602 2616.423106443943 1349.843394183062
5442 165.13548 2.11607 10.803176087273117 10.928809691486716 10.456 3.8426427718807507E9 11.02521982222407 11.104831772127017 2465.4506038821437 1939.4648944581738 4634.070166980207 3904.252083165551
17622 165.18324 9.04529 10.012527463693061 10.181055444988317 9.249 2.243265826265816E8 10.11099810447935 10.250222837017947 1055.2961738514575 783.987421796667 1082.9885018414216 840.6082486167327
29624 165.20973 13.59763 10.277185703322145 10.277185703322145 9.586 2.9748296730550704E9 10.433134685502587 10.433134685502587 723.5431626918777 723.5431626918777 919.9422892948286 919.9422892948286
34989 165.91458 31.85817 10.843918117904824 11.115880437294768 10.266 1.9580137824987044E9 10.9853177164115 11.197133960672698 2908.454506049173 2427.71430211356 3945.909646424775 3140.786219182096
15570 166.76794 7.80401 10.275838749049376 10.452847610179933 10.3 1.7555196610217898E9 10.677282736864397 10.756337913033525 1393.3511592865075 1016.8344745263815 3312.2714367489602 2794.136968172492
111042 167.26198 5.03164 9.188286706464266 9.188286706464266 9.07 3.9999721944939625E8 9.547630306974828 9.547630306974828 381.37365621770056 381.37365621770056 522.3758085091299 522.3758085091299
111035 167.68839 12.01614 9.756018850220173 9.756018850220173 9.46 3.5075039512993544E8 9.997652097206243 9.997652097206243 621.9831658875173 621.9831658875173 833.4704579410612 833.4704579410612
12371 168.27669 5.23417 10.162342093729407 10.774484371678303 9.857 1.8762867740004303E9 10.416996700386425 10.851774245681767 2188.050685635102 906.183809680984 2594.3975936763836 1230.651346405151
17824 168.5202 9.15667 10.098539661579105 10.098539661579105 9.151 4.878430518863699E8 10.174529563813447 10.174529563813447 552.9958165751004 552.9958165751004 627.1394736455695 627.1394736455695
48208 168.5424 27.23893 10.19682440678302 10.19682440678302 9.69 3.3792828168582387E9 10.410351268729812 10.410351268729812 484.6989282543388 484.6989282543388 905.8157930956137 905.8157930956137
12318 168.68063 4.02452 -1 11.298423128344128 9.445 2.02850984249518E8 -1 11.306997706451076 -1 3430.7996767518607 -1 3435.8895870830115
5701 168.78918 2.69902 10.407559473276269 10.540201663124522 9.821 7.295295712938482E8 10.54690491451796 10.64698413051666 2121.4662641723066 1598.8385841387594 2430.2292661646857 1949.3806080312424
111101 169.0172 10.16254 9.70572767167347 9.70572767167347 9.61 5.730414426794081E8 10.047316930560257 10.047316930560257 840.6229586817773 840.6229586817773 1220.2449111249077 1220.2449111249077
111064 169.23036 27.57242 9.040521042134387 9.099754081841244 9.13 2.3127503828493512E8 9.498333982013843 9.519905163347312 401.9723724139351 357.9456568892709 612.9443549587156 582.9131309549509
111077 169.34116 27.67321 10.130135137745933 10.130135137745933 9.77 1.2482814002356186E9 10.355863328162922 10.355863328162922 783.3865300075998 783.3865300075998 1271.174045993777 1271.174045993777
48521 169.41214 26.58502 10.008048866237662 10.339264986454918 9.37 9.126299636426245E8 10.15425345121535 10.413600802747858 568.2419265984494 304.7531334587343 688.119454253134 402.90306382070816
12293 170.12183 4.12838 11.162283903275984 11.300679776843213 9.74 3.162097118801707E9 11.192809940218979 11.323086353730506 4223.448787093201 3189.7025470706344 4252.730063551888 3247.8421943801964
29842 170.38234 13.42661 10.811193074817458 10.811193074817458 9.538 5.700560367903763E9 10.875657517187296 10.875657517187296 1482.2270592662533 1482.2270592662533 1554.5202688575268 1554.5202688575268
5848 170.4268 3.57348 10.284482018590033 10.364901125351263 9.76 8.842365986903622E8 10.445681300186676 10.502718615937072 1174.7104183787753 991.1522725974096 1571.5970154135164 1384.0036939092558
111083 170.57465 12.72253 9.154800445286412 9.154800445286412 9.25 1.913593527573959E8 9.604255682750505 9.604255682750505 294.79932608911105 294.79932608911105 556.5757278486192 556.5757278486192
23685 170.79846 13.11772 10.035217232129297 10.634560179530851 10.19 5.022358470402428E9 10.565565146388153 10.839098216809639 792.4145203655187 335.62242470319944 1407.6791096385193 801.7038692338697
23715 171.68613 12.84842 10.432775626257127 10.542238809457348 10.01 2.5026027055555663E9 10.63753960251453 10.709015054609083 824.395033745282 647.1783949331592 1554.940268255572 1314.707917134877
23703 171.8816 12.14288 10.692711638466958 10.729765199912817 9.573 1.6405239907608888E8 10.736390051359177 10.770031951111692 1065.3870572458486 985.3533879306946 1224.333060484212 1139.3156638881328
111093 171.91312 23.75794 9.305702740968927 9.305702740968927 9.639 6.3630971944204E8 9.931323307634466 9.931323307634466 211.85392842737278 211.85392842737278 474.6206787286093 474.6206787286093
48604 171.94283 26.9596 10.173464071294315 10.509009901662344 9.764 6.190016121166706E8 10.368637417693247 10.61007429420933 1110.5977853280124 576.985604840022 1829.0549926219876 1091.7288237923813
17865 172.33624 8.60233 10.201100402343748 10.23532630510364 9.61 1.3873229853602588E9 10.357479226412384 10.381637521438979 671.5220753597733 623.9481527110933 815.9343113911301 771.4124588290233
111067 172.40918 9.96759 9.195929346316127 9.195929346316127 9.4 2.8941380384505385E8 9.720206038648222 9.720206038648222 246.64836570357 246.64836570357 688.4457148143817 688.4457148143817
111030 172.7654 20.23564 9.917984115569762 10.068353684943421 8.775 2.7774583382164516E9 10.074111067806468 10.184297368060454 752.7599724985001 558.2061651617662 758.9474931802479 573.2418658751255
29871 173.05179 13.49246 10.005871756126385 10.077275259290156 9.75 7.566628908375319E8 10.266805146441214 10.307404499818638 1006.6874059168904 889.0344377243774 1578.24680960764 1453.5919753598341
23757 174.18964 13.33611 10.139016677747277 10.444819270801325 9.302 4.10545605570205E9 10.313532244560497 10.539842508855926 1014.5736958116622 959.4310583655014 1096.43416808608 1012.3504085098238
111079 174.2579 15.57061 9.806128774104401 9.872544967829638 10.01 5.490834181083505E8 10.317285762484733 10.338859078565282 856.3778421918848 788.1555031768517 2488.2341034692804 2384.1225274237304
57697 174.26743 24.09626 10.7237147575614 10.898763691169853 10.11 2.606594647224033E9 10.862903345249075 10.996533446101244 3365.639605969465 2446.0500617982084 4085.8773040358474 3136.7361728954147
23739 174.2753 11.87715 10.77108767484378 10.912094190989336 9.235 1.4908334603116253E8 10.788877108087059 10.925024223529585 768.5508960673193 575.0536164894241 785.5683125645128 592.8246544500056
111100 174.37805 15.48634 9.016604561326567 9.016604561326567 9.21 3.997391982085291E8 9.559686042573292 9.559686042573292 115.48902367200888 115.48902367200888 286.48540052043666 286.48540052043666
111071 174.98128 13.46723 9.008608904848709 9.008608904848709 8.99 8.639562137386803E7 9.384834539476287 9.384834539476287 379.3663170368956 379.3663170368956 471.38661792724633 471.38661792724633
111080 175.04869 17.31234 9.98154571550263 9.98154571550263 8.918 6.940297818972477E8 10.05674208360773 10.05674208360773 407.6160550296548 407.6160550296548 435.92529227038835 435.92529227038835
48994 175.575 30.2303 10.406220813129073 10.50156971893484 10.292 2.0357967349085937E9 10.732083563863277 10.779722507238048 2256.5992857113056 1895.3472271069286 3592.5796592125644 3251.1750469056324
111047 175.72472 0.16186 9.128806793514553 9.128806793514553 9.225 3.9241983756861126E8 9.602501557394522 9.602501557394522 190.1994867302357 190.1994867302357 501.7227596049432 501.7227596049432
111090 176.55145 10.59553 9.215184985899384 9.215184985899384 9.3 1.133019451228153E8 9.648183919666899 9.648183919666899 309.8236915495279 309.8236915495279 571.8665450423636 571.8665450423636
111002 176.86768 18.05367 9.85937123140638 10.035422621105885 9.05 1.2988113815150593E8 9.948338895879715 10.09671641229191 660.6489420299915 470.3772179091479 740.1746267694116 549.9548527996
111044 177.34203 24.93847 9.695557802596934 9.7468412636142 9.96 8.420145389670938E8 10.258039105688752 10.272695968005639 972.3134608673867 882.5032290573203 1848.4893261728353 1788.6178977837262
18087 177.41942 9.71532 9.999748839250508 10.400778503010676 8.951 1.4420651514510164E8 10.054781071999466 10.423476914950774 937.6698606661522 491.1406543005609 943.6782066595605 514.021260397997
23815 177.65276 11.36442 9.93888074164159 10.178633456403505 9.29 2.6606723551530132E8 10.063917619860701 10.254944710064642 813.0680026194773 509.8520447160062 988.8297528459938 667.4405779740343
18084 177.80246 8.88656 10.315822814037784 10.36000183231646 8.806 5.033306297921752E8 10.343604356307821 10.385172573082974 893.8150797307084 815.1026899779354 891.7852753813853 816.0584556471393
111054 178.01088 25.75112 9.23057065918085 9.23057065918085 9.76 5.1897362718624693E8 9.99947390789601 9.99947390789601 431.9107516098574 431.9107516098574 1313.0871498428605 1313.0871498428605
