#GASSID RA DEC lg_M_star_disk lg_M_star_total lg_M_HI lg_M_mol lg_M_bar_disk lg_M_bar_total j_star_disk j_star_total j_bar_disk j_bar_total
101031 26.97986 12.69196 9.183545087032584 9.183545087032584 9.051 1.9155144257569602E8 9.509972768609737 9.509972768609737 403.6837755665029 403.6837755665029 483.0919712275725 483.0919712275725
101030 27.01502 12.93462 9.31781037470307 9.31781037470307 8.736 8.100628132986158E7 9.461629630917992 9.461629630917992 104.0031167227118 104.0031167227118 106.20678354951048 106.20678354951048
101000 27.22137 13.42395 9.334991706657505 9.430094616165531 8.005 1.1094555108447671E8 9.382050566590973 9.468292680531405 191.04290317248757 160.51890316755578 187.43319961158 158.9773486324863
101022 27.35337 13.36894 9.846730488362116 9.96470527614603 9.01 5.757407479700731E8 9.953447916408791 10.048311363500975 537.2398612694665 496.277741939842 588.0351791336516 542.1689086028781
4203 27.61396 14.19447 10.033216412522304 10.13331458438503 9.503 4.3966740269988436E8 10.191260416897148 10.263193585483114 747.0499401645598 645.8762392119248 1009.0208506407583 891.5844341132109
101001 27.63449 13.66173 9.112277802555214 9.112277802555214 9.155 1.0636347828918241E8 9.522495502150186 9.522495502150186 500.58355925577246 500.58355925577246 606.4325711804495 606.4325711804495
4163 28.18504 13.19259 10.079408821557173 10.219266930992577 9.579 7.285664764146578E8 10.251774801978453 10.35058145157842 451.8365004169233 338.32111701268377 828.2388028111186 664.0610770155103
101026 28.51529 14.90949 9.38342221345099 9.38342221345099 9.77 3.0676202242507505E8 10.028325989375226 10.028325989375226 947.6895550268564 947.6895550268564 1175.3350199214985 1175.3350199214985
4145 28.82349 12.99322 10.214969612349343 10.214969612349343 9.381 1.0993418589799633E10 10.486346235391416 10.486346235391416 601.8821960018682 601.8821960018682 696.7062858289347 696.7062858289347
4216 28.96662 14.94026 10.711699461813934 10.711699461813934 10.22 9.489731261685646E9 10.921069127789401 10.921069127789401 906.4762563854731 906.4762563854731 1822.236891809754 1822.236891809754
4134 29.02689 12.56757 10.492215571385382 10.753634374549874 9.534 2.85949729577616E9 10.585880536434937 10.807419497244283 1202.6604829226053 805.6391774980175 1292.2461203757928 887.9869597961641
4137 29.21666 13.21278 -1 10.976786315996533 9.525 2.313129953170761E8 -1 10.998034876436522 -1 838.5518183539274 -1 866.8337422597558
4230 29.29084 14.54988 10.891315272842856 11.023629948346153 9.74 6.390422825532632E8 10.934084146164107 11.055567840168102 2443.8460859557063 1872.7284076325077 2525.7214497422992 1971.9067257111603
3918 29.32668 13.12939 10.283997857250727 10.42067807616721 8.739 2.5819846812258355E7 10.300960866059972 10.433125887796894 210.81967821861778 188.97549893094595 214.0222344770201 191.9341896209654
4132 29.42718 13.38858 10.60324921233296 10.821152870508516 9.732 4.628892857787659E9 10.716186822927838 10.892969305376932 1262.4638536629811 924.3302514798238 1487.1949583807534 1105.4230663642054
3917 29.48267 13.35816 10.736457271258734 10.95692511963239 8.883 5.338816646085269E8 10.748751370687968 10.964366685455822 693.7179426989806 601.736476675598 692.4238113786676 601.978370934335
101033 29.87904 13.94377 9.662362335180726 9.725239350264758 9.49 2.730484289559501E8 9.956204837421506 9.98930366754057 900.9252516022232 796.6763003339323 992.4044615895215 926.0187161544324
3936 29.94128 13.7813 10.19373538900396 10.19373538900396 9.389 2.0276496142928562E9 10.321305068303657 10.321305068303657 693.7605016015589 693.7605016015589 768.5055525497384 768.5055525497384
102001 30.26726 14.70096 9.064665996318956 9.064665996318956 9.59 1.2971505612108532E8 9.815735907360246 9.815735907360246 487.84087894824296 487.84087894824296 942.6335504314758 942.6335504314758
3962 30.99645 14.31038 10.632486243531888 10.716939151598503 9.719 7.943205599368826E9 10.76278858185216 10.826877691157975 1932.2622257373741 1645.2913153936 2078.01921502882 1801.2706203637524
3971 31.46867 14.42119 10.431061583785088 10.431061583785088 9.72 1.201379594178263E9 10.547374731609116 10.547374731609116 850.0907311742918 850.0907311742918 1174.5438413080262 1174.5438413080262
3977 31.93529 14.0816 9.883868226982452 10.118410742731156 9.496 2.458697550986057E8 10.083841176692507 10.245764872729774 597.4636082036259 584.9242156741094 899.1720567532273 795.7448753330153
4008 32.12446 12.73333 10.140324910788335 10.368470866404424 9.899 6.804548108998449E8 10.401286798211284 10.540818828078253 765.4163880629535 493.05841877519794 1773.9224294923465 1308.3235147348628
4038 32.84092 14.50432 10.6833770330115 10.74514182151405 9.927 1.9860310340897682E9 10.789819894792064 10.838886090134293 1671.2151535338724 1473.243258907214 2035.9166174407032 1831.7213566884298
4039 32.881 14.20067 10.172918871304956 10.304023215198763 9.488 3.0849149502925223E8 10.286726987144757 10.390926996139125 732.9417035967962 565.9700566054644 1018.7315101522265 818.9831939057418
4041 32.90393 14.51257 10.15779750028681 10.248170960521115 9.59 7.241681823702588E8 10.308725684256055 10.374461260397279 1154.6834661471582 956.4832466842819 1308.7496591504096 1132.8606067691567
4048 33.08076 13.61269 10.51203951303247 10.540983728575798 9.713 1.706986893156802E9 10.614794959936898 10.637799098696652 753.2062327272878 706.4840781446934 1089.9077132802624 1033.3148766683405
4056 33.45539 13.84327 10.329833323564241 10.504443200341477 8.649 3.678329977671537E8 10.349100400509279 10.517425975904734 465.8759056701318 335.81160104404154 464.201670257847 337.0525083815954
3981 33.51833 13.19898 10.305850904878797 10.558632042439385 9.304 1.752280816152557E9 10.392592427223729 10.609214686106217 1441.4514213323018 947.3286746040087 1479.4439976635888 1003.4336529112339
4057 33.58021 13.93647 10.317280631790615 10.447180967542574 9.879 5.487044113616214E8 10.49870315867814 10.588466907263077 507.9844600095216 388.58389733349713 1171.8365396751342 959.9450181164742
21842 116.39151 18.80336 10.897004635163762 11.132012536542591 9.678 1.5895691075855988E8 10.931852500177502 11.15263574817972 3497.244661128072 2218.468852708513 3493.529015578912 2274.109238532683
13775 117.98208 27.30297 10.612784807757075 10.662156083833796 10.08 3.767081203537303E8 10.760478017089468 10.796182762456011 1400.0761563911815 1289.4517404457324 2370.5462368686917 2212.0359391058073
17029 118.18124 24.12217 10.949130634781556 11.038806134542103 10.29 2.4123156168848825E9 11.070710333551624 11.14013716576244 4722.728225546315 4051.527786751594 5179.065583748703 4568.3993266724365
51334 118.37307 14.02303 10.028628177225615 10.028628177225615 9.559 9.186182598568163E8 10.217228534961544 10.217228534961544 504.33092652183535 504.33092652183535 862.3640215634988 862.3640215634988
107005 118.43489 13.33743 9.83198489395449 9.83198489395449 9.32 9.396050027276144E8 10.023332845079826 10.023332845079826 427.6295616080788 427.6295616080788 624.8219365679181 624.8219365679181
51276 118.5187 13.95411 10.176682908449724 10.371446426644487 9.88 2.0929176662095711E9 10.437023481020386 10.554540166836054 761.548663835604 569.6432893764122 1242.841632982102 991.6476246138407
107026 118.63758 29.71078 9.317243771515013 9.317243771515013 9.63 1.8032376682967338E8 9.903915839012322 9.903915839012322 539.0667410925747 539.0667410925747 1138.6470254455417 1138.6470254455417
51351 118.74107 14.45524 10.74539423723077 10.976455793295713 9.682 2.3328586284935217E9 10.809324687157805 11.015138646540246 2800.131300341522 1757.221583472021 2916.0426014737145 1894.763685896759
51390 119.0693 11.66217 10.943831469915612 11.065597695192658 10.44 1.1657355692386322E9 11.101114182942228 11.189357228437112 3073.0064014107356 2395.6225631983707 4514.445077607449 3734.876131670355
51336 119.07128 14.60269 10.850546222670335 10.936547924828327 9.373 2.436136304324636E9 10.883698093721382 10.963927457513837 2343.8889678348637 1953.3186141259664 2348.8803720588808 1970.9921094485476
108143 120.15858 13.65639 9.283102313269108 9.283102313269108 8.449 1.470075926085137E8 9.388409453336292 9.388409453336292 185.46277914037685 185.46277914037685 181.9277981153316 181.9277981153316
108136 120.20161 10.0836 9.536524965788086 9.536524965788086 8.352 1.2863190517146638E8 9.587934145955371 9.587934145955371 212.50263094820247 212.50263094820247 219.00577769690722 219.00577769690722
108145 120.52729 9.37732 9.17140082581545 9.17140082581545 7.901 9.066062209538685E7 9.2258335100847 9.2258335100847 123.85352563333062 123.85352563333062 120.50624287042503 120.50624287042503
108078 120.59141 10.15185 8.896910148243194 8.896910148243194 8.255 2.761136039884171E7 9.024959897406465 9.024959897406465 133.6627550099015 133.6627550099015 149.32948280410793 149.32948280410793
108150 120.69982 7.43162 9.031824372745767 9.031824372745767 8.95 1.552573626003682E8 9.386405420620234 9.386405420620234 151.98723445842825 151.98723445842825 310.34114976124846 310.34114976124846
108132 120.95908 10.5485 9.222524217012957 9.222524217012957 8.99 3.796766628559147E8 9.527398797351415 9.527398797351415 338.42010415901024 338.42010415901024 374.1031469335041 374.1031469335041
51580 121.01604 15.08846 10.281867123966595 10.29805509245573 9.13 1.217041396207478E8 10.32386046757057 10.338581451852713 583.6642675552266 557.753505668094 625.546587442942 600.403837349852
108119 121.06264 8.73207 9.097025034507935 9.097025034507935 9.75 3.663706060496895E8 9.964179908688383 9.964179908688383 637.9548856474939 637.9548856474939 1263.5169576856272 1263.5169576856272
56312 121.23475 10.43918 10.102219932600462 10.102219932600462 10.11 1.1494614822644866E9 10.49407924405625 10.49407924405625 711.7177180429486 711.7177180429486 2619.356167984949 2619.356167984949
14247 121.36715 35.94669 11.020867026580753 11.136013897319994 9.635 8.63081251006674E8 11.047705848570274 11.15674853873026 3250.0943480936317 2567.1295948830734 3260.053843976876 2602.6098474142086
56304 121.3921 10.3934 10.781674690671853 10.942778314575612 9.915 1.0071357156145393E9 10.860913718856297 10.998968357606095 3613.8164769687173 2606.3831180488933 3749.0533217036214 2816.8872074495484
108011 121.77666 7.8829 8.855932734042097 9.001075511853646 8.543 2.0815963213484412E8 9.145253107537943 9.225820519278285 66.06146376239121 50.12911938711025 88.73813618831272 73.43083587126691
108090 121.85341 6.86321 9.817907319622483 9.817907319622483 9.48 3.3699240328625E8 10.040962047019798 10.040962047019798 324.5210157990267 324.5210157990267 702.6819008129647 702.6819008129647
108112 122.30825 16.98756 9.914669318806384 9.914669318806384 9.49 7.844614667540888E8 10.119669070792337 10.119669070792337 632.985365366207 632.985365366207 918.3883738505376 918.3883738505376
108049 122.76984 6.2986 9.205594198467617 9.366987216950676 8.704 2.8450023915844774E8 9.410406827781994 9.517906428949214 263.46075854017175 198.414753422647 306.7864831998047 245.71912392224837
108129 123.06177 35.15705 9.456047064020277 9.456047064020277 9.487 3.2638059294982153E8 9.864953750024007 9.864953750024007 461.49956838944536 461.49956838944536 869.106971647893 869.106971647893
108147 123.84752 28.73535 9.605786916754726 9.605786916754726 9.287 4.398492655724143E8 9.85055379436895 9.85055379436895 379.71666028745614 379.71666028745614 487.23711892744967 487.23711892744967
108046 124.23986 20.51227 9.568730926921981 9.598784744344664 8.8 2.3441614057197213E8 9.680400815755608 9.70382049049906 385.5224500396076 362.0008570460759 422.5198103918617 401.01854517746125
108044 124.25942 15.62955 8.998465317268854 8.998465317268854 8.959 7.299963163233724E7 9.361322446789279 9.361322446789279 117.72001582215951 117.72001582215951 377.57457152541764 377.57457152541764
108113 124.60739 29.95956 9.795516584017703 9.815669513947213 9.434 4.2646723804053074E8 10.014454687659917 10.02673922414366 556.2874710230293 536.8886677952122 1155.9720592991378 1126.5372515649713
108007 124.70458 21.21824 9.456541799365562 9.456541799365562 8.97 3.5719649459002715E8 9.651108163372957 9.651108163372957 407.9405962150013 407.9405962150013 472.38033941956286 472.38033941956286
108142 124.81608 19.31324 9.482026625192507 9.482026625192507 9.416 2.6815254296938312E8 9.833818768585742 9.833818768585742 383.0903950208589 383.0903950208589 820.3317396851056 820.3317396851056
108050 124.832451 21.058851 9.376697870471906 9.493293323355728 9.21 4.1654625909461266E8 9.69780913247607 9.757381511990689 263.7408800055464 212.50790101451796 530.8157274287828 464.9606173834743
108072 124.8838 21.3943 9.918765586128286 9.937100180910916 8.83 6.057857720024261E8 9.991780882757778 10.007328314569294 803.5768953131435 771.9265255818348 808.8737315257881 779.877523620753
108097 125.50794 4.39257 9.329878598528788 9.329878598528788 8.125 6.5780466311683126E7 9.377155094542527 9.377155094542527 181.53845688910374 181.53845688910374 183.6340968522839 183.6340968522839
108064 126.530991 21.456709 9.662557273901896 9.662557273901896 9.48 3.900812289507772E8 9.95736244226951 9.95736244226951 327.1473556243809 327.1473556243809 732.447224216419 732.447224216419
108088 128.57249 14.54792 9.40328533084764 9.40328533084764 9.01 1.9390631220015013E8 9.61345203644009 9.61345203644009 328.62908899066383 328.62908899066383 472.6654349142741 472.6654349142741
108093 128.87576 23.67621 9.900375928480521 9.900375928480521 9.026 7.132439652343982E8 10.004179200361367 10.004179200361367 312.29116044406356 312.29116044406356 364.638107593105 364.638107593105
16479 129.52283 4.328398 10.8557908303374 11.100848694242876 10.33 1.18789023903475E9 11.007727466057839 11.193650923785144 3658.8961248130254 2704.7612126894905 4648.716233746402 3526.1861209040394
19918 129.69577 7.48071 10.476885211299809 10.838924224176317 10.36 1.9110956542491026E9 10.79810818465594 11.007959848016831 2974.7556948594192 1503.8096232227672 5414.58547910095 3455.3634621753013
108140 129.92358 27.72563 8.93838924765542 8.93838924765542 9.095 8.624031411588481E7 9.420628189092167 9.420628189092167 237.46539367417867 237.46539367417867 474.3396103967403 474.3396103967403
108148 130.71951 25.07041 9.541494104243954 9.595365081417198 9.7 1.319872668812963E8 10.016085619756915 10.034901956779366 920.4196678270541 831.0258616745319 1359.5003244927398 1307.3025126697949
108133 130.77768 26.80588 9.74150467660288 9.771663966193268 9.21 7.799059801739712E8 9.928592020202391 9.948432075548464 392.2702795404972 368.606663643384 531.4903696041042 507.444012210471
56509 132.68866 11.81083 10.254055543034278 10.509902039225153 9.577 4.2076887620769486E7 10.363403792801774 10.573931251922074 506.6545234696665 459.31565582648784 842.7370327779187 672.7269824672892
19989 133.6068 8.21139 10.314951944843012 10.494652153690014 8.647 2.0331273824716426E7 10.3277821850349 10.503177185394307 374.50820502725725 256.7801148656202 372.6376893525303 257.74438694914033
108021 133.82808 27.34616 9.632427248625449 9.632427248625449 8.904 4.7061481643116033E8 9.766604977365683 9.766604977365683 211.895999278451 211.895999278451 340.0688084533103 340.0688084533103
108051 134.01659 13.42203 9.248768004281308 9.248768004281308 8.178 9.16432549357834E7 9.315608788735723 9.315608788735723 155.72203233766345 155.72203233766345 149.92674303308965 149.92674303308965
108017 134.21394 27.2701 9.71779221665557 9.858216259190389 9.007 6.699431658024379E7 9.823499868882244 9.937196642988193 376.93182331192753 287.29572425258755 481.2850364490754 381.82386593285497
52297 134.35014 20.71053 10.311010198113884 10.47542740898793 9.465 1.6428478349252984E8 10.390365197552551 10.531300483579116 1041.7222415481197 744.2081137131858 1221.2918427791756 908.4928570695176
19949 135.0461 7.7261 10.587145198930699 10.700767215072803 9.91 2.536388717592485E9 10.71733103539835 10.804254886939574 1333.253528163999 1057.9766006964119 2050.887904601075 1692.8457239819809
16695 135.31519 4.1181 10.200282040750224 10.200282040750224 9.96 7.739822532695576E8 10.46157892755184 10.46157892755184 1175.4161092230684 1175.4161092230684 1943.726809583903 1943.726809583903
109023 135.42056 11.08298 9.989600646085567 10.12229270778657 9.99 8.343992089122112E8 10.376403299571862 10.435835438582641 1064.3308278176698 822.744527421304 2256.2215413803206 1979.0305012748997
56662 135.72888 13.6607 10.234505336378245 10.234505336378245 9.031 1.5546555377231605E9 10.304578189813459 10.304578189813459 768.3672658392069 768.3672658392069 781.9719759257434 781.9719759257434
109101 136.02025 22.06158 8.975959989300549 8.975959989300549 9.016 4.90733793974673E7 9.379466177678227 9.379466177678227 224.0609230768696 224.0609230768696 420.75533212230863 420.75533212230863
56632 136.15446 13.55411 10.957781719024355 11.0149422007218 9.37 2.1394739692409275E9 10.982454948391487 11.03664734919254 2108.728184803824 1861.432948891338 2151.7994368004765 1906.6443266286662
16655 136.16478 5.51205 10.208678012541014 10.606035030468773 9.98 1.2385121635282686E9 10.481438440501268 10.736386100990337 1498.0466484781318 800.3483392059447 2507.601218497618 1526.681428741118
109018 137.34393 15.61366 9.628497922094017 9.756923992963076 9.0 2.5066588384111393E7 9.750210018997981 9.850575963382706 283.0623555459406 227.16492515296926 395.3713404513089 326.94508204299694
109066 137.34865 22.51394 9.932268116648242 9.932268116648242 9.358 1.9700942320941284E8 10.073036777907506 10.073036777907506 300.02791915615586 300.02791915615586 484.1433954456295 484.1433954456295
109134 138.30708 11.77132 9.343721599432577 9.343721599432577 8.688 2.396667725440999E8 9.49198041806626 9.49198041806626 187.15696386771393 187.15696386771393 263.0665795641717 263.0665795641717
20042 138.6836 8.60147 10.032744236023792 10.021513318928681 9.021 2.0533849548030672E9 10.153917924089118 10.145448261192849 420.46715365187566 414.8722046389446 436.81499619963836 432.109122510698
109139 139.1658 7.26638 9.756392302568278 9.756392302568278 9.88 4.244762476912384E8 10.21410362977448 10.21410362977448 833.4103934772005 833.4103934772005 1678.6713741172453 1678.6713741172453
109076 139.19835 9.89132 9.74560209129928 9.74560209129928 9.89 5.079508504348933E8 10.218904269905055 10.218904269905055 615.7039218919598 615.7039218919598 1831.9306080877177 1831.9306080877177
109021 139.24162 6.71509 9.407286414733655 9.490380585826832 8.375 4.674825701587488E7 9.465571559418002 9.539062097584027 130.72171015674078 113.25679108689721 152.9845080369104 133.66980828397865
16753 139.61848 6.33437 10.156172875398605 10.234256908152778 8.567 1.585476049667879E9 10.215139738537072 10.284054060466513 416.89210776796824 352.1750027953986 413.3534459236214 350.8316714289907
16815 139.63062 6.87317 10.169094942326883 10.644413912519564 9.437 1.1098172479988205E8 10.268668955034165 10.680345406583575 853.851353623753 368.4431276229958 1014.1450241443425 467.98364986204746
25851 139.66711 10.58796 10.226948511081172 10.645243904569606 10.2 2.558563830230036E9 10.61085325969991 10.833379595135852 1728.3059902464827 1213.9764243855566 3092.5818592625587 2192.774358779707
19672 139.87297 34.30286 10.624674269639995 10.624674269639995 10.077 6.987407391135443E9 10.814542365906608 10.814542365906608 893.5145493084352 893.5145493084352 1964.3272828271388 1964.3272828271388
14727 139.88799 5.88276 10.533403120230226 10.58678383166083 10.3 7.540267039768078E8 10.791276900448786 10.821562992536139 2683.251052885928 2392.141104357891 3740.933668660527 3496.83524167368
109074 140.13416 7.07407 9.776047676250894 9.820293741446754 9.36 7.388456647275923E8 9.991337866060196 10.01882192113879 448.3819575843708 409.5257815223319 654.2300438943212 614.2577930524639
109102 140.31439 3.15109 9.378259426927128 9.378259426927128 9.757 4.0285812781794024E8 10.021481092332083 10.021481092332083 384.70953976217174 384.70953976217174 1383.368818270998 1383.368818270998
57017 140.622 14.46205 10.267243116358264 10.382892883234145 9.813 7.294589711228129E8 10.447301404772828 10.527047728739193 975.6576473107159 859.8026331090666 1527.8966191044212 1349.616850610662
109020 141.0607 11.1106 9.522414323488363 9.579781760558996 8.606 1.4484597446827045E8 9.604176123641063 9.652222267975366 499.5263046177751 449.6774960952647 491.6956361805415 448.71708765024096
109090 141.35345 11.07377 9.388903388845245 9.510952101301498 8.72 4.809410824369564E7 9.505842004135209 9.6020190658969 445.9814645620429 401.7733793751058 445.4963176691 409.2155962518434
32937 141.78365 29.4023 10.078791237935398 10.390615309775272 9.368 1.3914773697974062E9 10.218295827763969 10.46424413516608 1058.3055527928807 678.8635292777815 1096.4799763645367 741.5744174105143
109028 141.87004 3.9296 9.70721334630351 9.995397080233106 9.75 1.6269395690006917E9 10.15577189832187 10.281331607092326 572.2655509061855 456.327298519202 1322.5844475077736 1064.3123410548533
109059 142.37981 23.89358 9.066015334449581 9.066015334449581 9.16 1.9802995895554158E8 9.520292226676544 9.520292226676544 376.9278178496285 376.9278178496285 504.3436220408388 504.3436220408388
109082 142.38715 13.1928 9.554687070535746 9.699161012091855 9.77 1.7942685255224887E8 10.068759306500022 10.118298608676735 269.3502043912896 272.4254948609872 1305.7311644182196 1195.2195970852636
