#z-down  z-up  log10(3sigma-down) log10(2sigma-down)  log10(2sigma-up) log10(3sigma-up)
0.0  0.5  6.84950  7.05642  8.33164  8.49009 
0.5  1.0  8.07089  8.19992  8.67151  8.75948  
1.0  2.0  7.00799  7.16689  7.81195  7.92137  
2.0  3.0  6.35719  7.13629  8.29562  8.46561  
3.0  4.0  6.24732  7.08636  8.24446  8.41501 
