"logMstar","phi","phi_16","phi_84"
10.2972559616513,0.0002924871373065,0.000268113209197625,0.000316861065415375
10.3521346695977,0.000440761866635489,0.000410294456499395,0.000471229276771583
10.4070133775442,0.000367640082308864,0.00034123499352425,0.000394045171093479
10.4618920854906,0.000355453118254427,0.000329048029469812,0.000381858207039041
10.516770793437,0.000253895084467448,0.000231552317034312,0.000276237851900583
10.5716495013834,0.000253895084467448,0.000231552317034312,0.000276237851900583
10.6265282093298,0.000176710978789344,0.000158430532707687,0.000194991424871
10.6814069172763,0.000154368211356208,0.000136087765274552,0.000172648657437865
10.7362856252227,9.34333910840209e-05,7.92152663538438e-05,0.000107651515814198
10.7911643331691,9.54645517597605e-05,8.12464270295834e-05,0.000109682676489938
10.8460430411155,6.70283022994064e-05,5.48413382449689e-05,7.92152663538439e-05
10.9009217490619,3.85920528390522e-05,3.04674101360938e-05,4.67166955420105e-05
10.9558004570083,3.65608921633126e-05,2.84362494603542e-05,4.46855348662709e-05
11.0106791649548,3.85920528390522e-05,3.04674101360938e-05,4.67166955420105e-05
11.0655578729012,2.64050887846146e-05,1.82804460816563e-05,3.4529731487573e-05
11.1204365808476,2.03116067573959e-05,1.42181247301771e-05,2.64050887846146e-05
11.175315288794,1.82804460816563e-05,1.21869640544375e-05,2.43739281088751e-05
11.2301939967404,1.62492854059167e-05,1.01558033786979e-05,2.23427674331355e-05
11.2850727046869,1.01558033786979e-05,6.09348202721876e-06,1.42181247301771e-05
11.3399514126333,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
11.3948301205797,4.06232135147918e-06,2.03116067573959e-06,6.09348202721876e-06
11.4497088285261,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
11.5594662444189,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
11.6143449523654,8.12464270295835e-06,4.06232135147918e-06,1.21869640544375e-05
11.7241023682582,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
11.833859784151,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
11.9436172000439,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
12.2728894477224,2.03116067573959e-06,1.01558033786979e-07,4.06232135147918e-06
