"logMstar","phi","phi_16","phi_84"
10.2153463781533,0.000701378281448322,0.000655196995427033,0.00074467323709328
10.2438392972799,0.000932284711554769,0.000880330764780819,0.000984238658328718
10.2723322164066,0.000733127915587959,0.00068694662956667,0.000779309201609247
10.3008251355333,0.000730241585211628,0.000684060299190339,0.000776422871232917
10.3293180546599,0.000718696263706306,0.000672514977685017,0.000764877549727594
10.3578109737866,0.00053974378037381,0.000499335155105182,0.000580152405642437
10.3863038929133,0.000669628647308686,0.000626333691663728,0.000712923602953644
10.4147968120399,0.000559948093008124,0.000519539467739496,0.000600356718276751
10.4432897311666,0.000571493414513446,0.000531084789244819,0.000611902039782073
10.4717826502933,0.000528198458868487,0.00049067616397619,0.000565720753760784
10.5002755694199,0.000513766806986834,0.000476244512094538,0.000551289101879131
10.5287684885466,0.000482017172847198,0.000444494877954901,0.000519539467739495
10.5572614076732,0.000406972583062604,0.000372336618546638,0.000441608547578571
10.5857543267999,0.00038099560967563,0.000349245975535994,0.000412745243815265
10.6142472459266,0.000346359645159663,0.000314610011020028,0.000378109279299299
10.6427401650532,0.000303064689514705,0.0002742013857514,0.000331927993278011
10.6712330841799,0.000282860376880392,0.000253997073117086,0.000311723680643697
10.6997260033066,0.000279974046504061,0.000251110742740756,0.000308837350267367
10.7282189224332,0.000248224412364425,0.000222247438977451,0.0002742013857514
10.7567118415599,0.00021647477822479,0.000190497804837815,0.000242451751611764
10.7852047606866,0.000207815787095798,0.000184725144085154,0.000230906430106442
10.8136976798132,0.000207815787095798,0.000184725144085154,0.000230906430106442
10.8421905989399,0.000167407161827171,0.000144316518816526,0.000190497804837815
10.8706835180666,0.000178952483332493,0.000155861840321849,0.000202043126343137
10.8991764371932,0.000115453215053221,9.8135232795238e-05,0.000132771197311204
10.9276693563199,0.000141430188440196,0.000121225875805882,0.00016163450107451
10.9561622754465,0.000118339545429552,0.000101021563171569,0.000135657527687535
10.9846551945732,0.00010679422392423,8.94762416662464e-05,0.000124112206182213
11.0131481136999,9.52489024189075e-05,7.79309201609243e-05,0.000112566884676891
11.0416410328265,8.65899112899159e-05,7.21582594082633e-05,0.000101021563171569
11.0701339519532,6.06129379029412e-05,4.61812860212885e-05,7.50445897845939e-05
11.0986268710799,6.63855986556022e-05,5.19539467739496e-05,8.08172505372549e-05
11.1271197902065,4.3294955644958e-05,3.17496341396359e-05,5.48402771502801e-05
11.1556127093332,5.19539467739496e-05,4.04086252686275e-05,6.34992682792717e-05
11.1841056284599,3.17496341396359e-05,2.30906430106443e-05,4.04086252686275e-05
11.2125985475865,4.90676163976191e-05,3.75222948922969e-05,6.06129379029412e-05
11.2410914667132,2.59769733869748e-05,1.73179822579832e-05,3.46359645159664e-05
11.2695843858399,4.3294955644958e-05,3.17496341396359e-05,5.48402771502801e-05
11.2980773049665,3.17496341396359e-05,2.30906430106443e-05,4.04086252686275e-05
11.3265702240932,2.30906430106443e-05,1.44316518816527e-05,3.17496341396359e-05
11.3550631432198,1.73179822579832e-05,1.15453215053221e-05,2.30906430106443e-05
11.3835560623465,5.19539467739496e-05,4.04086252686275e-05,6.34992682792717e-05
11.4120489814732,1.44316518816527e-05,8.65899112899159e-06,2.02043126343137e-05
11.4405419005998,1.73179822579832e-05,1.15453215053221e-05,2.30906430106443e-05
11.4690348197265,1.44316518816527e-05,8.65899112899159e-06,2.02043126343137e-05
11.4975277388532,1.15453215053221e-05,5.77266075266106e-06,1.73179822579832e-05
11.5260206579798,2.02043126343137e-05,1.15453215053221e-05,2.88633037633053e-05
11.5545135771065,2.88633037633053e-06,1.44316518816527e-07,5.77266075266106e-06
11.5830064962332,1.15453215053221e-05,5.77266075266106e-06,1.73179822579832e-05
11.6114994153598,8.6589911289916e-06,2.88633037633053e-06,1.44316518816527e-05
11.6399923344865,2.88633037633053e-06,1.44316518816527e-07,5.77266075266106e-06
11.6684852536132,8.6589911289916e-06,2.88633037633053e-06,1.44316518816527e-05
11.6969781727398,2.88633037633053e-06,1.44316518816527e-07,5.77266075266106e-06
11.7254710918665,5.77266075266106e-06,2.88633037633053e-06,8.6589911289916e-06
11.7824569301198,2.88633037633053e-06,1.44316518816527e-07,5.77266075266106e-06
11.8394427683731,2.88633037633053e-06,1.44316518816527e-07,5.77266075266106e-06
11.8964286066265,5.77266075266106e-06,2.88633037633053e-06,8.6589911289916e-06
12.0388932022598,2.88633037633053e-06,1.44316518816527e-07,5.77266075266106e-06
