"logMstar","phi","phi_16","phi_84"
10.3623540567764,0.000131345338348565,0.000117372430013612,0.000145318246683519
10.446047671317,0.000128550756681575,0.000114577848346621,0.000142523665016528
10.5297412858576,9.78103583446763e-05,8.66320316767133e-05,0.000108988685012639
10.6134349003982,7.68509958422456e-05,6.7069960007778e-05,8.66320316767133e-05
10.6971285149388,7.96455775092364e-05,6.84672508412734e-05,9.08239041771994e-05
10.7808221294794,4.05214341713659e-05,3.3534980003889e-05,4.75078883388428e-05
10.86451574402,2.09593625024306e-05,1.53701991684491e-05,2.65485258364121e-05
10.9482093585607,2.79458166699075e-05,2.2356653335926e-05,3.3534980003889e-05
11.0319029731013,2.2356653335926e-05,1.67674900019445e-05,2.79458166699075e-05
11.1155965876419,1.39729083349538e-05,9.78103583446763e-06,1.81647808354399e-05
11.1992902021825,9.78103583446763e-06,5.5891633339815e-06,1.39729083349538e-05
11.2829838167231,8.38374500097225e-06,5.5891633339815e-06,1.1178326667963e-05
11.3666774312637,1.67674900019445e-05,1.25756175014584e-05,2.09593625024306e-05
11.4503710458043,8.38374500097225e-06,5.5891633339815e-06,1.1178326667963e-05
11.534064660345,1.39729083349538e-06,6.98645416747688e-08,2.79458166699075e-06
11.6177582748856,1.39729083349538e-06,6.98645416747688e-08,2.79458166699075e-06
11.7014518894262,1.39729083349538e-06,6.98645416747688e-08,2.79458166699075e-06
11.8688391185074,1.39729083349538e-06,6.98645416747688e-08,2.79458166699075e-06
12.1199199621293,1.39729083349538e-06,6.98645416747688e-08,2.79458166699075e-06
