"logMstar","phi","phi_16","phi_84"
10.0774175679951,0.000964855943881527,0.000896686773933376,0.00103302511382968
10.1025078885725,0.00122180127676302,0.00114314454220746,0.00130045801131858
10.1275982091499,0.00138960231048154,0.00130570179362228,0.0014735028273408
10.1526885297273,0.00112741319529635,0.00104875646074079,0.00120606992985191
10.1777788503046,0.0012060699298519,0.00112741319529635,0.00128472666440746
10.202869170882,0.0010644878076519,0.000991074855400045,0.00113790075990376
10.2279594914594,0.00102253754922227,0.000949124596970415,0.00109595050147413
10.2530498120368,0.00102778133152597,0.000954368379274119,0.00110119428377783
10.2781401326141,0.000996318637703751,0.000922905685451895,0.00106973158995561
10.3032304531915,0.000886199209325968,0.000818030039377817,0.000954368379274119
10.3283207737689,0.000880955427022264,0.000812786257074113,0.000949124596970415
10.3534110943463,0.000922905685451896,0.000854736515503744,0.000991074855400047
10.3785014149237,0.000786567345555593,0.000723641957911145,0.00084949273320004
10.403591735501,0.000697423046392625,0.000639741441051882,0.000755104651733369
10.4286820560784,0.000765592216340777,0.000702666828696329,0.000828517603985224
10.4537723766558,0.000770835998644481,0.000707910611000033,0.000833761386288928
10.4788626972332,0.000797054910163001,0.000734129522518553,0.000859980297807448
10.5039530178106,0.000655472787962994,0.00059779118262225,0.000713154393303737
10.5290433383879,0.000639741441051882,0.000582059835711138,0.000697423046392625
10.5541336589653,0.000519134448066691,0.000466696625029651,0.00057157227110373
10.5792239795427,0.000618766311837066,0.000561084706496323,0.000676447917177809
10.6043143001201,0.000529622012674099,0.000477184189637059,0.000582059835711138
10.6294046206974,0.000492915536548171,0.000440477713511132,0.000545353359585211
10.6544949412748,0.000513890665762987,0.000461452842725947,0.000566328488800026
10.6795852618522,0.000450965278118539,0.000403771237385204,0.000498159318851875
10.7046755824296,0.000529622012674099,0.000477184189637059,0.000582059835711138
10.729765903007,0.00042474636660002,0.000377552325866684,0.000471940407333355
10.7548562235843,0.000487671754244467,0.000435233931207428,0.000540109577281507
10.7799465441617,0.000382796108170388,0.000340845849740756,0.000424746366600019
10.8050368647391,0.000340845849740756,0.000298895591311125,0.000382796108170388
10.8301271853165,0.000393283672777796,0.00034608963204446,0.000440477713511131
10.8552175058938,0.000335602067437052,0.000293651809007421,0.000377552325866684
10.8803078264712,0.000272676679792605,0.000235970203666677,0.000309383155918532
10.9053981470486,0.000356577196651868,0.000314626938222237,0.0003985274550815
10.930488467626,0.000277920462096309,0.000241213985970381,0.000314626938222236
10.9555787882034,0.000267432897488901,0.000230726421362973,0.000304139373614828
10.9806691087807,0.000220238856755565,0.000188776162933342,0.000251701550577789
11.0057594293581,0.00019926372754075,0.000167801033718526,0.000230726421362973
11.0308497499355,0.000262189115185197,0.000225482639059269,0.000298895591311124
11.0559400705129,0.000220238856755565,0.000188776162933342,0.000251701550577789
11.0810303910903,0.000141582122200006,0.000115363210681487,0.000167801033718526
11.1061207116676,0.000183532380629638,0.000152069686807414,0.000214995074451862
11.131211032245,9.96318637703749e-05,7.86567345555591e-05,0.000120606992985191
11.1563013528224,9.96318637703749e-05,7.86567345555591e-05,0.000120606992985191
11.1813916733998,0.000115363210681487,8.9144299162967e-05,0.000141582122200006
11.2064819939771,6.81691699481513e-05,4.71940407333355e-05,8.9144299162967e-05
11.2315723145545,0.000120606992985191,9.4388081466671e-05,0.00014682590450371
11.2566626351319,0.000125850775288895,9.96318637703749e-05,0.000152069686807414
11.2817529557093,7.34129522518552e-05,5.24378230370394e-05,9.4388081466671e-05
11.3068432762867,5.76816053407434e-05,4.19502584296315e-05,7.34129522518552e-05
11.331933596864,5.24378230370394e-05,3.67064761259276e-05,6.81691699481513e-05
11.3570239174414,5.76816053407434e-05,4.19502584296315e-05,7.34129522518552e-05
11.3821142380188,4.71940407333355e-05,3.14626938222237e-05,6.29253876444473e-05
11.4072045585962,4.19502584296315e-05,2.62189115185197e-05,5.76816053407434e-05
11.4322948791736,3.14626938222237e-05,2.09751292148158e-05,4.19502584296315e-05
11.4573851997509,4.71940407333355e-05,3.14626938222237e-05,6.29253876444473e-05
11.4824755203283,5.24378230370394e-05,3.67064761259276e-05,6.81691699481513e-05
11.5075658409057,1.57313469111118e-05,5.24378230370394e-06,2.62189115185197e-05
11.5326561614831,2.62189115185197e-05,1.57313469111118e-05,3.67064761259276e-05
11.5577464820604,2.09751292148158e-05,1.04875646074079e-05,3.14626938222237e-05
11.5828368026378,2.62189115185197e-05,1.57313469111118e-05,3.67064761259276e-05
11.6079271232152,1.57313469111118e-05,5.24378230370394e-06,2.62189115185197e-05
11.6831980849473,1.04875646074079e-05,5.24378230370394e-06,1.57313469111118e-05
11.7082884055247,5.24378230370394e-06,2.62189115185197e-07,1.04875646074079e-05
11.7584690466795,5.24378230370394e-06,2.62189115185197e-07,1.04875646074079e-05
11.7835593672568,1.04875646074079e-05,5.24378230370394e-06,1.57313469111118e-05
11.8337400084116,1.04875646074079e-05,5.24378230370394e-06,1.57313469111118e-05
11.858830328989,5.24378230370394e-06,2.62189115185197e-07,1.04875646074079e-05
