# log_{10}(Mstar/Msun)   log_{10}(med(R50)/kpc)
10.4924038358 0.394320773258
10.6047683429 0.442531689428
10.7417268496 0.254498883324
10.38213549 0.533210323189
9.31653274426 0.673834450737
9.57383393029 0.170244103643
9.78642395718 0.454987520143
10.2512615778 0.303137454838
9.92294688938 0.519203177933
10.6674491783 0.247525752209
10.8051232736 0.341021923998
9.87206525254 0.315386095929
10.0512481273 0.874844609687
9.38549005632 0.923193659833
9.30219386497 0.519695317645
9.96128710528 0.637205620767
9.98346155647 -0.0193068135246
10.5243222281 0.194117806102
9.23385286254 0.307142853816
9.04295259916 0.356711637473
10.0640039801 0.233163007182
10.7739017606 0.304357259479
10.047236845 0.470534962716
10.6430064426 0.659313780411
9.29967342784 0.540752781391
10.6207176451 0.379226936501
10.0845603763 0.141123586719
10.0967618778 0.821237962357
10.0275301203 0.492173869156
9.8613528155 0.696213040621
10.2463240809 0.426115925002
10.1305047563 0.697177918051
9.24150236254 0.196621404763
10.2342504736 0.339958291953
9.85573089232 0.747496636666
10.4837585948 0.238430133111
10.0928026704 0.358281515421
10.4352203006 0.397889140215
10.9820754612 0.76102595831
10.6267087214 0.698340913639
10.8085624644 0.934523597621
10.8999474129 0.608752793902
10.2518331045 0.28590745731
9.95033419059 -0.136052321272
10.9958563002 0.533100240119
9.85865430902 0.639070070016
10.3094544007 0.270060359316
9.24740381964 0.228707818942
10.6212727467 0.297930533146
9.68616539308 -0.282682442665
10.2802369627 0.445555553579
10.1959065508 0.791245486043
10.339707533 0.396421201903
9.40299779864 0.544431297081
9.44709867219 0.444278991163
9.75661448406 0.168165796074
10.7384532176 0.575223763903
10.5773853916 -0.03325342637
10.2497025043 0.327124732619
9.19004020815 0.490308906004
11.1796186733 0.967443364342
10.828683752 0.570611531399
10.2237372977 0.476686571846
10.8581262565 0.451823993336
9.28829685765 0.417019065368
10.6387262798 0.378170726104
10.9569065298 0.563621567188
10.2611641769 0.255247598045
10.8241376618 0.398083288138
10.5882648459 0.47560353871
9.94770031091 0.614984492127
10.5753063034 0.336650349803
10.738633496 0.701712530912
11.2576825132 0.697595001396
9.30118566846 0.669945263405
9.17454423937 0.352895888978
9.43634649431 0.138379889598
9.90584121394 0.299774442774
10.689589235 0.780067600667
11.1853640196 0.478742109384
9.253835224 0.130983417364
9.38600922 0.68156522021
10.0346675933 0.544498718143
10.0950470569 0.479073347031
9.42913140699 -0.0301944214693
9.41919386849 0.262678853287
10.1232624546 0.623408453325
9.11477793307 0.570697498413
9.46002005115 0.423722827312
10.8465718021 0.132909895141
10.1818301101 0.239630803197
9.25152967976 0.664686431873
10.2626211322 0.396038596781
10.6977809785 0.49536451709
10.7131680005 0.576191524938
11.0218739226 0.525396268963
10.8893230753 0.676207687704
10.9573420727 0.475204494576
11.0299871881 0.793793500631
9.9132929284 -0.458733370423
10.4558702359 0.265882522669
10.8457470117 0.471402421946
10.7522916963 0.713080885598
10.979111135 0.59339246512
10.831537823 0.486037723394
9.73642362525 0.782766583816
10.2392476209 0.744782591181
8.95884247709 0.460468764699
10.3015009439 0.480008042109
10.7195609199 0.506749782077
10.7362211836 0.827492497742
10.7694466865 0.703180083342
10.3055611414 0.719716885809
10.6785117127 0.347012621441
11.2823209676 0.821180482955
10.3486564602 0.418012296284
11.0787940903 0.630973809216
10.1971636365 0.568759367737
10.3770934271 0.185009864411
11.3007492351 0.923535114255
10.6858528045 0.687279375379
10.2795978557 0.113226673994
10.2789335051 0.752954839698
10.4065466031 0.15641678218
10.5740558968 0.449142525442
10.9642557471 0.489653135085
10.5873456426 0.353130839119
10.631735562 0.555302172705
10.444701416 0.172353014905
11.0749817721 0.581117024661
10.9478904287 0.637699001168
11.2348843332 0.561295018024
10.9505093228 0.490770587411
11.1425614087 0.790371401006
10.5571130217 0.49365627191
10.7148343743 0.300440150118
10.9353079895 0.930142175318
10.0040703577 0.450946084499
9.86288117884 0.414090466527
10.3257094458 0.607180564416
9.3121398986 0.539552447547
10.971832404 0.577502028191
11.605860543 1.25558753254
11.2278090003 0.642673537462
10.9739538587 0.870171969033
10.9034808245 0.809126557731
10.9450156968 1.0674943436
10.4847050489 0.123415983545
9.31884407426 0.545549689669
9.5104140172 0.157908528857
9.47630255732 0.358405763327
10.1482646471 0.566059135204
9.18851070173 0.381168402803
10.0390578614 0.170698772144
9.59548336046 0.197429919017
8.90940900329 0.0670778330012
10.1323497656 0.174253486607
9.02115265237 0.153774979152
10.0673997959 0.512690126076
9.45595774307 0.424230267551
10.2453699841 0.337688192889
9.27879865699 0.663507751482
9.70929883782 0.43683593038
10.1008744669 0.0543136393336
9.20009488452 0.84523328025
10.0549292385 0.364273962175
