# [1] m:            [M_sun/h] 
# [2] sigma 
# [3] ln(1/sigma) 
# [4] n_eff 
# [5] f(sigma) 
# [6] dn/dm:        [h^4/(Mpc^3*M_sun)] 
# [7] dn/dlnm:      [h^3/Mpc^3] 
# [8] dn/dlog10m:   [h^3/Mpc^3] 
# [9] n(>m):        [h^3/Mpc^3] 
# [11] rho(>m):     [M_sun*h^2/Mpc^3] 
# [11] rho(<m):     [M_sun*h^2/Mpc^3] 
# [12] Lbox(N=1):   [Mpc/h]
1.000000000000000000e+10 3.714092303551908003e+00 -1.312134315489728698e+00 -2.361242218390441128e+00 2.538293721500259892e-01 2.036208504308475846e-11 2.036208504308475720e-01 4.688543348248398468e-01 2.309128338324418217e-01 3.558478783526409912e+10 3.976732216473590088e+10 1.629986383000317618e+00
1.122018454301965332e+10 3.668678695828151870e+00 -1.299831568856000485e+00 -2.356394020342361451e+00 2.552971465143643037e-01 1.639117920956781072e-11 1.839120556090578507e-01 4.234731576673085862e-01 2.086046465201382150e-01 3.534878807710682678e+10 4.000332192289317322e+10 1.686133695625049000e+00
1.258925411794171333e+10 3.623480653200523260e+00 -1.287435070295465778e+00 -2.351505963623462314e+00 2.567762146886162222e-01 1.319486485574298307e-11 1.661135067208467375e-01 3.824904843203879579e-01 1.884555554704459013e-01 3.510962015503566742e+10 4.024248984496433258e+10 1.744202957270313270e+00
1.412537544622761154e+10 3.578499810941914383e+00 -1.274943665364856482e+00 -2.346529688066314456e+00 2.582663239534121469e-01 1.062277077973394377e-11 1.500506255429579772e-01 3.455043335696466600e-01 1.702556850231951302e-01 3.486722894666632080e+10 4.048488105333367920e+10 1.804261404936387869e+00
1.584893192461123848e+10 3.533738348174689570e+00 -1.262356332722650576e+00 -2.341474016061691366e+00 2.597671721996299699e-01 8.552662807292588698e-12 1.355505706069346783e-01 3.121167232263646896e-01 1.538151586032949214e-01 3.462155156844338989e+10 4.073055843155661011e+10 1.866380926175394528e+00
1.778279410038937378e+10 3.489197807247922611e+00 -1.249671855136949894e+00 -2.336369787180621493e+00 2.612784448453473463e-01 6.886109108203417023e-12 1.224542604239972493e-01 2.819613546259068237e-01 1.389632066569881919e-01 3.437253213313021851e+10 4.097957786686978149e+10 1.930634477543803351e+00
1.995262314968899155e+10 3.444879311398106658e+00 -1.236888870876076796e+00 -2.331230172041795168e+00 2.627998061504475680e-01 5.544289246258379733e-12 1.106231139634666766e-01 2.547191331528598779e-01 1.255461944625190784e-01 3.412012274347037506e+10 4.123198725652962494e+10 1.997095419917212844e+00
2.238721138568365097e+10 3.400784238500401901e+00 -1.224006063407031997e+00 -2.326009928735548904e+00 2.643308738984542772e-01 4.464219684799610685e-12 9.994142975573892806e-02 2.301236463280760258e-01 1.134251249754957419e-01 3.386426920377024078e+10 4.148784079622975922e+10 2.065841089052020241e+00
2.511886431509613037e+10 3.356914815411106812e+00 -1.211022342463283552e+00 -2.320692310577221917e+00 2.658711951075705127e-01 3.594860034688039002e-12 9.029880144309061774e-02 2.079206741180897045e-01 1.024740169643416493e-01 3.360490525585357666e+10 4.174720474414642334e+10 2.136955178005050193e+00
2.818382931264495468e+10 3.313272846262792282e+00 -1.197936476178643739e+00 -2.315317312196524036e+00 2.674202867985748244e-01 2.894861994360734533e-12 8.158829633272590698e-02 1.878639948985154629e-01 9.257940023892656523e-02 3.334196880666140366e+10 4.201014119333859253e+10 2.210523887417016553e+00
3.162277660168431091e+10 3.269859583811669079e+00 -1.184747043256805910e+00 -2.309902960356768453e+00 2.689776382812020805e-01 2.331151547981919123e-12 7.371748462650279388e-02 1.697407811940030709e-01 8.363928083661363588e-02 3.307540876740878677e+10 4.227670123259121704e+10 2.286633543448736816e+00
3.548133892335818481e+10 3.226676217871203622e+00 -1.171452572700045547e+00 -2.304421799754767353e+00 2.705426909919894651e-01 1.877266523047664883e-12 6.660792975372839542e-02 1.533704261261295831e-01 7.556150065361035006e-02 3.280517219555642700e+10 4.254693780444357300e+10 2.365373944172661780e+00
3.981071705535050964e+10 3.183724862646736931e+00 -1.158051851763041373e+00 -2.298830311591653519e+00 2.721147986382279060e-01 1.511887449100770538e-12 6.018932345568642206e-02 1.385910389464604375e-01 6.826246402679563008e-02 3.253119227785378647e+10 4.282091772214620972e+10 2.446842487687681089e+00
4.466835921509725952e+10 3.141007611698467539e+00 -1.144543643889602391e+00 -2.293167586774802480e+00 2.736932567782044412e-01 1.217656304466629469e-12 5.439070920844324419e-02 1.252392362207354060e-01 6.166670714761576105e-02 3.225340128212286758e+10 4.309870871787713623e+10 2.531141437442718800e+00
5.011872336272837830e+10 3.098525865593243722e+00 -1.130926471164186431e+00 -2.287456520659270076e+00 2.752773239724752297e-01 9.806769673308840990e-13 4.915027763385599463e-02 1.131726965962354808e-01 5.570640882719151560e-02 3.197174372551654434e+10 4.338036627448345947e+10 2.618373594720472930e+00
5.623413251903628540e+10 3.056280753626023028e+00 -1.117198736726540131e+00 -2.281693329055031860e+00 2.768662026257570630e-01 7.898125156050451586e-13 4.441442166772752165e-02 1.022679852460611494e-01 5.032039178113412170e-02 3.168616816282398224e+10 4.366594183717601776e+10 2.708644414279847812e+00
6.309573444802097321e+10 3.014274147206072563e+00 -1.103359053999558137e+00 -2.275816282555898518e+00 2.784589961053158258e-01 6.361421560764911786e-13 4.013785655099379873e-02 9.242083015905172561e-02 4.545317139600631856e-02 3.139661037302490616e+10 4.395549962697509766e+10 2.802067565775582025e+00
7.079457843841575623e+10 2.972508370689607826e+00 -1.089406165622436973e+00 -2.269846482924974485e+00 2.800547137163656997e-01 5.123906967512403701e-13 3.627448337227019010e-02 8.352508466904973172e-02 4.105452352530380294e-02 3.110299829014091873e+10 4.424911170985908508e+10 2.898764904339499182e+00
7.943282347243049622e+10 2.930985014302515790e+00 -1.075338548888157053e+00 -2.263819168787725378e+00 2.816523106775400964e-01 4.127071482260283130e-13 3.278249405084831397e-02 7.548448211264932595e-02 3.707928435576134107e-02 3.080527157262241364e+10 4.454683842737758636e+10 2.998860189055862158e+00
8.912509381337731934e+10 2.889705265431912640e+00 -1.061154512643975645e+00 -2.257748934562117782e+00 2.832506706246568640e-01 3.324037724356778863e-13 2.962551740225031691e-02 6.821527474265727531e-02 3.348679043437869512e-02 3.050338061503475189e+10 4.484872938496524811e+10 3.102478819321013770e+00
1.000000000000032654e+11 2.848670698884830710e+00 -1.046852464028323437e+00 -2.251571783921746839e+00 2.848485691663573682e-01 2.677369810159476224e-13 2.677369810159563671e-02 6.164871813305709825e-02 3.024019061248584689e-02 3.019726650067848969e+10 4.515484349932151031e+10 3.209754565231268675e+00
1.122018454302001953e+11 2.807883735698321725e+00 -1.032431080640527910e+00 -2.245277647506623175e+00 2.864446490389377376e-01 2.156612379712072875e-13 2.419758888813102263e-02 5.571700746020886302e-02 2.730604747265421087e-02 2.988685592887375259e+10 4.546525407112625122e+10 3.320833129471202128e+00
1.258925411794212494e+11 2.767346222146506829e+00 -1.017888818436776921e+00 -2.238916054641925779e+00 2.880374686214132174e-01 1.737103574129017168e-13 2.186883832389571389e-02 5.035486112569916711e-02 2.465425075800652122e-02 2.957208461670538330e+10 4.578002538329461670e+10 3.435864780541942221e+00
1.412537544622807312e+11 2.727059468707625722e+00 -1.003223910999207602e+00 -2.232509641017609514e+00 2.896254937785919803e-01 1.399116516365920384e-13 1.976304608668733032e-02 4.550609531136055874e-02 2.225772684708003657e-02 2.925290441066790390e+10 4.609920558933209229e+10 3.555001027233839039e+00
1.584893192461175842e+11 2.687024800013613213e+00 -9.884345592199438313e-01 -2.226013176835671903e+00 2.912070687554109139e-01 1.126885128035865278e-13 1.785992568109783310e-02 4.112399863527740201e-02 2.009197449841409674e-02 2.892926387661711884e+10 4.642284612338288116e+10 3.678401467995282115e+00
