# [1] m:            [M_sun/h] 
# [2] sigma 
# [3] ln(1/sigma) 
# [4] n_eff 
# [5] f(sigma) 
# [6] dn/dm:        [h^4/(Mpc^3*M_sun)] 
# [7] dn/dlnm:      [h^3/Mpc^3] 
# [8] dn/dlog10m:   [h^3/Mpc^3] 
# [9] n(>m):        [h^3/Mpc^3] 
# [11] rho(>m):     [M_sun*h^2/Mpc^3] 
# [11] rho(<m):     [M_sun*h^2/Mpc^3] 
# [12] Lbox(N=1):   [Mpc/h]
1.000000000000000000e+06 7.909189420032133100e+00 -2.068025301185006715e+00 -2.623830257296612345e+00 1.725375600601559700e-01 8.151014762721194408e-04 8.151014762721193847e+02 1.876840508541622057e+03 8.986862679959106117e+02 4.761846023385026550e+10 2.773364976614973450e+10 1.036248618985593783e-01
1.122018454301962862e+06 7.852106112642616154e+00 -2.060781790413910741e+00 -2.621181127122873100e+00 1.731956670900166306e-01 6.545047427607080621e-04 7.343663998056734954e+02 1.690941124988249385e+03 8.094917271576641724e+02 4.752410754245235443e+10 2.782800245754764557e+10 1.072990462740914253e-01
1.258925411794166081e+06 7.795039718886640046e+00 -2.053487597928014274e+00 -2.618544707676003114e+00 1.738609587124514688e-01 5.255207664835346518e-04 6.615914473516696717e+02 1.523370604324309625e+03 7.291339339248505667e+02 4.742873061463388062e+10 2.792337938536611938e+10 1.111043073960922417e-01
1.412537544622752583e+06 7.737998238073391377e+00 -2.046143028580361900e+00 -2.615924110839309868e+00 1.745334636752250979e-01 4.219295278524844107e-04 5.959912992765856643e+02 1.372320681268419321e+03 6.567416517850326727e+02 4.733232400336093140e+10 2.801978599663906860e+10 1.150451937110802958e-01
1.584893192461110884e+06 7.680989089214830479e+00 -2.038748326525343213e+00 -2.613319972558531656e+00 1.752132161511648079e-01 3.387371035608705786e-04 5.368621294676180469e+02 1.236170736305176888e+03 5.915293663456930062e+02 4.723488267660484314e+10 2.811722732339515686e+10 1.191263668318820468e-01
1.778279410038919188e+06 7.624019291774769336e+00 -2.031303696749377607e+00 -2.610726580285919862e+00 1.759002538303383045e-01 2.719351727917480909e-04 4.835767186409413512e+02 1.113476543661607593e+03 5.327881843465236216e+02 4.713640090170873260e+10 2.821570909829126740e+10 1.233526465259470323e-01
1.995262314968874678e+06 7.567095763979651224e+00 -2.023809343107347836e+00 -2.608136996382922845e+00 1.765946144341184187e-01 2.183010805381698925e-04 4.355679193147956312e+02 1.002932198000681751e+03 4.798779658049666068e+02 4.703687127095137024e+10 2.831523872904862976e+10 1.277290641730070009e-01
2.238721138568333350e+06 7.510225057860038689e+00 -2.016265433084680758e+00 -2.605554368931536580e+00 1.772963389749808161e-01 1.752391288248948101e-04 3.923115420045913311e+02 9.033307084292795253e+02 4.322213931442177568e+02 4.693628581167091370e+10 2.841582418832908630e+10 1.322608309969414142e-01
2.511886431509572081e+06 7.453413170590789782e+00 -2.008672071179146368e+00 -2.602980423926821718e+00 1.780054742871705897e-01 1.406661002147280206e-04 3.533372685027410398e+02 8.135891272536460974e+02 3.892983972521448095e+02 4.683463708562964630e+10 2.851747291437035370e+10 1.369532873968685449e-01
2.818382931264443323e+06 7.396665692639164291e+00 -2.001029316591728779e+00 -2.600412477543267542e+00 1.787220714545754707e-01 1.129104856492135946e-04 3.182249855145224728e+02 7.327401078639855996e+02 3.506401663742041706e+02 4.673191744306392670e+10 2.862019255693607330e+10 1.418119336364452865e-01
3.162277660168366507e+06 7.339988143308575630e+00 -1.993337227272064416e+00 -2.597841410646039684e+00 1.794461817138815474e-01 9.063078426281569145e-05 2.865997043978408101e+02 6.599202070029683682e+02 3.158236585025304635e+02 4.662811761453502655e+10 2.872399238546497345e+10 1.468425034451499855e-01
3.548133892335738521e+06 7.283385884079757844e+00 -1.985595848052918555e+00 -2.595268440609586946e+00 1.801778575528994453e-01 7.274659264188745313e-05 2.581146509046225219e+02 5.943309474563459389e+02 2.844673796410477280e+02 4.652322719688420105e+10 2.882888280311579895e+10 1.520509632975242664e-01
3.981071705534953158e+06 7.226863776040035603e+00 -1.977805162813664808e+00 -2.592697050572252415e+00 1.809171572549967688e-01 5.839040365413968329e-05 2.324563838622602248e+02 5.352506042525420753e+02 2.562278408483256271e+02 4.641723627653684998e+10 2.893487372346315002e+10 1.574434366934238105e-01
4.466835921509607695e+06 7.170426280672592689e+00 -1.969965106215599171e+00 -2.590127319857729482e+00 1.816641438653908980e-01 4.686648209094285118e-05 2.093448857186102430e+02 4.820344131502140499e+02 2.307957154132568292e+02 4.631013528483626556e+10 2.904197471516373444e+10 1.630262051240720655e-01
5.011872336272694170e+06 7.114077756189253421e+00 -1.962075603490322839e+00 -2.587549752600398101e+00 1.824188814417397608e-01 3.761711842418987697e-05 1.885321952004911168e+02 4.341114222180944466e+02 2.078920695290492233e+02 4.620191329333781433e+10 2.915019670666218567e+10 1.688057979253783092e-01
5.623413251903456636e+06 7.057822591263687606e+00 -1.954136589100342825e+00 -2.584962014402507169e+00 1.831814332453604588e-01 3.019350054344335717e-05 1.697905310773535916e+02 3.909571457902566749e+02 1.872653553288405419e+02 4.609255767777686310e+10 2.925955232222313690e+10 1.747890359451445552e-01
6.309573444801891223e+06 7.001664780874632399e+00 -1.946147946618464797e+00 -2.582369362512344502e+00 1.839518675002759229e-01 2.423487141576647589e-05 1.529117011231085712e+02 3.520922035504307246e+02 1.686891215953234280e+02 4.598205604747169495e+10 2.937005395252830505e+10 1.809829409145860268e-01
